gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1934525114																																																											naturgucker	naturgucker			HumanObservation					1755973846		1963945989																													2018-10-04T00:00:00																						BW					Savuti Marsh im Chobe N.P.												-18.5730361938	24.0717315674		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1934525103																																																											naturgucker	naturgucker			HumanObservation					1026310591		881932368																													2004-09-24T00:00:00																						ZM					Kafue National Park, Southern Sector												-16.0880413055	25.6503295898		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1934525102																																																											naturgucker	naturgucker			HumanObservation					-1549527722		1963945989																													2018-10-02T00:00:00																						BW					Chobe National Park und Umgebung												-17.823223114	25.1459884644		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1934525098																																																											naturgucker	naturgucker			HumanObservation					-1338605760		-991706143																													2012-11-22T00:00:00																						ZA					Kruger National Park, South Africa												-24.04646492	31.4208984375		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1934524873																																																											naturgucker	naturgucker			HumanObservation					1074137570		1963945989																													2018-10-06T00:00:00																						BW					Khwai River, Okavango, Botswana												-19.1166248322	23.8272857666		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1934524849																																																											naturgucker	naturgucker			HumanObservation					795181815		408793982																													2018-09-28T00:00:00																						ZA					Krüger Park, Südafrika, Bereich südlich Sabie River												-25.162979126	31.6172046661		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
1933594613																										18015370										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:13:57Z			https://www.inaturalist.org/observations/18015370				© Greg Lasley some rights reserved	Greg Lasley												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/18015370	18015370		Greg Lasley								wild									Maramboi Camp adjacent to Tarangire National Park, Tanzania 20 October 2018												2018-10-20T08:03:00-05:00	13:03:00Z						2018/10/20 8:03 AM CDT																TZ	Manyara				Babati, Tanzania											-3.70075	35.8632583333																																					42909895				2019-01-10T18:39:43Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933593783																										18011841										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:15:46Z			https://www.inaturalist.org/observations/18011841				© Phil Stouffer some rights reserved	Phil Stouffer												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/18011841	18011841		Phil Stouffer								wild									Family Bovidae, subfamily Aepycerotinae- impala These common antelopes are usually together in female groups, harems, or bachelor male groups. In this case, a large group of females was resting in the shade while the male in the next photo kept his eyes on things. Until I looked it up I'll confess I had no idea that these are not exactly antelopes as defined by the subfamily Antelopinae. That group includes the superficially similar gazelles. https://www.flickr.com/photos/stoufferlsu/20528761475 https://www.inaturalist.org/observations/18011841 https://www.flickr.com/photos/stoufferlsu/20519861542												2015-07-05T11:12:14-05:00	16:12:14Z						2015-07-05 11:12:14																TZ	Manyara				Kwa Kuchinia, Arusha, Tanzania											-3.743671	36.00769																																					38654349				2018-11-01T17:46:35Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933593166																										18009279										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-10T18:15:15Z			https://www.inaturalist.org/observations/18009279				© Greg Lasley some rights reserved	Greg Lasley												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/18009279	18009279		Greg Lasley								wild									Tarangire National Park, Tanzania 18 October 2018												2018-10-18T12:27:00-05:00	17:27:00Z						2018/10/18 12:27 PM CDT																TZ	Manyara				Tarangire, Babati, Manyara, Tanzania											-3.7710483333	35.96897																																					38655946				2018-11-01T18:21:59Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933586594																										17983592										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T05:05:59Z			https://www.inaturalist.org/observations/17983592				© whitney07 some rights reserved	whitney07												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17983592	17983592		whitney07								wild																					2018-10-31T07:26:52+02:00	05:26:52Z						2018-10-31 7:26:52 AM SAST																ZA	Limpopo				Unnamed Road, South Africa											-22.6338882446	30.2491664886																																					38582681				2018-10-31T11:34:29Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933573354																										17937666										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-25T18:16:16Z			https://www.inaturalist.org/observations/17937666				© Elise Bakker some rights reserved	Elise Bakker												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17937666	17937666		Elise Bakker								wild																					2012-07-24T17:10:00-10:00	03:10:00Z						2012/07/24 5:10 PM HST																KE	Nakuru				Baruti East, Nakuru, Kenia											-0.3937339418	36.0951317682		10035																																			38469880				2018-10-29T17:31:58Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
1933573334																										17937645										http://creativecommons.org/licenses/by-nc/4.0/			2018-10-29T23:40:10Z			https://www.inaturalist.org/observations/17937645				© Elise Bakker some rights reserved	Elise Bakker												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17937645	17937645		Elise Bakker								wild																					2012-07-20T08:53:00-10:00	18:53:00Z						2012/07/20 8:53 AM HST																KE	Narok				Narok, Kenia											-1.4371690112	35.0680597906		18109																																			38469852				2018-10-29T17:31:46Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933571857																										17931259										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:16:35Z			https://www.inaturalist.org/observations/17931259				© Amaël Borzée some rights reserved	Amaël Borzée												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17931259	17931259		Amaël Borzée								wild																					2018-08-26T00:12:00+09:00	15:12:00Z						2018/08/26 12:12 AM KST																KE	Narok				Narok County, Kenya											-1.6082183333	35.339395																																					38508210				2018-10-30T03:47:09Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933567484																										17917477										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:10:38Z			https://www.inaturalist.org/observations/17917477				© Elise Bakker some rights reserved	Elise Bakker												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17917477	17917477		Elise Bakker								wild																					2018-10-11T07:32:00-10:00	17:32:00Z						2018/10/11 7:32 AM HST																KE	Samburu				Samburu, Kenia											0.6620779894	37.5589550273		12758																																			38514414				2018-10-30T07:15:56Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933567414																										17917402										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:10:41Z			https://www.inaturalist.org/observations/17917402				© Elise Bakker some rights reserved	Elise Bakker												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17917402	17917402		Elise Bakker								wild																					2018-10-04T15:48:00-10:00	01:48:00Z						2018/10/04 3:48 PM HST																KE	Nakuru				Nakuru, Kenia											-0.7797477	36.2629509		212																																			38514431				2018-10-30T07:17:05Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933567403																										17917375										http://creativecommons.org/licenses/by-nc/4.0/			2019-01-24T00:10:44Z			https://www.inaturalist.org/observations/17917375				© Elise Bakker some rights reserved	Elise Bakker												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17917375	17917375		Elise Bakker								wild																					2018-10-02T09:04:00-10:00	19:04:00Z						2018/10/02 9:04 AM HST																KE	Narok				Sekenani Main Gate, Kenia											-1.4769821	35.0927784		212																																			38514420				2018-10-30T07:16:16Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933555783																										17874933										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-02T05:17:33Z			https://www.inaturalist.org/observations/17874933				© Bastiaan Notebaert some rights reserved	Bastiaan Notebaert												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17874933	17874933		Bastiaan Notebaert								wild																					2018-08-09T13:13:00+02:00	11:13:00Z						2018/08/09 1:13 PM CEST																ZA	KwaZulu-Natal				Umkhanyakude, Zuid-Afrika											-28.2746566773	31.8183050153		681																																			38383877				2018-10-28T11:19:25Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1933555680																										17874935										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-02T05:17:16Z			https://www.inaturalist.org/observations/17874935				© Bastiaan Notebaert some rights reserved	Bastiaan Notebaert												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17874935	17874935		Bastiaan Notebaert								wild																					2018-08-09T13:30:00+02:00	11:30:00Z						2018/08/09 1:30 PM CEST																ZA	KwaZulu-Natal				Umkhanyakude, Zuid-Afrika											-28.2730572068	31.8192700803		849																																			38383880				2018-10-28T11:19:34Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1932327703																										17715276										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-02T05:17:44Z			https://www.inaturalist.org/observations/17715276				© maritzasouthafrica some rights reserved	maritzasouthafrica												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17715276	17715276		maritzasouthafrica								wild																					2018-10-12T07:49:00+02:00	05:49:00Z						2018/10/12 7:49 AM SAST																ZA	Mpumalanga				Ehlanzeni, South Africa											-24.9832382016	31.6339234267		2116																																			37955942				2018-10-21T18:08:21Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1932324436																										17703267										http://creativecommons.org/licenses/by-nc/4.0/			2018-10-25T04:13:14Z			https://www.inaturalist.org/observations/17703267				© nicovr some rights reserved	nicovr												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/17703267	17703267		nicovr								wild																					2018-07-08T15:34:00+01:00	14:34:00Z						2018/07/08 3:34 PM CAT																ZM	Central				Mumbwa, Zambia											-14.6789356075	26.2351389809		122																																			38185800				2018-10-25T04:13:14Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
1932295023																										dcbbc180-02e0-4b2f-94d1-a08713edc158																																	KWS				HumanObservation				dcbbc180-02e0-4b2f-94d1-a08713edc158				15																												2012/11/27	9:47:50														32		Laikipia Samburu Ecosystem					Kenya	KE				165												0.027510	36.913730																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932295021																										6df26f7a-4020-493a-b61c-bd03b1d44c7f																																	KWS				HumanObservation				6df26f7a-4020-493a-b61c-bd03b1d44c7f				25																												2012/11/27	9:36:03														32		Laikipia Samburu Ecosystem					Kenya	KE				146												0.055900	36.944290																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932295020																										ee424663-b29a-4ca6-8a9e-670d8b71eb92																																	KWS				HumanObservation				ee424663-b29a-4ca6-8a9e-670d8b71eb92				27																												2012/11/27	9:31:38														32		Laikipia Samburu Ecosystem					Kenya	KE				139												0.065300	36.955730																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932295018																										8a0a97de-c458-4280-b4f5-e3451156796f																																	KWS				HumanObservation				8a0a97de-c458-4280-b4f5-e3451156796f				20																												2012/11/27	9:29:32														32		Laikipia Samburu Ecosystem					Kenya	KE				136												0.077880	36.987850																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932295008																										7cc11fc1-1a85-4dc8-8c57-d678de02efe9																																	KWS				HumanObservation				7cc11fc1-1a85-4dc8-8c57-d678de02efe9				30																												2012/11/27	9:48:23														32		Laikipia Samburu Ecosystem					Kenya	KE				166												0.023720	36.924080																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294921																										0cea226e-e88c-41a2-8347-253f2b292ecd																																	KWS				HumanObservation				0cea226e-e88c-41a2-8347-253f2b292ecd				40																												2012/11/27	9:34:52														32		Laikipia Samburu Ecosystem					Kenya	KE				144												0.057110	36.918990																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294920																										1d3d6133-7925-4aab-b8be-7d6d6cf97b6f																																	KWS				HumanObservation				1d3d6133-7925-4aab-b8be-7d6d6cf97b6f				25																												2012/11/27	9:46:18														32		Laikipia Samburu Ecosystem					Kenya	KE				163												0.032790	36.946830																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294913																										99e41e8f-0d25-4bf4-bb7c-56a31dffab80																																	KWS				HumanObservation				99e41e8f-0d25-4bf4-bb7c-56a31dffab80				30																												2012/11/27	9:50:37														32		Laikipia Samburu Ecosystem					Kenya	KE				169												0.019480	36.971580																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294912																										2973671f-e300-4ea8-9d3c-57b6d179036d																																	KWS				HumanObservation				2973671f-e300-4ea8-9d3c-57b6d179036d				60																												2012/11/27	9:48:39														32		Laikipia Samburu Ecosystem					Kenya	KE				167												0.023610	36.930220																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294909																										9dae0f8b-7e0f-46b7-8a54-db5946115f63																																	KWS				HumanObservation				9dae0f8b-7e0f-46b7-8a54-db5946115f63				10																												2012/11/27	9:47:10														32		Laikipia Samburu Ecosystem					Kenya	KE				164												0.031910	36.926640																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294905																										e5fa5b26-3c01-4762-a6a7-ba87bcc71791																																	KWS				HumanObservation				e5fa5b26-3c01-4762-a6a7-ba87bcc71791				40																												2012/11/27	9:27:02														32		Laikipia Samburu Ecosystem					Kenya	KE				133												0.077010	36.934120																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294904																										3caeee58-95b9-4c33-85e9-deb79f198f80																																	KWS				HumanObservation				3caeee58-95b9-4c33-85e9-deb79f198f80				15																												2012/11/27	9:37:08														32		Laikipia Samburu Ecosystem					Kenya	KE				148												0.056090	36.967000																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294866																										aeefff39-1a29-40c0-a823-7c98596f8587																																	KWS				HumanObservation				aeefff39-1a29-40c0-a823-7c98596f8587				29																												2012/11/27	9:54:46														32		Laikipia Samburu Ecosystem					Kenya	KE				176												0.009100	36.939810																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294864																										b5711ebd-d06b-4f4c-bea6-ee4eeb1afa48																																	KWS				HumanObservation				b5711ebd-d06b-4f4c-bea6-ee4eeb1afa48				40																												2012/11/27	9:52:35														32		Laikipia Samburu Ecosystem					Kenya	KE				172												0.015590	36.933610																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294859																										e5572392-04bf-4f15-9db6-81160098ca7f																																	KWS				HumanObservation				e5572392-04bf-4f15-9db6-81160098ca7f				2																												2012/11/27	8:45:56														32		Laikipia Samburu Ecosystem					Kenya	KE				108												0.099160	36.806460																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294848																										eded1b8f-21c3-4d32-9966-331e94c1837b																																	KWS				HumanObservation				eded1b8f-21c3-4d32-9966-331e94c1837b				1																												2012/11/27	8:59:18														32		Laikipia Samburu Ecosystem					Kenya	KE				122												0.063620	36.759480																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294847																										48b9e5c8-e192-4324-ae58-3740af55c488																																	KWS				HumanObservation				48b9e5c8-e192-4324-ae58-3740af55c488				30																												2012/11/27	9:39:31														32		Laikipia Samburu Ecosystem					Kenya	KE				152												0.046010	36.931070																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294845																										edad9b34-31bb-401c-801c-a355dcb5a1ce																																	KWS				HumanObservation				edad9b34-31bb-401c-801c-a355dcb5a1ce				8																												2012/11/27	8:08:52														32		Laikipia Samburu Ecosystem					Kenya	KE				43												0.035850	36.840870																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294844																										950e1c18-1732-4a82-8a6b-567d3228c7ec																																	KWS				HumanObservation				950e1c18-1732-4a82-8a6b-567d3228c7ec				30																												2012/11/27	8:49:25														32		Laikipia Samburu Ecosystem					Kenya	KE				111												0.098860	36.804740																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294841																										5a46c065-f2e2-4f92-bf83-a4f6c55c0c28																																	KWS				HumanObservation				5a46c065-f2e2-4f92-bf83-a4f6c55c0c28				20																												2012/11/27	8:43:14														32		Laikipia Samburu Ecosystem					Kenya	KE				104												0.103080	36.861550																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294838																										576e1131-94ac-4472-9718-b39ce140edef																																	KWS				HumanObservation				576e1131-94ac-4472-9718-b39ce140edef				20																												2012/11/27	8:54:11														32		Laikipia Samburu Ecosystem					Kenya	KE				117												0.070070	36.754700																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294836																										1245e86a-8e19-463c-9875-40b0505de395																																	KWS				HumanObservation				1245e86a-8e19-463c-9875-40b0505de395				4																												2012/11/27	8:28:37														32		Laikipia Samburu Ecosystem					Kenya	KE				79												0.072690	36.830390																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294832																										a1ea439b-ecdf-40e7-a2bf-755c36e58b97																																	KWS				HumanObservation				a1ea439b-ecdf-40e7-a2bf-755c36e58b97				30																												2012/11/27	8:39:10														32		Laikipia Samburu Ecosystem					Kenya	KE				100												0.094850	36.850570																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294826																										ef60b677-4792-4b99-bc62-00fca4e84dfa																																	KWS				HumanObservation				ef60b677-4792-4b99-bc62-00fca4e84dfa				25																												2012/11/27	8:02:14														32		Laikipia Samburu Ecosystem					Kenya	KE				35												0.032880	36.907750																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294824																										917c86bb-7fb7-4d3d-89fc-39262e0ab9d8																																	KWS				HumanObservation				917c86bb-7fb7-4d3d-89fc-39262e0ab9d8				5																												2012/11/27	9:28:27														32		Laikipia Samburu Ecosystem					Kenya	KE				135												0.075720	36.965080																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294820																										1849f769-13b7-4808-9b54-b5ff8f379095																																	KWS				HumanObservation				1849f769-13b7-4808-9b54-b5ff8f379095				200																												2012/11/27	7:59:42														32		Laikipia Samburu Ecosystem					Kenya	KE				32												0.021690	36.870610																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294813																										008fd19d-33ea-432b-a9b2-4a4a19bd71ca																																	KWS				HumanObservation				008fd19d-33ea-432b-a9b2-4a4a19bd71ca				7																												2012/11/26	09:36														14		Laikipia Samburu Ecosystem					Kenya	KE				21												0.469660	36.876650																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294811																										e22bce15-df86-44ac-85f4-3a79f4bfb710																																	KWS				HumanObservation				e22bce15-df86-44ac-85f4-3a79f4bfb710				10																												2012/11/26	09:25														14		Laikipia Samburu Ecosystem					Kenya	KE				10												0.490000	36.827960																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294808																										cb66a919-33a5-4da7-a269-26e5cb5c824e																																	KWS				HumanObservation				cb66a919-33a5-4da7-a269-26e5cb5c824e				60																												2012/11/27	8:15:03														32		Laikipia Samburu Ecosystem					Kenya	KE				56												0.043480	36.833950																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294796																										6e7ab412-1698-4b56-bee4-d280b6f199f3																																	KWS				HumanObservation				6e7ab412-1698-4b56-bee4-d280b6f199f3				7																												2012/11/27	8:27:32														32		Laikipia Samburu Ecosystem					Kenya	KE				77												0.067900	36.807410																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294794																										cb3b01b1-0d41-4cf7-b422-02fde6c9131a																																	KWS				HumanObservation				cb3b01b1-0d41-4cf7-b422-02fde6c9131a				2																												2012/11/27	8:26:45														32		Laikipia Samburu Ecosystem					Kenya	KE				76												0.058740	36.797600																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294775																										685f4b7b-2c7c-454a-bce0-59984faaec31																																	KWS				HumanObservation				685f4b7b-2c7c-454a-bce0-59984faaec31				50																												2012/11/27	12:15:3														32		Laikipia Samburu Ecosystem					Kenya	KE				16												0.032810	36.758640																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294755																										c40ede0f-29c1-42b3-88e1-11a5d703e6b1																																	KWS				HumanObservation				c40ede0f-29c1-42b3-88e1-11a5d703e6b1				30																												2012/11/27	12:19:5														32		Laikipia Samburu Ecosystem					Kenya	KE				21												0.045570	36.755440																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294744																										4d1880f3-56df-4567-9387-22c325ed799f																																	KWS				HumanObservation				4d1880f3-56df-4567-9387-22c325ed799f				12																												2012/11/26	8:35:42																Laikipia Samburu Ecosystem					Kenya	KE				11												0.145290	37.077020																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
1932294740																										c0a4d31b-4e64-4145-b56f-d988749903c1																																	KWS				HumanObservation				c0a4d31b-4e64-4145-b56f-d988749903c1				20																												2012/11/26	11:47														14		Laikipia Samburu Ecosystem					Kenya	KE				136												0.390410	36.875390																																																					Aepyceros melampus								Animalia	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros		melampus					Impala	Least Concern (LC)			
