gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2234879358																																																											naturgucker	naturgucker			HumanObservation					732153168		605694170																													2016-09-10T00:00:00																						KE					Samburu, Kenya												0.571279585361	37.6089477539		250																																																			Aepyceros melampus								Animalia		Mammalia	Artiodactyla	Bovidae												
2234813938																										21709432										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-29T10:32:30Z			https://www.inaturalist.org/observations/21709432				© jurga_li some rights reserved	jurga_li												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30598m to protect threatened taxon			https://www.inaturalist.org/observations/21709432	21709432		jurga_li								wild																					2019-03-18T18:15:00+03:00	15:15:00Z						2019/03/18 6:15 PM +03																NA	Oshikoto				Etosha National Park, NA											-19.0924621672	15.8103483274		30598																																			48512408				2019-03-28T19:34:41Z				120012								Aepyceros melampus petersi								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2234801365																										21667301										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-28T21:31:38Z			https://www.inaturalist.org/observations/21667301				© Herman Berteler some rights reserved	Herman Berteler												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21667301	21667301		Herman Berteler								wild																					2019-02-08T12:12:00+01:00	11:12:00Z						2019/02/08 12:12 PM CET																ZA	KwaZulu-Natal				Sanlameer, Southbroom, Zuid-Afrika											-30.9402662438	30.2954630106		244																																			48477134				2019-03-28T08:38:52Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2234783658																										21605707										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-26T10:26:00Z			https://www.inaturalist.org/observations/21605707				© mikkel65 some rights reserved	mikkel65												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21605707	21605707		mikkel65								wild																					2005-12-26T08:46:00+01:00	07:46:00Z						2005/12/26 8:46 AM CET																TZ	Manyara				Lake Manyara, Tanzania											-3.6190593	35.8061779		29936																																			48271560				2019-03-25T19:24:50Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2234781428																										21605670										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-28T17:55:15Z			https://www.inaturalist.org/observations/21605670				© mikkel65 some rights reserved	mikkel65												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21605670	21605670		mikkel65								wild																					2005-12-26T08:43:00+01:00	07:43:00Z						2005/12/26 8:43 AM CET																TZ	Manyara				Lake Manyara, Tanzania											-3.6190593	35.8061779		32224																																			48505578				2019-03-28T17:55:15Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2234759978																										21531633										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-27T19:57:39Z			https://www.inaturalist.org/observations/21531633				© mikkel65 some rights reserved	mikkel65												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21531633	21531633		mikkel65								wild																					2005-12-23T12:37:00+01:00	11:37:00Z						2005/12/23 12:37 PM CET																TZ	Mara				Tanzania											-2.3333333	34.8333333		159489																																			48433098				2019-03-27T19:57:38Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2234759553																										21532103										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-25T13:46:58Z			https://www.inaturalist.org/observations/21532103				© mikkel65 some rights reserved	mikkel65												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21532103	21532103		mikkel65								wild																					2005-12-23T12:54:00+01:00	11:54:00Z						2005/12/23 12:54 PM CET																TZ	Mara				Tanzania											-2.3333333	34.8333333		157048																																			48104904				2019-03-23T22:38:44Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2234748246																										21492187										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-25T20:56:52Z			https://www.inaturalist.org/observations/21492187				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21492187	21492187		Shirley Hitschmann								wild																					2018-07-28T07:11:00+01:00	06:11:00Z						2018/07/28 7:11 AM CAT																ZW	Masvingo				Chipinge, Zimbabwe											-20.1615007288	32.1515395013		10222																																			48022342				2019-03-22T20:10:24Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2234748085																										21492179										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-25T20:57:20Z			https://www.inaturalist.org/observations/21492179				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21492179	21492179		Shirley Hitschmann								wild																					2018-07-28T15:19:00+01:00	14:19:00Z						2018/07/28 3:19 PM CAT																ZW	Masvingo				Chipinge, Zimbabwe											-20.4485560044	32.2433694615		186																																			48022329				2019-03-22T20:10:16Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2234733309																										19424250										http://creativecommons.org/licenses/by/4.0/			2019-03-28T16:16:42Z			https://www.inaturalist.org/observations/19424250				© Scott Camazine some rights reserved	Scott Camazine												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/19424250	19424250		Scott Camazine								wild									Impala, photographed in Serengeti National Park, Tanzania, Africa												2010-01-14T06:03:00-05:00	11:03:00Z						2010/01/14 6:03 AM EST																TZ	Arusha				Arusha, , Arusha, TZ											-3.5564423681	35.4893651673		173721																																			42528467				2019-01-04T20:35:45Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2147661928		0																								-27509													2019-03-11 16:19:53.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27509	1552308614		Mignard Dominique																	Aepyceros melampus									-27509							2019	1	26									VM-Gazetteer-ID:92918		| Kenya |					Kenya					Samburu National Reserve		0	0		0	0						0.625	37.625	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2147661927		0																								-27486													2019-03-11 19:56:50.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27486	1552287698		Mignard Dominique																	Aepyceros melampus									-27486							2019	1	23									VM-Gazetteer-ID:92888		| Kenya |					Kenya					Meru NP		0	0		0	0						0.125	38.125	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2147661919		0																								-27484													2019-03-11 20:09:55.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27484	1552287462		Mignard Dominique																	Aepyceros melampus									-27484							2019	1	22									VM-Gazetteer-ID:92886		| Kenya |					Kenya					Meru NP		0	0		0	0						0.125	38.125	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2147661917		0																								-27485													2019-03-11 20:08:38.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27485	1552287562		Mignard Dominique																	Aepyceros melampus									-27485							2019	1	22									VM-Gazetteer-ID:92887		| Kenya |					Kenya					Meru NP		0	0		0	0						0.125	38.125	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2147661915		0																								-27430													2019-03-09 19:38:01.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27430	1552115570		Mignard Dominique																	Aepyceros melampus									-27430							2019	1	30									VM-Gazetteer-ID:92761		| Kenya |					Kenya					Nakuru NP		0	0		0	0						-0.375	36.125	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2147661696		0																								-27508													2019-03-11 16:21:14.0																				ADU-UCT	MammalMAP-VM			HumanObservation			Least Concern	-27508	1552308523		Mignard Dominique																	Aepyceros melampus									-27508							2019	1	25									VM-Gazetteer-ID:92916		| Kenya |					Kenya					Samburu National Reserve		0	0		0	0						0.625	37.625	WGS84	12000														GPS																								VM ID-panel					211850								Aepyceros melampus							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		species		(Lichtenstein, 1812)	Impala				
2028488516																										21371802										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T11:15:29Z			https://www.inaturalist.org/observations/21371802				© Mike Plagens some rights reserved	Mike Plagens												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21371802	21371802		Mike Plagens								wild																					2019-03-04T09:02:00+03:00	06:02:00Z						2019/03/04 9:02 AM EAT																KE	Nakuru				Lake Nakuru National Park, Kenya											-0.33464	36.1150016667																																					47729703				2019-03-18T23:34:58Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2028462148																										21291398										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T20:52:51Z			https://www.inaturalist.org/observations/21291398				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21291398	21291398		Shirley Hitschmann								wild									1249:111418:40C:2835:CAMERA1 :2												2018-11-14T12:49:00+01:00	11:49:00Z						2018/11/14 12:49 PM CAT																ZW	Masvingo				Chipinge, Zimbabwe											-20.4480399382	32.2443208177		61																																			47544911				2019-03-16T18:18:49Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2028462102																										21291389										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T20:53:26Z			https://www.inaturalist.org/observations/21291389				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21291389	21291389		Shirley Hitschmann								wild									0827:111418:17C:2842:CAMERA1 :2 Too many pictures to upload but did upload a few showing numbers and some behaviours. One shows a female on her knees to drink, while there are quite a few adult males with the herd. One greets another on the nose. about 1 hr of impala drinking												2018-11-14T08:27:00+01:00	07:27:00Z						2018/11/14 8:27 AM CAT																ZW	Masvingo				Chipinge, Zimbabwe											-20.4481236149	32.2443208177		138																																			47544896				2019-03-16T18:18:38Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2028462093																										21291411										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T20:51:41Z			https://www.inaturalist.org/observations/21291411				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21291411	21291411		Shirley Hitschmann								wild									1318:111418:45C:2833:CAMERA1 :2												2018-11-14T13:18:00+01:00	12:18:00Z						2018/11/14 1:18 PM CAT																ZW	Masvingo				Chipinge, Zimbabwe											-20.4480399382	32.2443208177		61																																			47544930				2019-03-16T18:19:00Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2028450575																										21256269										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-15T19:29:24Z			https://www.inaturalist.org/observations/21256269				© Igmar Grewar some rights reserved	Igmar Grewar												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21256269	21256269		Igmar Grewar								wild																					2019-03-10T14:27:00+02:00	12:27:00Z						2019/03/10 2:27 PM SAST																ZA	Gauteng				Dinokeng Game Reserve, Hammanskraal											-25.3492764882	28.3483356768		208																																			47460904				2019-03-15T13:22:50Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013749015																										21207712										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-14T10:49:32Z			https://www.inaturalist.org/observations/21207712				© colejwolf some rights reserved	colejwolf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21207712	21207712		colejwolf								wild																					2014-01-06T00:52:00-07:00	07:52:00Z						2014/01/06 12:52 AM MST																ZA	Limpopo				Mopani, South Africa											-22.4320233658	31.2985726224		1200																																			47333781				2019-03-13T17:36:02Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013747761																										21203163										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-13T16:45:35Z			https://www.inaturalist.org/observations/21203163				© libby hepburn some rights reserved	libby hepburn												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21203163	21203163		libby hepburn								wild																					2019-03-13T16:47:24+03:00	13:47:24Z						Wed Mar 13 2019 16:47:24 GMT+0300 (GMT+3)																KE	Narok				Trans Mara, Trans Mara, Rift Valley, KE											-1.1413970729	35.1299642679		5																																											42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2013744956																										21194667										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-14T12:01:56Z			https://www.inaturalist.org/observations/21194667				© colejwolf some rights reserved	colejwolf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21194667	21194667		colejwolf								wild									w/ juv Red-billed Oxpecker												2014-01-03T01:02:00-07:00	08:02:00Z						2014/01/03 1:02 AM MST																ZA	Mpumalanga				Ehlanzeni, South Africa											-24.4345371355	31.8847995789		10000																																			47298302				2019-03-13T03:08:12Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013744935																										21194664										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-14T12:01:04Z			https://www.inaturalist.org/observations/21194664				© colejwolf some rights reserved	colejwolf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21194664	21194664		colejwolf								wild																					2014-01-03T02:01:00-07:00	09:01:00Z						2014/01/03 2:01 AM MST																ZA	Mpumalanga				Ehlanzeni, South Africa											-24.4345371355	31.8847995789		10000																																			47298298				2019-03-13T03:08:10Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013741989																										21186220										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T21:00:13Z			https://www.inaturalist.org/observations/21186220				© colejwolf some rights reserved	colejwolf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21186220	21186220		colejwolf								wild																					2014-01-06T08:29:00-07:00	15:29:00Z						2014/01/06 8:29 AM MST																ZA	Limpopo				Mopani, South Africa											-22.4330577229	31.295903924		500																																			47276021				2019-03-12T21:11:49Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2013740423																										21179106										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-13T16:20:55Z			https://www.inaturalist.org/observations/21179106				© Shobie some rights reserved	Shobie												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21179106	21179106		Shobie								wild																					2019-03-10T07:27:00+02:00	05:27:00Z						2019/03/10 7:27 AM SAST																ZA	Limpopo				Marakele Park, Thabazimbi, 0380, South Africa											-24.348254	27.5686953		27																																			47259344				2019-03-12T17:34:02Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013739402																										21175705										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-15T12:16:21Z			https://www.inaturalist.org/observations/21175705				© Igmar Grewar some rights reserved	Igmar Grewar												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21175705	21175705		Igmar Grewar								wild																					2019-03-10T12:41:00+02:00	10:41:00Z						2019/03/10 12:41 PM SAST																ZA	Gauteng				Dinokeng Game Reserve, Hammanskraal											-25.3850355513	28.3235960418		670																																			47245937				2019-03-12T14:40:06Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2013718136																										21108931										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-10T12:59:05Z			https://www.inaturalist.org/observations/21108931				© steven2802 some rights reserved	steven2802												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21108931	21108931		steven2802								wild																					2013-02-10T05:48:00+01:00	04:48:00Z						2013/02/10 5:48 AM CET																TZ	Iringa				Iringa, Tanzania											-7.6573944444	34.9715194444																																					47069301				2019-03-10T11:48:28Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2013718102																										21108920										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-10T12:59:26Z			https://www.inaturalist.org/observations/21108920				© steven2802 some rights reserved	steven2802												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21108920	21108920		steven2802								wild																					2013-02-09T15:42:00+01:00	14:42:00Z						2013/02/09 3:42 PM CET																TZ	Iringa				Iringa, Tanzania											-7.6323638889	34.9903111111																																					47069247				2019-03-10T11:47:00Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2013709472																										21085226										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-19T21:01:58Z			https://www.inaturalist.org/observations/21085226				© Igmar Grewar some rights reserved	Igmar Grewar												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21085226	21085226		Igmar Grewar								wild																					2019-03-09T13:50:00+02:00	11:50:00Z						2019/03/09 1:50 PM SAST																ZA	Gauteng				Buffelsdrift Nature Reserve, Wallmannsthal AH, South Africa											-25.548563111	28.3560705614		51																																			47011499				2019-03-09T18:05:21Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012974430																										20888251										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-04T11:25:47Z			https://www.inaturalist.org/observations/20888251				© Steve Mech some rights reserved	Steve Mech												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/20888251	20888251		Steve Mech								wild																					2018-07-20T13:15:00-04:00	17:15:00Z						2018/07/20 1:15 PM EDT																ZA	Limpopo				Mopani, South Africa											-22.9884713889	31.2801463889																																					46471696				2019-03-02T20:55:26Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012974402																										20888288										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-04T11:27:18Z			https://www.inaturalist.org/observations/20888288				© Steve Mech some rights reserved	Steve Mech												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/20888288	20888288		Steve Mech								wild																					2018-07-20T10:15:00-04:00	14:15:00Z						2018/07/20 10:15 AM EDT																ZA	Limpopo				Mopani, South Africa											-22.9471063889	31.2369513889																																					46471755				2019-03-02T20:55:55Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012974365																										20888264										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-04T11:25:20Z			https://www.inaturalist.org/observations/20888264				© Steve Mech some rights reserved	Steve Mech												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/20888264	20888264		Steve Mech								wild																					2018-07-20T12:17:00-04:00	16:17:00Z						2018/07/20 12:17 PM EDT																ZA	Limpopo				Mopani, South Africa											-22.9940030556	31.2618163889																																					46471716				2019-03-02T20:55:35Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012961718																										20850783										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-01T16:49:32Z			https://www.inaturalist.org/observations/20850783				© Carol McDougall some rights reserved	Carol McDougall												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/20850783	20850783		Carol McDougall								wild																					2019-03-01T09:03:00-08:00	17:03:00Z						2019/03/01 9:03 AM PST																ZM	Muchinga				Zambia											-11.9114239	32.2653887		61551																																			46375488				2019-03-01T13:53:29Z				42278								Aepyceros melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				species							
2012959283																										20844347										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-18T21:25:10Z			https://www.inaturalist.org/observations/20844347				© jorgejuanrueda some rights reserved	jorgejuanrueda												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30615m to protect threatened taxon			https://www.inaturalist.org/observations/20844347	20844347		jorgejuanrueda								wild									Aepyceros petersi												2014-07-30T22:07:00+02:00	20:07:00Z						2014/07/30 10:07 PM CEST																NA	Oshikoto				Omuthiyagwipundi, Etosha National Park, NA-OT, NA											-18.8203252933	16.5163839146		30615																																			46357073				2019-03-01T04:02:24Z				120012								Aepyceros melampus petersi								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012959238																										20844346										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-18T21:25:27Z			https://www.inaturalist.org/observations/20844346				© jorgejuanrueda some rights reserved	jorgejuanrueda												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30598m to protect threatened taxon			https://www.inaturalist.org/observations/20844346	20844346		jorgejuanrueda								wild									Aepyceros petersi												2014-07-30T22:06:00+02:00	20:06:00Z						2014/07/30 10:06 PM CEST																NA	Oshikoto				Omuthiyagwipundi, Etosha National Park, NA-OT, NA											-19.0480178063	16.558615991		30598																																			46357072				2019-03-01T04:02:24Z				120012								Aepyceros melampus petersi								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012959221																										20844341										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-18T21:26:01Z			https://www.inaturalist.org/observations/20844341				© jorgejuanrueda some rights reserved	jorgejuanrueda												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30598m to protect threatened taxon			https://www.inaturalist.org/observations/20844341	20844341		jorgejuanrueda								wild									Aepyceros petersi												2014-07-30T17:32:00+02:00	15:32:00Z						2014/07/30 5:32 PM CEST																NA	Oshikoto				Omuthiyagwipundi, Etosha National Park, NA-OT, NA											-19.1667588622	16.5852315757		30598																																			46357066				2019-03-01T04:02:21Z				120012								Aepyceros melampus petersi								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
2012959216																										20844340										http://creativecommons.org/licenses/by-nc/4.0/			2019-03-18T21:26:07Z			https://www.inaturalist.org/observations/20844340				© jorgejuanrueda some rights reserved	jorgejuanrueda												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30615m to protect threatened taxon			https://www.inaturalist.org/observations/20844340	20844340		jorgejuanrueda								wild									Aepyceros petersi												2014-07-29T17:31:00+02:00	15:31:00Z						2014/07/29 5:31 PM CEST																NA	Oshikoto				Oshikoto, NA											-18.8573431023	17.1683990969		30615																																			46357065				2019-03-01T04:02:20Z				120012								Aepyceros melampus petersi								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros				subspecies							
