,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,371698213,Tapirus bairdii,17.483,-92.046,POINT (-92.04600000000001 17.483),1,0.900042,93.0,31.0,1701.71,30.29,0.35,6.15,502.59,110376.0,110376.0,271.0,220.0,12.0,109.32,149.87,2848.15,169.68,144.33,666.5,1022.0,55.0,0.039438043,255.0,275.0,229.0,2613.0,449.0,82.0,52.0,1118.0,275.0,725.0,402.0,111.0,63.0,1861.0,343.0,169.0,174.0,263.0,252.0
1,1,665784982,Tapirus bairdii,15.266667000000002,-89.099998,POINT (-89.099998 15.266667),1,1.7801751,131.0,17.0,1573.0,52.55,0.24,4.25,497.35,110178.0,110178.0,274.0,221.0,12.0,105.22,144.55,2382.38,157.29,143.06,668.5,126.0,51.0,0.01944661,255.0,270.0,233.0,2066.0,315.0,52.0,56.0,857.0,161.0,528.0,268.0,94.0,67.0,1470.0,326.0,187.0,139.0,265.0,254.0
2,2,1211971728,Tapirus bairdii,8.585722,-83.469646,POINT (-83.469646 8.585722000000001),1,-3.4e+38,123.0,39.0,1733.43,39.56,0.59,2.45,1015.2,113364.0,113364.0,300.0,220.0,12.0,127.83,153.87,1334.15,160.55,132.57,692.5,222.0,52.0,-3.4e+38,262.0,273.0,253.0,4261.0,735.0,76.0,56.0,1809.0,279.0,748.0,1482.0,106.0,75.0,758.0,336.0,196.0,140.0,255.0,263.0
3,3,371698261,Tapirus bairdii,16.107,-90.951,POINT (-90.95100000000001 16.107),1,1.5984246,94.0,38.0,1717.34,38.57,0.43,4.5,628.7,110808.0,110808.0,288.0,218.0,12.0,119.11,155.52,2294.05,168.7,151.58,675.0,785.0,53.0,0.0068748086,256.0,272.0,235.0,3025.0,514.0,58.0,68.0,1404.0,197.0,670.0,311.0,113.0,70.0,1449.0,337.0,176.0,161.0,264.0,256.0
4,4,1836597722,Tapirus bairdii,8.515747,-83.528039,POINT (-83.52803900000001 8.515746999999999),1,5.108775,123.0,39.0,1736.46,49.09,0.58,2.4,972.04,111168.0,111168.0,296.0,213.0,12.0,128.01,154.53,1355.25,160.95,132.52,677.0,222.0,61.0,0.048379544,257.0,268.0,248.0,4161.0,734.0,59.0,60.0,1838.0,236.0,700.0,1448.0,109.0,76.0,749.0,333.0,190.0,143.0,250.0,259.0
5,5,1423171039,Tapirus bairdii,18.416667,-88.783333,POINT (-88.783333 18.416667),1,1.3001331,119.0,27.0,1616.13,46.24,-0.18,5.2,277.79,108522.0,108522.0,272.0,215.0,12.0,106.73,142.34,2456.1,156.89,147.59,653.0,316.0,74.0,0.0069001038,251.0,268.0,226.0,1333.0,210.0,34.0,59.0,567.0,112.0,510.0,166.0,104.0,64.0,1775.0,329.0,168.0,161.0,265.0,247.0
6,6,1894601823,Tapirus bairdii,18.429167,-88.701944,POINT (-88.701944 18.429167),1,0.14851351,119.0,27.0,1602.53,52.3,-0.15,5.0,294.17,108846.0,108846.0,273.0,217.0,12.0,106.28,140.91,2385.25,154.94,150.55,656.0,316.0,74.0,0.0017282813,252.0,268.0,227.0,1368.0,217.0,34.0,60.0,585.0,112.0,531.0,166.0,102.0,65.0,1734.0,327.0,171.0,156.0,266.0,247.0
7,7,1703211882,Tapirus bairdii,10.105679,-84.07632,POINT (-84.07632 10.105679),1,0.898171,69.0,57.0,1251.93,26.18,0.57,1.75,917.23,73854.0,73854.0,206.0,131.0,12.0,89.55,112.88,1024.68,113.1,106.38,421.5,644.0,47.0,0.10266801,171.0,176.0,163.0,2930.0,382.0,61.0,47.0,1074.0,250.0,766.0,655.0,89.0,80.0,523.0,227.0,117.0,110.0,172.0,172.0
8,8,1893329933,Tapirus bairdii,18.257939,-89.041622,POINT (-89.041622 18.257939),1,1.6521345,107.0,32.0,1632.7,48.73,-0.22,5.65,255.16,107964.0,107964.0,269.0,214.0,12.0,107.0,144.71,2563.55,164.07,149.06,648.5,920.0,74.0,0.0036731788,250.0,268.0,222.0,1277.0,204.0,33.0,58.0,514.0,108.0,339.0,160.0,107.0,63.0,1928.0,331.0,163.0,168.0,264.0,246.0
9,9,1898048883,Tapirus bairdii,18.61,-89.26527800000002,POINT (-89.26527800000001 18.61),1,1.0699106,114.0,24.0,1685.74,48.74,-0.32,6.15,208.07,106668.0,106668.0,269.0,208.0,12.0,109.1,148.42,2751.07,170.67,154.8,638.5,873.0,74.0,0.001977471,247.0,268.0,216.0,1139.0,193.0,27.0,58.0,462.0,100.0,314.0,137.0,116.0,63.0,2158.0,335.0,151.0,184.0,263.0,243.0
