,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1339344468,Pelea capreolus,-34.066311,20.479202,POINT (20.479202 -34.066311),1,2.744381,130.0,25.0,1409.79,60.7,-0.61,11.05,76.98,78822.0,78822.0,195.0,171.0,12.0,61.21,178.34,5004.63,179.95,97.45,435.0,81.0,61.0,0.011856417,182.0,230.0,132.0,554.0,65.0,32.0,19.0,164.0,109.0,114.0,148.0,133.0,53.0,3874.0,305.0,58.0,247.0,187.0,219.0
1,1,1839216509,Pelea capreolus,-33.216367,19.415421,POINT (19.415421 -33.216367),1,3.6532197,138.0,18.0,1226.04,82.19,-0.6,11.35,67.2,52704.0,52704.0,128.0,103.0,7.0,46.87,148.8,4884.27,162.98,45.61,256.0,82.0,64.0,0.050954074,122.0,174.0,70.0,485.0,82.0,10.0,62.0,228.0,48.0,50.0,219.0,136.0,53.0,4098.0,258.0,6.0,252.0,77.0,172.0
2,2,1838321572,Pelea capreolus,-33.680543,21.289594,POINT (21.289594 -33.680543),1,3.7274184,131.0,28.0,1436.18,78.21,-0.78,10.35,42.05,72216.0,72216.0,192.0,144.0,12.0,63.34,179.11,4938.69,164.12,133.96,395.0,39.0,74.0,0.011721182,167.0,211.0,120.0,313.0,37.0,21.0,17.0,91.0,68.0,75.0,74.0,151.0,58.0,3557.0,293.0,36.0,257.0,198.0,199.0
3,3,1838392183,Pelea capreolus,-33.624855,19.839561,POINT (19.839561 -33.624855),1,2.6335266,131.0,28.0,1245.62,75.04,-0.69,11.05,56.58,56502.0,56502.0,130.0,111.0,9.0,47.38,165.44,4917.61,165.44,47.38,280.0,39.0,76.0,0.04701147,130.0,179.0,81.0,390.0,55.0,14.0,43.0,155.0,50.0,50.0,155.0,134.0,55.0,3863.0,260.0,20.0,240.0,81.0,179.0
4,4,1831167424,Pelea capreolus,-34.002299,20.568257,POINT (20.568257 -34.002299),1,4.3749485,130.0,25.0,1412.46,62.26,-0.62,10.95,74.07,79164.0,79164.0,197.0,171.0,12.0,61.8,178.06,4967.44,179.8,97.82,438.0,81.0,61.0,0.009997443,183.0,231.0,133.0,533.0,64.0,31.0,20.0,159.0,104.0,109.0,142.0,134.0,54.0,3850.0,305.0,58.0,247.0,188.0,219.0
5,5,1848781149,Pelea capreolus,-34.170346,19.41668,POINT (19.41668 -34.170346),1,3.262825,143.0,13.0,1176.19,68.11,-0.45,8.85,114.52,65592.0,65592.0,157.0,137.0,12.0,48.74,151.26,4327.45,151.26,48.74,362.5,48.0,74.0,0.056271143,152.0,189.0,111.0,651.0,90.0,26.0,44.0,258.0,81.0,81.0,258.0,109.0,55.0,3049.0,252.0,55.0,197.0,111.0,189.0
6,6,1065352515,Pelea capreolus,-34.15,19.03333,POINT (19.03333 -34.15),1,3.9734259,131.0,28.0,1126.29,67.79,-0.1,9.2,181.48,63324.0,63324.0,147.0,138.0,12.0,45.1,147.67,4311.22,134.47,43.76,351.0,39.0,61.0,0.03104776,146.0,188.0,106.0,1011.0,152.0,31.0,56.0,438.0,99.0,104.0,437.0,102.0,52.0,3235.0,251.0,58.0,193.0,113.0,188.0
7,7,1836567958,Pelea capreolus,-28.489603,28.607887,POINT (28.607887 -28.489603),1,1.2893734,126.0,27.0,1264.12,31.73,-0.32,11.6,117.74,53838.0,53838.0,139.0,113.0,8.0,60.97,60.97,3704.29,146.64,148.02,243.0,70.0,64.0,0.032031756,124.0,171.0,67.0,863.0,138.0,12.0,60.0,375.0,48.0,365.0,48.0,141.0,54.0,4097.0,238.0,-20.0,258.0,165.0,67.0
8,8,1841273059,Pelea capreolus,-32.756327,19.241003,POINT (19.241003 -32.756327),1,1.7320014,125.0,14.0,1285.67,83.64,-0.63,11.55,63.9,56970.0,56970.0,138.0,113.0,9.0,49.44,155.07,5061.08,169.47,48.24,283.0,577.0,52.0,0.04324541,132.0,184.0,78.0,470.0,78.0,10.0,62.0,222.0,48.0,48.0,216.0,139.0,54.0,4189.0,269.0,13.0,256.0,85.0,183.0
9,9,1838051894,Pelea capreolus,-33.515978000000004,22.2925,POINT (22.2925 -33.515978),1,3.355648,132.0,26.0,1453.51,77.98,-0.78,11.6,41.01,72756.0,72756.0,181.0,144.0,12.0,60.28,186.83,5365.34,186.83,99.73,383.0,96.0,64.0,0.027702127,168.0,218.0,115.0,320.0,34.0,20.0,14.0,96.0,71.0,71.0,73.0,148.0,55.0,4076.0,303.0,34.0,269.0,172.0,218.0
