,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,665920000,Sus cebifrons,12.3333,123.516701,POINT (123.516701 12.3333),1,2.1612802,130.0,25.0,1480.53,36.65,0.31,2.75,695.44,118260.0,118260.0,292.0,245.0,12.0,100.63,126.23,1736.84,139.47,106.71,728.5,164.0,52.0,0.021876302,274.0,283.0,261.0,2155.0,266.0,43.0,42.0,784.0,204.0,529.0,533.0,75.0,72.0,877.0,328.0,225.0,103.0,270.0,268.0
1,1,665761716,Sus cebifrons,12.3333,123.483398,POINT (123.483398 12.3333),1,3.0174432,130.0,25.0,1463.62,33.12,0.35,2.8,739.62,116586.0,116586.0,288.0,242.0,12.0,99.57,124.66,1701.64,137.69,105.83,718.0,164.0,52.0,0.021377813,270.0,280.0,257.0,2267.0,274.0,45.0,43.0,812.0,207.0,580.0,534.0,74.0,72.0,869.0,324.0,222.0,102.0,266.0,265.0
2,2,665914365,Sus cebifrons,9.65,123.016701,POINT (123.016701 9.65),1,0.0979447,122.0,24.0,1508.27,46.15,0.32,1.85,723.08,110646.0,110646.0,287.0,223.0,12.0,111.36,133.08,1182.54,137.94,129.16,679.5,214.0,51.0,0.025429724,256.0,263.0,249.0,2206.0,308.0,61.0,44.0,801.0,215.0,452.0,361.0,83.0,81.0,521.0,310.0,208.0,102.0,254.0,256.0
3,3,665919988,Sus cebifrons,10.798745,122.968071,POINT (122.968071 10.798745),1,5.156805,131.0,25.0,1535.26,32.25,0.41,2.6,805.86,117270.0,117270.0,295.0,240.0,12.0,106.77,131.86,1632.88,145.63,112.92,726.0,0.0,53.0,0.002461117,271.0,281.0,262.0,2595.0,339.0,83.0,41.0,960.0,268.0,496.0,550.0,80.0,74.0,712.0,331.0,224.0,107.0,268.0,270.0
4,4,665761699,Sus cebifrons,9.5834,123.116699,POINT (123.116699 9.583399999999999),1,-3.4e+38,131.0,25.0,1568.48,37.86,0.18,2.05,620.6,118782.0,118782.0,303.0,242.0,12.0,113.29,136.51,1356.0,144.42,127.33,736.5,164.0,53.0,-3.4e+38,275.0,282.0,267.0,1906.0,254.0,61.0,40.0,659.0,211.0,369.0,343.0,82.0,80.0,556.0,330.0,228.0,102.0,274.0,274.0
5,5,1317708552,Sus cebifrons,9.25,123.18,POINT (123.18 9.25),1,2.0545433,105.0,28.0,1501.88,50.08,0.27,1.6,685.53,108522.0,108522.0,283.0,216.0,12.0,110.93,131.55,1125.33,136.28,129.28,664.0,479.0,54.0,0.082529634,251.0,257.0,246.0,2047.0,268.0,62.0,43.0,724.0,197.0,436.0,342.0,84.0,84.0,449.0,304.0,204.0,100.0,249.0,251.0
6,6,665919998,Sus cebifrons,9.25,123.166702,POINT (123.166702 9.25),1,2.0545433,105.0,28.0,1501.88,50.08,0.27,1.6,685.53,108522.0,108522.0,283.0,216.0,12.0,110.93,131.55,1125.33,136.28,129.28,664.0,479.0,54.0,0.082529634,251.0,257.0,246.0,2047.0,268.0,62.0,43.0,724.0,197.0,436.0,342.0,84.0,84.0,449.0,304.0,204.0,100.0,249.0,251.0
7,7,665919989,Sus cebifrons,9.4667,122.966698,POINT (122.966698 9.466699999999999),1,3.948046,122.0,24.0,1510.33,43.08,0.33,1.75,748.83,111726.0,111726.0,289.0,225.0,12.0,110.97,132.77,1203.38,138.23,130.0,686.5,214.0,51.0,0.008781293,258.0,265.0,252.0,2242.0,333.0,48.0,52.0,894.0,183.0,447.0,309.0,82.0,82.0,488.0,312.0,212.0,100.0,257.0,258.0
8,8,665766102,Sus cebifrons,9.367037,122.451393,POINT (122.451393 9.367037),1,-3.4e+38,-3.4e+38,-3.4e+38,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.4e+38,-3.4e+38,-3.4e+38,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
9,9,665919995,Sus cebifrons,9.2666,123.216599,POINT (123.216599 9.2666),1,1.4091107,105.0,28.0,1479.28,44.21,0.31,1.65,717.45,105912.0,105912.0,277.0,210.0,12.0,110.16,130.25,1076.98,134.16,126.17,646.5,479.0,54.0,0.09543696,245.0,251.0,240.0,2138.0,276.0,68.0,40.0,736.0,218.0,460.0,374.0,84.0,84.0,452.0,298.0,198.0,100.0,243.0,245.0
10,10,665919997,Sus cebifrons,9.2666,123.199997,POINT (123.199997 9.2666),1,1.4091107,105.0,28.0,1479.28,44.21,0.31,1.65,717.45,105912.0,105912.0,277.0,210.0,12.0,110.16,130.25,1076.98,134.16,126.17,646.5,479.0,54.0,0.09543696,245.0,251.0,240.0,2138.0,276.0,68.0,40.0,736.0,218.0,460.0,374.0,84.0,84.0,452.0,298.0,198.0,100.0,243.0,245.0
11,11,665761273,Sus cebifrons,12.3666,123.416603,POINT (123.416603 12.3666),1,3.6235652,130.0,25.0,1463.32,33.98,0.36,2.9,740.35,117108.0,117108.0,288.0,244.0,12.0,99.11,125.0,1737.93,137.93,105.46,721.0,164.0,52.0,0.0052970625,271.0,281.0,258.0,2270.0,281.0,47.0,43.0,814.0,203.0,584.0,521.0,74.0,72.0,895.0,325.0,223.0,102.0,267.0,266.0
12,12,665761849,Sus cebifrons,9.3834,122.716698,POINT (122.716698 9.3834),1,-3.4e+38,133.0,24.0,1536.07,53.72,0.38,1.85,833.43,116010.0,116010.0,297.0,235.0,12.0,111.82,122.12,1287.49,141.07,133.28,716.5,152.0,55.0,-3.4e+38,268.0,275.0,262.0,2479.0,414.0,22.0,72.0,1188.0,108.0,465.0,192.0,81.0,81.0,488.0,322.0,223.0,99.0,267.0,263.0
13,13,665919990,Sus cebifrons,9.3834,122.916702,POINT (122.916702 9.3834),1,4.6777186,122.0,24.0,1525.79,38.9,0.31,1.8,740.86,113958.0,113958.0,293.0,230.0,12.0,111.41,133.61,1252.98,140.05,132.11,703.0,214.0,51.0,0.03911527,264.0,270.0,258.0,2200.0,334.0,42.0,56.0,912.0,165.0,427.0,280.0,82.0,82.0,480.0,317.0,218.0,99.0,262.0,263.0
