,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1831159969,Tragulus napu,12.910344,99.656183,POINT (99.656183 12.910344),1,1.9689744,134.0,20.0,1536.46,52.84,-0.31,4.15,258.71,114876.0,114876.0,292.0,238.0,12.0,108.68,115.84,1492.69,143.74,125.4,702.5,163.0,71.0,0.007766786,266.0,281.0,246.0,1061.0,221.0,6.0,73.0,510.0,37.0,260.0,134.0,85.0,62.0,1346.0,330.0,193.0,137.0,268.0,247.0
1,1,665739473,Tragulus napu,4.41667,117.48333,POINT (117.48333 4.41667),1,3.5613678,96.0,34.0,1481.66,0.0,0.36,1.1,930.37,115218.0,115218.0,294.0,233.0,12.0,112.45,122.91,788.06,126.52,119.18,708.0,1106.0,50.0,0.0065659336,266.0,270.0,261.0,2317.0,219.0,143.0,12.0,640.0,471.0,591.0,537.0,75.0,90.0,335.0,310.0,227.0,83.0,265.0,265.0
2,2,686421676,Tragulus napu,4.5666699999999985,117.48333,POINT (117.48333 4.566669999999999),1,4.5892825,130.0,25.0,1470.74,0.0,0.36,1.0,937.12,113724.0,113724.0,291.0,229.0,12.0,111.24,121.96,787.86,126.11,118.18,698.0,159.0,47.0,0.0059654275,263.0,266.0,258.0,2303.0,214.0,147.0,11.0,630.0,481.0,582.0,547.0,75.0,91.0,306.0,306.0,224.0,82.0,262.0,262.0
3,3,1839267764,Tragulus napu,5.020364,117.747072,POINT (117.747072 5.020364),1,0.92434925,130.0,25.0,1453.24,0.0,0.39,1.1,920.69,109422.0,109422.0,281.0,219.0,12.0,108.48,120.39,895.07,125.93,109.16,667.0,159.0,47.0,0.038041916,253.0,256.0,249.0,2393.0,258.0,151.0,14.0,708.0,527.0,541.0,634.0,77.0,88.0,308.0,299.0,212.0,87.0,250.0,251.0
4,4,1901026091,Tragulus napu,5.023316,117.748504,POINT (117.748504 5.023316),1,0.92434925,130.0,25.0,1453.24,0.0,0.39,1.1,920.69,109422.0,109422.0,281.0,219.0,12.0,108.48,120.39,895.07,125.93,109.16,667.0,159.0,47.0,0.038041916,253.0,256.0,249.0,2393.0,258.0,151.0,14.0,708.0,527.0,541.0,634.0,77.0,88.0,308.0,299.0,212.0,87.0,250.0,251.0
5,5,1211792371,Tragulus napu,2.416667,103.833333,POINT (103.833333 2.416667),1,1.7941302,137.0,17.0,1541.51,1.83,0.46,2.0,920.93,114786.0,114786.0,285.0,228.0,12.0,109.66,139.2,1434.2,139.2,109.66,700.0,136.0,48.0,0.0008574857,265.0,273.0,257.0,2849.0,619.0,142.0,57.0,1340.0,446.0,446.0,1340.0,81.0,78.0,575.0,323.0,220.0,103.0,257.0,273.0
6,6,1262399658,Tragulus napu,3.8077,103.326,POINT (103.326 3.8077),1,2.417209,105.0,41.0,1596.61,0.0,0.45,2.2,919.55,114822.0,114822.0,289.0,228.0,12.0,116.37,138.82,1277.59,141.36,113.7,705.0,312.0,51.0,0.0013041904,266.0,273.0,255.0,2899.0,533.0,139.0,45.0,1196.0,458.0,520.0,1024.0,87.0,82.0,685.0,323.0,218.0,105.0,256.0,270.0
7,7,665742774,Tragulus napu,7.216667,117.23333,POINT (117.23333 7.216667),1,-3.4e+38,130.0,25.0,1509.5,13.42,0.33,1.75,798.31,116550.0,116550.0,296.0,238.0,12.0,111.39,134.46,1098.31,135.16,109.85,719.5,159.0,47.0,-3.4e+38,270.0,276.0,262.0,2255.0,428.0,77.0,52.0,1025.0,343.0,350.0,900.0,77.0,81.0,533.0,320.0,226.0,94.0,264.0,274.0
8,8,665844740,Tragulus napu,10.15,98.599999,POINT (98.599999 10.15),1,5.579982,131.0,23.0,1595.82,65.46,0.53,2.7,855.14,115614.0,115614.0,303.0,229.0,12.0,120.3,147.15,1697.75,155.63,124.35,712.0,144.0,49.0,0.011132619,267.0,279.0,258.0,3416.0,604.0,25.0,79.0,1722.0,99.0,544.0,265.0,90.0,67.0,765.0,338.0,205.0,133.0,266.0,268.0
9,9,1339822202,Tragulus napu,4.965772,117.689499,POINT (117.689499 4.965772),1,1.013436,130.0,25.0,1428.26,0.0,0.39,0.9,906.73,106002.0,106002.0,275.0,210.0,12.0,112.12,118.59,818.26,123.35,108.22,643.0,159.0,47.0,0.030304614,245.0,248.0,242.0,2323.0,238.0,157.0,11.0,667.0,519.0,551.0,600.0,77.0,89.0,240.0,290.0,204.0,86.0,243.0,244.0
10,10,665802812,Tragulus napu,5.83333,118.23333,POINT (118.23333 5.83333),1,5.6959376,96.0,34.0,1537.85,12.05,0.47,1.65,1021.38,116856.0,116856.0,293.0,235.0,12.0,108.91,133.99,1344.38,136.96,110.86,717.5,0.0,50.0,0.00039109334,270.0,275.0,263.0,2887.0,417.0,120.0,37.0,1120.0,446.0,459.0,1079.0,80.0,85.0,489.0,322.0,228.0,94.0,264.0,273.0
11,11,1839267848,Tragulus napu,5.021636,117.74585,POINT (117.74585 5.021636),1,0.92434925,130.0,25.0,1453.24,0.0,0.39,1.1,920.69,109422.0,109422.0,281.0,219.0,12.0,108.48,120.39,895.07,125.93,109.16,667.0,159.0,47.0,0.038041916,253.0,256.0,249.0,2393.0,258.0,151.0,14.0,708.0,527.0,541.0,634.0,77.0,88.0,308.0,299.0,212.0,87.0,250.0,251.0
12,12,665880689,Tragulus napu,1.83333,113.73333,POINT (113.73333 1.83333),1,5.247843,123.0,27.0,1500.91,0.0,0.64,0.9,1587.18,109674.0,109674.0,287.0,218.0,12.0,120.03,124.38,456.15,124.66,124.18,671.0,195.0,46.0,0.009624213,254.0,256.0,250.0,4172.0,424.0,237.0,15.0,1217.0,823.0,984.0,1132.0,81.0,92.0,239.0,299.0,211.0,88.0,253.0,254.0
13,13,1831159969,Tragulus napu,-0.9684365813700508,100.4565199510975,POINT (100.4565199510975 -0.9684365813700508),0,5.3836045,127.0,19.0,1560.24,0.0,0.52,0.8,1112.8,111168.0,111168.0,296.0,218.0,12.0,130.35,126.07,539.75,133.68,126.79,681.0,181.0,54.0,0.09014281,257.0,261.0,254.0,3228.0,375.0,183.0,25.0,1084.0,604.0,814.0,787.0,86.0,88.0,278.0,307.0,210.0,97.0,254.0,256.0
