,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1802772283,Damaliscus lunatus,-12.012969,30.209706,1,5.1698217,117.0,27.0,1616.74,82.41,-0.24,7.25,191.97,89442.0,89442.0,237.0,165.0,12.0,112.2,112.2,2091.29,158.27,140.16,519.5,572.0,55.0,0.00049145357,207.0,230.0,172.0,1222.0,284.0,0.0,115.0,832.0,0.0,416.0,0.0,124.0,57.0,2313.0,310.0,93.0,217.0,219.0,172.0
1,1807268340,Damaliscus lunatus,-1.832073,41.175101,1,4.9362607,143.0,27.0,1438.8,70.39,-0.53,3.2,220.66,116802.0,116802.0,292.0,254.0,12.0,116.11,126.72,666.82,126.83,115.09,720.0,113.0,55.0,0.0037884463,270.0,283.0,256.0,675.0,200.0,1.0,97.0,413.0,17.0,113.0,141.0,69.0,67.0,1053.0,318.0,216.0,102.0,271.0,280.0
2,1437747035,Damaliscus lunatus,-0.625709,30.979197999999997,1,3.9621158,121.0,20.0,1637.75,51.05,-0.47,1.2,207.17,88218.0,88218.0,262.0,146.0,12.0,128.22,133.46,713.79,144.55,133.64,517.0,496.0,48.0,0.003979085,204.0,208.0,199.0,875.0,138.0,14.0,49.0,321.0,83.0,210.0,107.0,123.0,85.0,363.0,273.0,129.0,144.0,205.0,200.0
3,1880625319,Damaliscus lunatus,-1.6818330000000001,35.261233000000004,1,5.8508186,142.0,15.0,1590.04,47.55,-0.41,2.7,202.72,79038.0,79038.0,231.0,127.0,12.0,117.9,127.26,1349.42,141.73,129.79,456.0,84.0,55.0,0.020973261,183.0,191.0,170.0,934.0,168.0,20.0,56.0,389.0,81.0,388.0,89.0,129.0,81.0,822.0,263.0,105.0,158.0,187.0,173.0
4,1562873730,Damaliscus lunatus,-6.879656,31.179564000000003,1,3.6934903,140.0,17.0,1830.87,60.65,-0.47,4.1,189.91,112626.0,112626.0,306.0,218.0,12.0,138.94,138.94,1264.48,164.89,158.25,687.0,84.0,58.0,0.00082839956,261.0,273.0,243.0,964.0,203.0,0.0,94.0,510.0,0.0,345.0,0.0,118.0,69.0,1175.0,339.0,169.0,170.0,266.0,243.0
5,1024221900,Damaliscus lunatus,-1.4776479999999999,35.126996999999996,1,5.951571,162.0,60.0,1714.11,46.39,-0.41,2.45,209.42,85770.0,85770.0,252.0,137.0,12.0,127.83,136.89,1284.16,156.0,141.95,502.5,219.0,68.0,0.0028981275,198.0,207.0,187.0,1007.0,164.0,27.0,45.0,393.0,118.0,299.0,127.0,138.0,84.0,751.0,282.0,118.0,164.0,203.0,189.0
6,1233594635,Damaliscus lunatus,-1.389634,35.016174,1,3.3230097,142.0,15.0,1716.75,41.66,-0.36,2.3,228.53,85338.0,85338.0,252.0,135.0,12.0,127.92,136.81,1265.19,156.23,142.44,500.0,84.0,55.0,0.0035858736,197.0,206.0,186.0,1092.0,173.0,32.0,42.0,417.0,141.0,308.0,149.0,139.0,85.0,734.0,281.0,118.0,163.0,202.0,188.0
7,1024214125,Damaliscus lunatus,-1.272708,34.988769,1,1.9639423,146.0,52.0,1658.27,34.06,-0.25,2.25,263.01,80892.0,80892.0,241.0,125.0,12.0,123.48,131.73,1229.42,151.61,138.28,469.5,127.0,68.0,0.033839293,187.0,195.0,177.0,1245.0,192.0,38.0,40.0,467.0,174.0,338.0,179.0,137.0,84.0,700.0,271.0,109.0,162.0,192.0,178.0
8,1880470156,Damaliscus lunatus,-0.625467,30.972757,1,3.9621158,121.0,20.0,1637.75,51.05,-0.47,1.2,207.17,88218.0,88218.0,262.0,146.0,12.0,128.22,133.46,713.79,144.55,133.64,517.0,496.0,48.0,0.003979085,204.0,208.0,199.0,875.0,138.0,14.0,49.0,321.0,83.0,210.0,107.0,123.0,85.0,363.0,273.0,129.0,144.0,205.0,200.0
9,1898819789,Damaliscus lunatus,-1.275113,35.069003,1,4.465887,142.0,15.0,1729.58,40.15,-0.35,2.3,231.22,85248.0,85248.0,253.0,134.0,12.0,129.08,137.72,1254.36,157.32,143.92,499.0,84.0,55.0,0.002446111,197.0,206.0,187.0,1125.0,176.0,35.0,41.0,425.0,152.0,309.0,160.0,142.0,85.0,708.0,282.0,116.0,166.0,202.0,188.0
10,1338555022,Damaliscus lunatus,-0.612133,29.659996000000003,1,6.277165,139.0,44.0,1762.17,42.46,-0.42,0.75,253.45,99720.0,99720.0,286.0,171.0,12.0,145.81,139.38,703.83,155.14,148.68,598.5,171.0,71.0,0.00447668,231.0,234.0,228.0,1014.0,121.0,35.0,34.0,348.0,174.0,189.0,312.0,124.0,91.0,262.0,299.0,164.0,135.0,229.0,229.0
11,1562871477,Damaliscus lunatus,-6.881991,31.173706,1,3.6934903,140.0,17.0,1830.87,60.65,-0.47,4.1,189.91,112626.0,112626.0,306.0,218.0,12.0,138.94,138.94,1264.48,164.89,158.25,687.0,84.0,58.0,0.00082839956,261.0,273.0,243.0,964.0,203.0,0.0,94.0,510.0,0.0,345.0,0.0,118.0,69.0,1175.0,339.0,169.0,170.0,266.0,243.0
12,1880655368,Damaliscus lunatus,-1.523083,35.109747,1,3.5509422,123.0,29.0,1688.34,46.57,-0.41,2.55,208.99,85032.0,85032.0,248.0,137.0,12.0,125.53,134.78,1315.76,153.97,139.23,497.5,206.0,57.0,0.002099789,197.0,205.0,185.0,992.0,164.0,25.0,47.0,391.0,111.0,302.0,118.0,135.0,83.0,757.0,279.0,117.0,162.0,202.0,187.0
