,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1527982130,Muntiacus reevesi,52.31383,1.73982,POINT (1.73982 52.31383),1,-3.4e+38,132.0,17.0,610.81,41.57,-0.04,12.7,108.27,42714.0,33285.0,63.0,126.0,6.0,12.47,34.5,3626.69,84.91,18.9,173.0,115.0,56.0,-3.4e+38,99.0,157.0,42.0,587.0,63.0,36.0,17.0,176.0,115.0,162.0,140.0,63.0,32.0,4576.0,202.0,11.0,191.0,80.0,59.0
1,1,1561801217,Muntiacus reevesi,52.78609,-1.66041,POINT (-1.66041 52.78609),1,5.0846133,119.0,30.0,667.22,37.11,0.04,13.15,120.48,41508.0,28066.5,61.0,120.0,6.0,12.56,39.67,4093.2,108.59,11.22,163.0,281.0,60.0,0.008280395,96.0,157.0,37.0,698.0,68.0,49.0,10.0,194.0,153.0,177.0,180.0,74.0,36.0,4719.0,210.0,6.0,204.0,46.0,59.0
2,2,1558971317,Muntiacus reevesi,52.00482,-3.75688,POINT (-3.75688 52.00482),1,3.4084375,80.0,27.0,586.84,15.2,0.56,12.15,262.18,39654.0,26703.0,57.0,121.0,5.0,12.19,93.56,3468.73,92.92,11.02,157.0,1232.0,46.0,0.025926866,91.0,149.0,37.0,1336.0,164.0,77.0,25.0,456.0,238.0,263.0,410.0,60.0,33.0,4427.0,189.0,9.0,180.0,46.0,136.0
3,3,1545511909,Muntiacus reevesi,51.71149000000001,0.57287,POINT (0.57287 51.71149),1,2.1287687,141.0,18.0,679.9,49.33,-0.17,13.7,94.7,42606.0,28849.5,61.0,125.0,6.0,13.44,39.89,4071.07,109.85,38.94,163.0,122.0,59.0,0.00076863356,98.0,161.0,38.0,565.0,55.0,34.0,13.0,161.0,116.0,145.0,136.0,74.0,35.0,4854.0,214.0,4.0,210.0,105.0,62.0
4,4,1536717343,Muntiacus reevesi,51.95694,1.01122,POINT (1.01122 51.95694),1,3.0569978,133.0,14.0,654.39,48.24,-0.16,13.7,93.91,42768.0,28917.0,60.0,127.0,6.0,13.08,37.87,3920.72,106.03,37.7,163.0,360.0,54.0,0.00051734055,99.0,161.0,39.0,552.0,56.0,34.0,14.0,162.0,111.0,145.0,128.0,69.0,33.0,4845.0,211.0,4.0,207.0,108.0,61.0
5,5,1531391537,Muntiacus reevesi,52.77974,1.18639,POINT (1.18639 52.77974),1,1.5881803,136.0,17.0,631.92,39.66,0.01,13.85,110.39,44496.0,29983.5,61.0,134.0,6.0,12.23,35.63,3856.24,103.41,18.24,172.0,204.0,62.0,0.004682299,103.0,167.0,41.0,640.0,66.0,42.0,13.0,184.0,133.0,165.0,159.0,65.0,31.0,4954.0,212.0,8.0,204.0,75.0,66.0
6,6,1529553727,Muntiacus reevesi,53.08827,-1.03093,POINT (-1.03093 53.08826999999999),1,3.7396367,119.0,30.0,661.46,39.83,-0.01,13.75,110.2,41238.0,28080.0,57.0,123.0,6.0,11.98,39.08,4110.82,108.43,10.71,155.0,281.0,60.0,0.0011161829,95.0,159.0,35.0,654.0,60.0,46.0,7.0,176.0,148.0,168.0,162.0,73.0,34.0,4864.0,212.0,3.0,209.0,43.0,59.0
7,7,1558899920,Muntiacus reevesi,51.9075,-0.3013,POINT (-0.3013 51.9075),1,1.5633045,112.0,23.0,693.53,43.73,-0.06,14.15,105.72,42084.0,28755.0,60.0,125.0,6.0,13.18,40.18,4223.92,113.18,20.05,158.0,580.0,62.0,0.0036214737,97.0,163.0,34.0,655.0,64.0,42.0,10.0,183.0,145.0,159.0,166.0,77.0,35.0,5027.0,219.0,1.0,218.0,69.0,59.0
8,8,1886969416,Muntiacus reevesi,52.22355,-2.52111,POINT (-2.52111 52.22355),1,1.8293927,132.0,20.0,637.04,37.44,0.14,12.65,134.52,38826.0,26379.0,56.0,114.0,5.0,12.58,38.58,3842.74,102.44,11.3,149.0,204.0,59.0,0.0050925286,90.0,149.0,33.0,743.0,75.0,51.0,13.0,217.0,159.0,175.0,198.0,70.0,35.0,4576.0,198.0,3.0,195.0,42.0,54.0
9,9,1532324150,Muntiacus reevesi,52.4207,1.16042,POINT (1.16042 52.4207),1,2.6440449,126.0,26.0,633.37,41.99,-0.03,13.7,105.8,41904.0,28485.0,56.0,125.0,6.0,12.37,36.05,3827.15,102.96,18.66,154.0,232.0,55.0,0.001852464,97.0,159.0,36.0,615.0,62.0,40.0,13.0,176.0,129.0,159.0,152.0,67.0,32.0,4851.0,206.0,1.0,205.0,72.0,60.0
10,10,1534721941,Muntiacus reevesi,52.17749,0.8213,POINT (0.8213 52.17749),1,0.28838485,133.0,14.0,650.25,45.2,-0.11,13.9,96.38,40320.0,27661.5,53.0,120.0,6.0,12.65,37.58,3923.58,105.64,19.14,141.0,360.0,54.0,0.0020092786,93.0,155.0,31.0,576.0,56.0,33.0,12.0,160.0,121.0,153.0,134.0,72.0,34.0,4854.0,206.0,-5.0,211.0,67.0,57.0
11,11,1555750259,Muntiacus reevesi,51.57105,-0.7821600000000001,POINT (-0.7821600000000001 51.57105),1,2.8068864,129.0,19.0,703.94,42.91,-0.03,14.7,106.82,42588.0,29308.5,57.0,127.0,6.0,13.6,41.18,4271.61,114.09,12.48,153.0,238.0,60.0,0.009105615,98.0,164.0,32.0,680.0,68.0,41.0,13.0,196.0,144.0,163.0,172.0,77.0,34.0,5153.0,222.0,-2.0,224.0,41.0,61.0
