,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1901053495,Tragelaphus spekii,-1.073912,29.762897,1,0.6396707,96.0,19.0,1407.7,34.75,-0.08,0.85,343.77,69084.0,69084.0,213.0,102.0,12.0,107.61,111.65,730.78,125.16,121.84,385.5,698.0,59.0,0.0078115575,160.0,161.0,156.0,1292.0,179.0,30.0,38.0,426.0,156.0,329.0,184.0,116.0,89.0,243.0,224.0,94.0,130.0,161.0,157.0
1,1805384470,Tragelaphus spekii,2.9436970000000002,16.353536,1,5.434627,125.0,32.0,1701.64,40.96,-0.05,1.65,400.71,106452.0,106452.0,286.0,195.0,12.0,131.17,148.99,1120.66,157.05,136.36,638.5,183.0,42.0,0.010465186,246.0,253.0,240.0,1624.0,217.0,33.0,43.0,602.0,137.0,324.0,542.0,108.0,79.0,550.0,316.0,180.0,136.0,242.0,246.0
2,1438004381,Tragelaphus spekii,6.8533,2.4559,1,4.6558714,134.0,20.0,1682.22,51.42,-0.34,4.05,282.85,119412.0,119412.0,291.0,244.0,12.0,124.15,147.57,1305.43,157.46,143.1,736.5,129.0,64.0,0.008645206,276.0,292.0,258.0,1109.0,191.0,6.0,64.0,492.0,47.0,235.0,327.0,94.0,72.0,1306.0,349.0,219.0,130.0,278.0,285.0
3,1640064242,Tragelaphus spekii,6.896038000000001,2.530145,1,4.833237,125.0,11.0,1685.46,55.05,-0.32,4.1,284.19,117576.0,117576.0,287.0,239.0,12.0,124.14,148.58,1318.94,157.6,143.09,723.0,75.0,57.0,0.0029256786,272.0,288.0,253.0,1147.0,186.0,6.0,62.0,499.0,51.0,253.0,338.0,96.0,71.0,1331.0,347.0,213.0,134.0,273.0,282.0
4,1880499779,Tragelaphus spekii,2.324467,15.720576999999999,1,6.208605,127.0,22.0,1670.85,40.42,-0.03,1.7,417.54,106020.0,106020.0,280.0,196.0,12.0,128.83,144.45,1105.47,154.3,138.22,634.0,148.0,42.0,0.01664897,245.0,253.0,238.0,1617.0,225.0,46.0,40.0,588.0,183.0,374.0,470.0,104.0,80.0,589.0,312.0,182.0,130.0,243.0,245.0
5,1436969699,Tragelaphus spekii,-8.366667,29.633333,1,1.9809217,138.0,21.0,1714.97,73.13,-0.39,4.25,201.95,103518.0,103518.0,287.0,197.0,12.0,133.44,133.44,1230.89,159.05,143.47,621.5,102.0,48.0,0.011703157,239.0,252.0,221.0,1047.0,208.0,0.0,92.0,568.0,0.0,178.0,0.0,116.0,66.0,1215.0,318.0,143.0,175.0,243.0,221.0
6,1668873002,Tragelaphus spekii,6.83908,2.439182,1,4.6558714,134.0,20.0,1682.22,51.42,-0.34,4.05,282.85,119412.0,119412.0,291.0,244.0,12.0,124.15,147.57,1305.43,157.46,143.1,736.5,129.0,64.0,0.008645206,276.0,292.0,258.0,1109.0,191.0,6.0,64.0,492.0,47.0,235.0,327.0,94.0,72.0,1306.0,349.0,219.0,130.0,278.0,285.0
7,911503249,Tragelaphus spekii,2.570434,15.800044,1,2.32937,111.0,25.0,1670.85,41.23,-0.03,1.75,413.52,104940.0,104940.0,278.0,193.0,12.0,128.45,144.81,1113.41,154.43,134.49,627.5,1081.0,41.0,0.0038652183,243.0,250.0,235.0,1625.0,223.0,41.0,40.0,589.0,168.0,367.0,488.0,106.0,80.0,598.0,311.0,179.0,132.0,237.0,242.0
8,1807318228,Tragelaphus spekii,6.877716,2.4081240000000004,1,1.6695282,134.0,20.0,1680.02,47.95,-0.36,4.0,278.31,119754.0,119754.0,292.0,245.0,12.0,124.11,146.87,1281.72,157.0,143.09,739.0,129.0,64.0,0.009082753,277.0,293.0,259.0,1083.0,188.0,6.0,63.0,481.0,47.0,231.0,316.0,93.0,72.0,1305.0,349.0,220.0,129.0,279.0,286.0
9,1807269238,Tragelaphus spekii,1.098154,35.121403,1,3.574542,119.0,61.0,1756.54,54.78,-0.4,2.1,196.02,77202.0,77202.0,242.0,102.0,12.0,133.03,152.23,1107.43,160.59,133.55,445.0,169.0,49.0,0.019335683,179.0,188.0,171.0,1058.0,159.0,22.0,50.0,405.0,98.0,242.0,386.0,162.0,87.0,664.0,278.0,93.0,185.0,174.0,181.0
