,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1425141304,Hippotragus equinus,11.6699,2.6749,POINT (2.6749 11.6699),1,2.0374885,146.0,20.0,1978.63,82.84,-0.58,7.35,125.04,122022.0,122022.0,336.0,261.0,12.0,157.41,160.77,1956.46,189.81,142.77,770.5,143.0,55.0,0.0013869003,282.0,318.0,258.0,840.0,238.0,0.0,114.0,574.0,0.0,103.0,2.0,132.0,59.0,2377.0,392.0,169.0,223.0,266.0,264.0
1,1,1425113078,Hippotragus equinus,11.42666,1.57679,POINT (1.57679 11.42666),1,4.41766,139.0,20.0,2009.27,81.85,-0.56,5.85,137.92,123426.0,123426.0,306.0,256.0,12.0,142.6,168.28,1982.41,190.46,142.6,743.5,110.0,71.0,0.0029888172,286.0,315.0,267.0,879.0,230.0,0.0,110.0,592.0,1.0,121.0,592.0,134.0,63.0,1948.0,394.0,183.0,211.0,267.0,276.0
2,2,1291851814,Hippotragus equinus,11.243179,1.603764,POINT (1.603764 11.243179),1,4.8467026,148.0,13.0,1985.02,79.74,-0.53,5.65,150.71,121608.0,121608.0,301.0,250.0,12.0,140.2,167.84,1974.63,187.18,140.2,731.5,108.0,55.0,0.0026338832,281.0,309.0,262.0,937.0,237.0,0.0,107.0,620.0,3.0,136.0,620.0,133.0,64.0,1839.0,389.0,183.0,206.0,262.0,275.0
3,3,1425220479,Hippotragus equinus,11.79277,2.934206,POINT (2.934206 11.79277),1,1.4739317,139.0,50.0,1981.88,83.49,-0.58,7.6,122.79,123642.0,123642.0,336.0,265.0,12.0,156.72,159.52,1957.1,190.84,143.68,781.0,120.0,54.0,0.001963715,286.0,322.0,261.0,826.0,235.0,0.0,117.0,570.0,0.0,97.0,2.0,130.0,58.0,2422.0,396.0,173.0,223.0,269.0,266.0
4,4,1425141265,Hippotragus equinus,12.0326,3.0591,POINT (3.0591 12.0326),1,2.7708855,139.0,50.0,1986.85,79.3,-0.64,7.85,106.27,124236.0,124236.0,333.0,265.0,12.0,154.78,157.18,1993.72,192.7,145.32,783.5,120.0,54.0,0.004715522,287.0,324.0,262.0,722.0,205.0,0.0,118.0,509.0,0.0,75.0,1.0,130.0,57.0,2448.0,400.0,175.0,225.0,271.0,266.0
5,5,1425143067,Hippotragus equinus,11.90213,2.57597,POINT (2.57597 11.90213),1,1.5279847,132.0,21.0,1985.8,84.25,-0.6,7.4,118.24,122130.0,122130.0,335.0,259.0,12.0,156.93,159.81,1994.24,191.66,143.36,771.0,196.0,59.0,0.0019017737,283.0,318.0,259.0,798.0,228.0,0.0,116.0,553.0,0.0,92.0,2.0,133.0,59.0,2355.0,393.0,169.0,224.0,267.0,263.0
6,6,1901044361,Hippotragus equinus,11.43472,1.73042,POINT (1.73042 11.43472),1,2.9946094,138.0,32.0,2002.68,81.46,-0.55,5.9,138.74,122850.0,122850.0,305.0,255.0,12.0,142.6,166.86,1977.06,190.19,142.6,738.0,147.0,59.0,0.0024409818,284.0,314.0,266.0,892.0,234.0,0.0,110.0,600.0,2.0,122.0,600.0,134.0,62.0,1972.0,393.0,180.0,213.0,266.0,273.0
7,7,1425143170,Hippotragus equinus,11.58812,2.81156,POINT (2.81156 11.58812),1,1.2347757,146.0,20.0,1976.56,82.01,-0.56,7.35,127.57,122148.0,122148.0,337.0,262.0,12.0,158.04,161.4,1961.07,189.39,141.92,771.5,143.0,55.0,0.002797581,282.0,319.0,259.0,861.0,242.0,0.0,114.0,582.0,0.0,109.0,2.0,132.0,58.0,2376.0,393.0,169.0,224.0,265.0,265.0
8,8,1425142195,Hippotragus equinus,11.7197,2.8149,POINT (2.8149 11.7197),1,0.3720192,146.0,20.0,1975.0,82.68,-0.57,7.45,125.34,122040.0,122040.0,335.0,261.0,12.0,156.89,159.98,1960.93,189.8,142.45,770.5,143.0,55.0,0.0011358063,282.0,318.0,259.0,842.0,238.0,0.0,114.0,574.0,0.0,103.0,2.0,132.0,59.0,2373.0,392.0,169.0,223.0,266.0,264.0
9,9,1425142230,Hippotragus equinus,11.7049,2.6967,POINT (2.6967 11.7049),1,2.0374885,146.0,20.0,1978.63,82.84,-0.58,7.35,125.04,122022.0,122022.0,336.0,261.0,12.0,157.41,160.77,1956.46,189.81,142.77,770.5,143.0,55.0,0.0013869003,282.0,318.0,258.0,840.0,238.0,0.0,114.0,574.0,0.0,103.0,2.0,132.0,59.0,2377.0,392.0,169.0,223.0,266.0,264.0
