,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species
18909,852162,1676809439,,HUMAN_OBSERVATION,2007-11-05T00:00:00Z,28.854628,34.142452,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
18924,852177,1676809576,,HUMAN_OBSERVATION,1971-08-15T00:00:00Z,36.403884999999995,10.601357,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
19707,852960,1676817977,,HUMAN_OBSERVATION,2017-10-02T00:00:00Z,-4.245608,39.602409,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
22326,855579,1584425170,,HUMAN_OBSERVATION,2016-11-11T11:43:00Z,34.744599,50.893135,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23071,856324,1666868556,,HUMAN_OBSERVATION,2014-09-08T00:00:00Z,-25.904329999999998,138.66635,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23108,856361,1666878733,,HUMAN_OBSERVATION,2014-04-23T00:00:00Z,-23.715320000000002,142.61616,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23147,856400,1666896728,,HUMAN_OBSERVATION,2014-10-09T00:00:00Z,-28.25487,151.02988,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23203,856456,1666910473,,HUMAN_OBSERVATION,2016-03-01T00:00:00Z,-23.916999999999998,138.6618,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23204,856457,1666910476,,HUMAN_OBSERVATION,2016-03-23T00:00:00Z,-25.39087,142.61341000000002,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
23377,856630,1666956107,,HUMAN_OBSERVATION,2017-08-15T00:00:00Z,-28.25852,151.07117,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
52485,885738,1654719829,,HUMAN_OBSERVATION,1994-08-30T00:00:00Z,-24.279603,138.705633,e4473544-f4cd-4429-b791-39d6e1fdb0a4,0,Camelus dromedarius,105121,9055455,Camelus dromedarius
