,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species
236692,1069945,1133505149,,FOSSIL_SPECIMEN,1997-07-27T00:00:00Z,42.78,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
236697,1069950,1133505169,,FOSSIL_SPECIMEN,1997-07-27T00:00:00Z,42.78,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
236707,1069960,1133505191,,FOSSIL_SPECIMEN,1997-07-27T00:00:00Z,42.78,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237063,1070316,1133514342,,FOSSIL_SPECIMEN,1998-06-19T00:00:00Z,42.81,-103.51,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237710,1070963,1133521287,,FOSSIL_SPECIMEN,1999-06-25T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237726,1070979,1133521319,,FOSSIL_SPECIMEN,1999-06-25T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237784,1071037,1133521449,,FOSSIL_SPECIMEN,1999-07-10T00:00:00Z,42.78,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237864,1071117,1133521753,,FOSSIL_SPECIMEN,1999-06-22T00:00:00Z,42.8,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237868,1071121,1133521768,,FOSSIL_SPECIMEN,1999-06-22T00:00:00Z,42.8,-103.58,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
237999,1071252,1133522477,,FOSSIL_SPECIMEN,2000-06-22T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238009,1071262,1133522490,,FOSSIL_SPECIMEN,2000-06-22T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238019,1071272,1133522506,,FOSSIL_SPECIMEN,2000-06-20T00:00:00Z,42.8,-103.52,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238025,1071278,1133522518,,FOSSIL_SPECIMEN,2000-07-12T00:00:00Z,42.8,-103.52,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238028,1071281,1133522524,,FOSSIL_SPECIMEN,2000-06-22T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238030,1071283,1133522527,,FOSSIL_SPECIMEN,2000-06-22T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238032,1071285,1133522534,,FOSSIL_SPECIMEN,2000-07-12T00:00:00Z,42.8,-103.52,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238056,1071309,1133523292,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238078,1071331,1133523329,,FOSSIL_SPECIMEN,2001-07-08T00:00:00Z,42.87,-103.6,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238104,1071357,1133523375,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.85,-103.61,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238159,1071412,1133523851,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.84,-103.6,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238172,1071425,1133523879,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.84,-103.6,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238174,1071427,1133523885,,FOSSIL_SPECIMEN,2001-06-26T00:00:00Z,42.81,-103.51,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238176,1071429,1133523889,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.84,-103.6,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
238194,1071447,1133523918,,FOSSIL_SPECIMEN,2001-06-21T00:00:00Z,42.84,-103.6,2fba9985-ac30-46cb-99bf-91ccde0d8d2f,0,Hypisodus minimus,107233,4970533,Leptauchenia minima
