,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent
0,1933562620,Budorcas taxicolor,32.553151,104.91042,POINT (104.91042 32.553151),1
1,1919825140,Budorcas taxicolor,27.75,97.8333,POINT (97.83329999999999 27.75),1
2,1883503753,Budorcas taxicolor,27.463084999999996,89.609912,POINT (89.60991199999999 27.463085),1
3,1841299899,Budorcas taxicolor,27.445760999999997,89.67792800000001,POINT (89.67792800000001 27.445761),1
4,1698836189,Budorcas taxicolor,33.134167,110.217781,POINT (110.217781 33.134167),1
5,1571070720,Budorcas taxicolor,27.659956,89.631744,POINT (89.631744 27.659956),1
6,1500299185,Budorcas taxicolor,27.502781,90.514237,POINT (90.51423699999999 27.502781),1
7,1338182703,Budorcas taxicolor,27.469288,89.639679,POINT (89.639679 27.469288),1
8,1315082735,Budorcas taxicolor,32.568005,104.624276,POINT (104.624276 32.568005),1
9,1211831878,Budorcas taxicolor,31.466666999999998,103.583333,POINT (103.583333 31.466667),1
10,665915245,Budorcas taxicolor,31.333334000000004,103.75,POINT (103.75 31.333334),1
11,665914639,Budorcas taxicolor,33.73542,107.38333100000001,POINT (107.383331 33.73542),1
12,665914638,Budorcas taxicolor,33.807961,107.38333100000001,POINT (107.383331 33.807961),1
13,665811723,Budorcas taxicolor,29.116667,103.166664,POINT (103.166664 29.116667),1
14,665806632,Budorcas taxicolor,30.333334000000004,102.5,POINT (102.5 30.333334),1
15,665800438,Budorcas taxicolor,19.41667,80.066673,POINT (80.06667299999999 19.41667),1
16,583463555,Budorcas taxicolor,29.433329999999998,102.25,POINT (102.25 29.43333),1
17,476866627,Budorcas taxicolor,29.317493,121.168295,POINT (121.168295 29.317493),1
18,476848830,Budorcas taxicolor,33.273889000000004,108.076944,POINT (108.076944 33.273889),1
19,476848293,Budorcas taxicolor,28.25,96.0,POINT (96 28.25),1
20,1933562620,Budorcas taxicolor,35.173450361777356,96.46256311715057,POINT (96.46256311715057 35.17345036177736),0
21,1919825140,Budorcas taxicolor,21.02076611146384,86.62482429443439,POINT (86.62482429443439 21.02076611146384),0
22,1883503753,Budorcas taxicolor,28.632599729014828,99.88576930964248,POINT (99.88576930964248 28.63259972901483),0
23,1841299899,Budorcas taxicolor,27.18262718652256,110.73182708318564,POINT (110.7318270831856 27.18262718652256),0
24,1698836189,Budorcas taxicolor,34.588725952638754,105.35005806655509,POINT (105.3500580665551 34.58872595263875),0
25,1571070720,Budorcas taxicolor,26.795601583191896,111.00891655364266,POINT (111.0089165536427 26.7956015831919),0
26,1500299185,Budorcas taxicolor,32.076722737377374,116.15573410219608,POINT (116.1557341021961 32.07672273737737),0
27,1338182703,Budorcas taxicolor,31.522378283733573,101.43611692736562,POINT (101.4361169273656 31.52237828373357),0
28,1315082735,Budorcas taxicolor,24.960894857617884,125.4381894830428,POINT (125.4381894830428 24.96089485761788),0
29,1211831878,Budorcas taxicolor,35.35439055668637,110.98205189634888,POINT (110.9820518963489 35.35439055668637),0
30,665915245,Budorcas taxicolor,33.93670313005322,114.3663714678431,POINT (114.3663714678431 33.93670313005322),0
31,665914639,Budorcas taxicolor,16.697265832239026,80.85280829896193,POINT (80.85280829896193 16.69726583223903),0
32,665914638,Budorcas taxicolor,36.667328559647835,97.18481238510127,POINT (97.18481238510127 36.66732855964784),0
33,665811723,Budorcas taxicolor,26.1265258545598,103.37270758345407,POINT (103.3727075834541 26.1265258545598),0
34,665806632,Budorcas taxicolor,23.8507353212889,92.24215575531113,POINT (92.24215575531113 23.8507353212889),0
35,665800438,Budorcas taxicolor,37.1419845208314,111.14686085533135,POINT (111.1468608553314 37.1419845208314),0
36,583463555,Budorcas taxicolor,37.513189110171055,109.02171051680907,POINT (109.0217105168091 37.51318911017106),0
37,476866627,Budorcas taxicolor,18.999935861626838,85.13210223890479,POINT (85.13210223890479 18.99993586162684),0
38,476848830,Budorcas taxicolor,24.147100067450467,86.61286804337598,POINT (86.61286804337598 24.14710006745047),0
39,476848293,Budorcas taxicolor,34.93530695984616,116.10778493915969,POINT (116.1077849391597 34.93530695984616),0
