,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent
0,1837743933,Pseudois nayaur,33.589042,78.11105,POINT (78.11105000000001 33.589042),1
1,1839211257,Pseudois nayaur,35.640194,93.55353000000001,POINT (93.55353000000001 35.640194),1
2,923158065,Pseudois nayaur,31.969057,96.498413,POINT (96.498413 31.969057),1
3,1677291631,Pseudois nayaur,34.083069,77.416686,POINT (77.416686 34.083069),1
4,1891292935,Pseudois nayaur,33.871392,77.636108,POINT (77.63610799999999 33.871392),1
5,1677292161,Pseudois nayaur,34.088181,77.614042,POINT (77.614042 34.088181),1
6,923155976,Pseudois nayaur,32.639374,96.685181,POINT (96.685181 32.639374),1
7,910492341,Pseudois nayaur,33.961586,77.541504,POINT (77.541504 33.961586),1
8,1668813726,Pseudois nayaur,29.33147,83.13229,POINT (83.13229 29.33147),1
9,1880640620,Pseudois nayaur,27.410590000000003,89.183888,POINT (89.183888 27.41059),1
10,1677291574,Pseudois nayaur,33.267653,78.473747,POINT (78.473747 33.267653),1
11,1836577939,Pseudois nayaur,27.954303000000003,89.505356,POINT (89.50535600000001 27.954303),1
12,1891355631,Pseudois nayaur,28.873539,87.75878900000001,POINT (87.75878900000001 28.873539),1
13,1668823306,Pseudois nayaur,28.162060999999998,86.84362800000001,POINT (86.84362800000001 28.162061),1
14,1677291700,Pseudois nayaur,34.057853,77.422503,POINT (77.42250300000001 34.057853),1
15,665914747,Pseudois nayaur,33.75,78.716667,POINT (78.716667 33.75),1
16,1880516592,Pseudois nayaur,34.049381,77.413267,POINT (77.413267 34.049381),1
17,1837743933,Pseudois nayaur,27.350178913980464,97.6446739727317,POINT (97.6446739727317 27.35017891398046),0
18,1839211257,Pseudois nayaur,22.55102633207833,94.13969323339276,POINT (94.13969323339276 22.55102633207833),0
19,923158065,Pseudois nayaur,37.05360470056168,69.77621482083326,POINT (69.77621482083326 37.05360470056168),0
20,1677291631,Pseudois nayaur,27.42879906202013,89.01023579652134,POINT (89.01023579652134 27.42879906202013),0
21,1891292935,Pseudois nayaur,35.8681867373744,69.03689709101563,POINT (69.03689709101563 35.8681867373744),0
22,1677292161,Pseudois nayaur,38.81630232010241,80.36862750397579,POINT (80.36862750397579 38.81630232010241),0
23,923155976,Pseudois nayaur,31.172619915008582,76.40149662017852,POINT (76.40149662017852 31.17261991500858),0
24,910492341,Pseudois nayaur,29.180124292240347,86.53465317289795,POINT (86.53465317289795 29.18012429224035),0
25,1668813726,Pseudois nayaur,33.81124526229172,69.76344920465407,POINT (69.76344920465407 33.81124526229172),0
26,1880640620,Pseudois nayaur,24.48606976453973,90.38601709013838,POINT (90.38601709013838 24.48606976453973),0
27,1677291574,Pseudois nayaur,27.82058465232072,77.01521667944856,POINT (77.01521667944856 27.82058465232072),0
28,1836577939,Pseudois nayaur,36.54761238470121,81.998075112187,POINT (81.998075112187 36.54761238470121),0
29,1891355631,Pseudois nayaur,37.97546974455438,96.10701145790256,POINT (96.10701145790256 37.97546974455438),0
30,1668823306,Pseudois nayaur,26.367418184782363,75.20034487446681,POINT (75.20034487446681 26.36741818478236),0
31,1677291700,Pseudois nayaur,30.477793206811512,71.14526827603852,POINT (71.14526827603852 30.47779320681151),0
32,665914747,Pseudois nayaur,25.96375814910745,83.86944839296018,POINT (83.86944839296018 25.96375814910745),0
33,1880516592,Pseudois nayaur,33.6629266162401,102.3084128497558,POINT (102.3084128497558 33.6629266162401),0
