gbif_id,taxon_name,decimal_latitude,decimal_longitude
84161328,Gazella gazella,32.620474,35.48443
1831091134,Gazella gazella,32.936826,35.618015
84136555,Gazella gazella,32.871439,35.685024
1094472200,Gazella gazella,32.96,35.66
1248682287,Gazella gazella,31.668232,34.920693
84092443,Gazella gazella,31.837921,34.695015
48459742,Gazella gazella,31.728548,34.898205
48458037,Gazella gazella,31.809049,35.021501
84040294,Gazella gazella,32.284973,35.506749
84053871,Gazella gazella,31.973473,34.77044
84131079,Gazella gazella,32.330035,35.517519
84162427,Gazella gazella,32.931554,35.756985
48464741,Gazella gazella,32.952315,35.476916
84129732,Gazella gazella,32.711372,35.554041
1094469345,Gazella gazella,32.78,35.66
84137973,Gazella gazella,31.874847,34.998121
84034476,Gazella gazella,31.671916,35.420384
84037841,Gazella gazella,31.415958,35.162139
48459489,Gazella gazella,31.581647,34.943987
84106816,Gazella gazella,31.765517,34.634189
84138674,Gazella gazella,31.76943,35.07225
84164887,Gazella gazella,32.475403,35.430791
1094474180,Gazella gazella,32.58,35.12
48462364,Gazella gazella,32.902734,35.749324
84130278,Gazella gazella,32.767808,35.668457
1094480317,Gazella gazella,32.61,35.53
1248680120,Gazella gazella,33.122668,35.557543
1094471570,Gazella gazella,32.84,35.67
84032715,Gazella gazella,31.551617,34.598633
48466936,Gazella gazella,31.499432,34.625284
84040225,Gazella gazella,31.441952,34.996972
84052929,Gazella gazella,32.970348,35.476971
48461969,Gazella gazella,32.908106,35.757908
84123726,Gazella gazella,32.708257,35.678814
1094464680,Gazella gazella,31.72,35.15
1094483958,Gazella gazella,31.77,35.13
84118824,Gazella gazella,32.632191,35.486598
84153049,Gazella gazella,32.841688,35.683795
84159604,Gazella gazella,32.924155,35.797565
84147702,Gazella gazella,31.789044,35.478728
84161812,Gazella gazella,33.024374,35.509247
1094478692,Gazella gazella,32.76,35.67
84103523,Gazella gazella,31.396597,34.873002
84141369,Gazella gazella,32.621351,35.495088
48466898,Gazella gazella,33.091594,35.644443
84108305,Gazella gazella,33.019963,35.466421
1094471010,Gazella gazella,31.74,35.13
48475194,Gazella gazella,31.838848,34.701348
84105466,Gazella gazella,31.481848,34.735892
1094479797,Gazella gazella,32.63,35.48
48458693,Gazella gazella,31.696381,35.072354
84146075,Gazella gazella,31.770377,35.127142
84103058,Gazella gazella,32.181592,35.10665
84005238,Gazella gazella,32.936366,35.683236
48478444,Gazella gazella,32.238203,35.45036
1094473812,Gazella gazella,32.57,35.53
84041963,Gazella gazella,31.622155,34.909094
84139636,Gazella gazella,32.973971,35.469494
48466996,Gazella gazella,32.315919,35.066152
84107543,Gazella gazella,32.961397,35.444856
48459584,Gazella gazella,31.963509,34.757792
1094469860,Gazella gazella,31.94,35.34
84132263,Gazella gazella,32.377951,35.46349
1248681870,Gazella gazella,33.096667,35.56218
48458701,Gazella gazella,31.820841,35.077458
1248683751,Gazella gazella,31.46315,34.904341
84109691,Gazella gazella,31.710583,34.929913
84092453,Gazella gazella,31.767413,34.655289
1094474297,Gazella gazella,31.98,35.23
1092918112,Gazella gazella,31.66,34.98
84160982,Gazella gazella,31.847832,35.024594
1094471744,Gazella gazella,31.83,34.75
84165295,Gazella gazella,32.943076,35.564574
84142401,Gazella gazella,32.903673,35.740779
1248682396,Gazella gazella,32.917469,35.74769
84161171,Gazella gazella,32.747195,35.633139
84132434,Gazella gazella,31.694559,35.056534
84139769,Gazella gazella,31.798355,35.177805
84164811,Gazella gazella,33.213179,35.681519
1094479873,Gazella gazella,33.04,35.65
84023949,Gazella gazella,32.726408,35.646908
1094478281,Gazella gazella,31.59,35.35
1248681810,Gazella gazella,32.985463,35.461972
84153352,Gazella gazella,31.783867,35.07962
1094483839,Gazella gazella,32.84,35.69
1092911869,Gazella gazella,31.78,35.09
84139299,Gazella gazella,32.904551,35.746128
1094471448,Gazella gazella,32.45,35.43
48467254,Gazella gazella,31.488958,35.080014
1094480263,Gazella gazella,32.54,35.06
84043757,Gazella gazella,32.057951,35.021008
84153171,Gazella gazella,32.549074,35.550217
84041683,Gazella gazella,31.843371,35.062636
1453268890,Gazella gazella,33.061964,35.720864
1094469163,Gazella gazella,31.72,34.74
84079770,Gazella gazella,32.970371,35.466274
84126941,Gazella gazella,32.815968,35.79471
84113907,Gazella gazella,31.44985,34.889647
84113406,Gazella gazella,32.098469,34.981729
84107529,Gazella gazella,32.684657,35.01014
1094468690,Gazella gazella,32.91,35.45
1092918030,Gazella gazella,32.66,35.01
1094482539,Gazella gazella,32.97,35.47
1094477024,Gazella gazella,32.92,35.71
1094474441,Gazella gazella,32.62,35.48
1094468018,Gazella gazella,31.58,34.72
1248682657,Gazella gazella,32.678852,35.512391
48476607,Gazella gazella,31.635619,34.882698
1094478884,Gazella gazella,33.03,35.53
84103746,Gazella gazella,31.504103,34.662097
84125772,Gazella gazella,32.560066,35.481048
1094468793,Gazella gazella,32.16,35.51
1094478627,Gazella gazella,32.26,35.53
84106372,Gazella gazella,31.730279,34.619632
84057878,Gazella gazella,31.851469,35.046775
84132400,Gazella gazella,31.779886,34.871642
48464249,Gazella gazella,32.014413,35.516442
84131439,Gazella gazella,31.663041,35.104034
1094478785,Gazella gazella,32.74,35.65
