gbif_id,taxon_name,decimal_latitude,decimal_longitude
1802769499,Hippopotamus amphibius,-24.260941,30.996921
1584436230,Hippopotamus amphibius,-7.787299,38.227118
1699383926,Hippopotamus amphibius,-28.228378,32.474753
1052777758,Hippopotamus amphibius,-1.411758,36.927672
1838348535,Hippopotamus amphibius,-25.286738,27.055009
1640133421,Hippopotamus amphibius,-24.899122,31.595851
1805398526,Hippopotamus amphibius,-12.848679,31.839698
1847573396,Hippopotamus amphibius,-25.113563,31.959075
1580117794,Hippopotamus amphibius,7.924839,38.728085
1703204671,Hippopotamus amphibius,-25.269557,31.418865
1703166665,Hippopotamus amphibius,-3.176701,15.584833
922067603,Hippopotamus amphibius,-1.399759,34.906483
1838413600,Hippopotamus amphibius,-25.284017,27.041527
1265893065,Hippopotamus amphibius,-28.126161,32.544083
1890721733,Hippopotamus amphibius,2.314717,31.573088
1838048902,Hippopotamus amphibius,-25.033546,31.88074
1838399998,Hippopotamus amphibius,-26.96548,32.816173
1699397206,Hippopotamus amphibius,-24.020043,30.857353
1913144487,Hippopotamus amphibius,-17.893869,25.02188
1257408514,Hippopotamus amphibius,-24.921877,31.731673
1802772184,Hippopotamus amphibius,-15.91644,29.168802
1831188871,Hippopotamus amphibius,-23.867686,31.475955
1880591365,Hippopotamus amphibius,7.122731,38.470938
1850923411,Hippopotamus amphibius,-19.577117,23.500531
1838363190,Hippopotamus amphibius,-28.370903,32.435433
1265536738,Hippopotamus amphibius,-17.9154,24.852256
1024215032,Hippopotamus amphibius,-24.617025,31.784103
1841315082,Hippopotamus amphibius,-2.22208,34.595135
1890721782,Hippopotamus amphibius,2.306772,31.756258
1265549111,Hippopotamus amphibius,-28.080701,32.300387
1099974991,Hippopotamus amphibius,-27.684101,32.26331
1038686712,Hippopotamus amphibius,-11.926477,32.25174
1806350128,Hippopotamus amphibius,-24.61422,31.898758
899951539,Hippopotamus amphibius,-16.889508,28.588554
1607333105,Hippopotamus amphibius,-7.747733,38.199742
1580508867,Hippopotamus amphibius,-18.704033,24.456938
1453373082,Hippopotamus amphibius,-25.306743,27.060174
1831090530,Hippopotamus amphibius,-26.578744,32.897069
1571070977,Hippopotamus amphibius,-18.708548,26.350785
583517762,Hippopotamus amphibius,-8.11667,32.41667
1098628532,Hippopotamus amphibius,2.3437,32.117
891062146,Hippopotamus amphibius,-13.034569,31.776478
1838318296,Hippopotamus amphibius,-24.560203,30.999509
