,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,243789948,Capra pyrenaica,38.000999,-2.94,POINT (-2.94 38.000999),1,3.7132483,134.0,50.0,1161.88,69.52,-0.56,19.15,56.36,57672.0,51265.5,94.0,160.0,7.0,35.51,176.09,5769.11,176.09,71.11,235.75,142.0,76.0,0.03476255,133.0,224.0,55.0,517.0,65.0,10.0,41.0,180.0,48.0,48.0,157.0,120.0,37.0,6662.0,320.0,3.0,317.0,85.0,224.0
1,1,1500516895,Capra pyrenaica,39.69,-0.96,POINT (-0.96 39.69),1,1.158661,135.0,22.0,1044.85,62.14,-0.6,16.4,55.23,62766.0,62766.0,114.0,182.0,9.0,35.13,146.1,4575.21,133.04,71.57,287.0,657.0,74.0,0.03595006,145.0,223.0,75.0,415.0,56.0,15.0,32.0,143.0,71.0,81.0,83.0,100.0,38.0,5834.0,288.0,28.0,260.0,154.0,222.0
2,2,164898631,Capra pyrenaica,40.84,0.09,POINT (0.09 40.84),1,0.23359554,142.0,24.0,984.39,59.21,-0.47,16.7,70.04,58140.0,58140.0,95.0,168.0,7.0,33.36,44.41,4582.81,127.21,61.6,244.0,96.0,77.0,0.016006647,134.0,211.0,67.0,526.0,65.0,20.0,31.0,172.0,101.0,114.0,104.0,96.0,36.0,5770.0,276.0,15.0,261.0,138.0,72.0
3,3,1501981788,Capra pyrenaica,39.09,-0.78,POINT (-0.78 39.09),1,1.6192662,135.0,22.0,1103.17,65.91,-0.6,15.8,57.82,67752.0,67752.0,132.0,188.0,9.0,39.11,151.82,4642.28,138.96,76.55,327.0,657.0,74.0,0.02127572,157.0,232.0,89.0,436.0,68.0,11.0,38.0,163.0,59.0,76.0,98.0,104.0,40.0,5591.0,298.0,38.0,260.0,168.0,230.0
4,4,164898407,Capra pyrenaica,40.330002,-1.88,POINT (-1.88 40.330002),1,3.292896,87.0,31.0,941.12,52.36,-0.35,18.3,72.29,37062.0,19246.5,47.0,114.0,4.0,26.41,132.13,4888.21,145.59,107.37,92.5,1560.0,65.0,0.024366004,85.0,172.0,10.0,614.0,80.0,31.0,25.0,201.0,116.0,129.0,135.0,114.0,38.0,6383.0,258.0,-41.0,299.0,103.0,171.0
5,5,1820944300,Capra pyrenaica,38.080002,-2.14,POINT (-2.14 38.080002),1,2.7181382,135.0,22.0,1114.76,64.63,-0.55,18.1,56.55,54162.0,48163.5,93.0,150.0,7.0,35.49,166.24,5364.17,152.41,94.07,215.5,657.0,74.0,0.019728057,125.0,212.0,51.0,497.0,65.0,13.0,35.0,168.0,61.0,63.0,132.0,118.0,38.0,6359.0,302.0,-3.0,305.0,104.0,211.0
6,6,1501711820,Capra pyrenaica,40.62,-0.27,POINT (-0.27 40.62),1,0.8827088,135.0,28.0,904.79,52.55,-0.41,16.75,73.7,48780.0,38235.0,73.0,153.0,6.0,29.01,29.01,4239.53,118.0,106.35,184.0,252.0,76.0,0.013371193,113.0,191.0,43.0,537.0,69.0,26.0,29.0,171.0,101.0,119.0,101.0,93.0,36.0,5878.0,253.0,-2.0,255.0,130.0,43.0
7,7,1501024047,Capra pyrenaica,39.15,-1.09,POINT (-1.09 39.15),1,1.5075378,135.0,31.0,1085.75,63.25,-0.58,16.9,56.54,59238.0,59238.0,108.0,167.0,7.0,36.15,155.32,4895.11,142.11,74.31,258.0,194.0,77.0,0.036035392,137.0,217.0,65.0,455.0,58.0,15.0,31.0,147.0,74.0,79.0,98.0,110.0,39.0,5974.0,292.0,13.0,279.0,146.0,216.0
8,8,1500971726,Capra pyrenaica,39.04,-0.78,POINT (-0.78 39.04),1,1.5901861,135.0,22.0,1097.13,64.49,-0.59,16.05,59.14,65070.0,65070.0,125.0,182.0,9.0,38.37,152.36,4697.06,139.55,75.96,306.0,657.0,74.0,0.03357138,150.0,227.0,82.0,452.0,67.0,12.0,37.0,164.0,63.0,78.0,102.0,106.0,40.0,5666.0,295.0,31.0,264.0,162.0,225.0
9,9,1501024812,Capra pyrenaica,39.19,-1.11,POINT (-1.11 39.19),1,0.9578837,135.0,22.0,1096.11,65.53,-0.61,16.7,54.24,61776.0,61776.0,114.0,173.0,8.0,36.74,155.72,4889.3,142.21,75.19,277.0,657.0,74.0,0.03356801,143.0,222.0,72.0,431.0,58.0,13.0,33.0,144.0,68.0,74.0,92.0,109.0,39.0,5924.0,295.0,20.0,275.0,152.0,221.0
10,10,1899941023,Capra pyrenaica,40.815,0.35100000000000003,POINT (0.351 40.815),1,2.048187,141.0,16.0,977.66,55.36,-0.4,16.25,80.38,59670.0,59670.0,101.0,173.0,7.0,34.8,139.3,4473.83,125.84,60.64,260.0,226.0,73.0,0.115865365,138.0,214.0,74.0,588.0,73.0,20.0,31.0,197.0,107.0,125.0,123.0,94.0,37.0,5608.0,275.0,21.0,254.0,141.0,212.0
11,11,1501395492,Capra pyrenaica,40.57,0.01,POINT (0.01 40.57),1,1.9371581,135.0,22.0,918.51,51.61,-0.37,16.3,80.7,52560.0,46645.5,85.0,161.0,7.0,31.12,131.05,4201.33,118.67,59.5,214.0,657.0,74.0,0.04201008,121.0,198.0,55.0,578.0,69.0,24.0,28.0,186.0,112.0,124.0,117.0,91.0,36.0,5709.0,258.0,8.0,250.0,128.0,197.0
12,12,1501712040,Capra pyrenaica,40.35,-0.28,POINT (-0.28 40.35),1,1.6428975,135.0,22.0,877.94,48.99,-0.32,16.7,81.89,45360.0,31036.5,67.0,147.0,6.0,28.04,28.04,4112.55,115.41,102.07,164.0,657.0,74.0,0.047794048,105.0,184.0,36.0,593.0,73.0,29.0,26.0,183.0,116.0,130.0,116.0,92.0,36.0,5870.0,246.0,-8.0,254.0,120.0,36.0
13,13,1501564744,Capra pyrenaica,40.29,-0.39,POINT (-0.39 40.29),1,0.8192955,87.0,31.0,862.86,45.32,-0.28,16.85,85.22,41940.0,25920.0,59.0,139.0,6.0,27.0,27.0,4099.8,114.57,99.81,140.0,1560.0,65.0,0.0111661265,97.0,177.0,28.0,623.0,76.0,32.0,25.0,194.0,122.0,136.0,122.0,93.0,36.0,5945.0,241.0,-16.0,257.0,112.0,28.0
14,14,1820943871,Capra pyrenaica,40.580002,-0.58,POINT (-0.58 40.580002),1,3.2124085,87.0,31.0,828.43,43.02,-0.22,17.05,87.9,36270.0,18585.0,44.0,125.0,4.0,24.83,24.83,4057.47,111.51,96.15,97.0,1560.0,65.0,0.01903718,84.0,165.0,13.0,647.0,83.0,37.0,25.0,211.0,124.0,144.0,124.0,93.0,35.0,6011.0,229.0,-31.0,260.0,99.0,13.0
15,15,1820944412,Capra pyrenaica,38.080002,-2.83,POINT (-2.83 38.080002),1,5.377812,135.0,28.0,1134.1,66.68,-0.52,19.05,59.36,54036.0,42330.0,87.0,151.0,7.0,34.45,172.66,5669.62,157.75,94.7,212.25,252.0,76.0,0.099817075,125.0,215.0,47.0,543.0,68.0,12.0,38.0,188.0,57.0,57.0,160.0,120.0,37.0,6615.0,312.0,-5.0,317.0,104.0,215.0
16,16,1502243037,Capra pyrenaica,40.44,-0.18,POINT (-0.18 40.44),1,2.9483743,135.0,28.0,876.08,48.09,-0.31,16.6,83.47,45252.0,30942.0,67.0,146.0,6.0,28.05,28.05,4119.33,115.05,102.2,163.0,252.0,76.0,0.03575807,104.0,183.0,36.0,602.0,74.0,29.0,26.0,186.0,117.0,132.0,117.0,91.0,35.0,5841.0,245.0,-8.0,253.0,120.0,36.0
17,17,1501012329,Capra pyrenaica,39.32,-1.16,POINT (-1.16 39.32),1,2.9029686,137.0,19.0,1098.78,64.2,-0.62,16.6,52.55,63288.0,63288.0,117.0,177.0,9.0,37.02,155.3,4860.62,141.76,75.38,287.0,45.0,76.0,0.007510954,146.0,225.0,76.0,415.0,57.0,13.0,34.0,141.0,65.0,73.0,87.0,108.0,39.0,5889.0,297.0,24.0,273.0,156.0,225.0
18,18,164898516,Capra pyrenaica,37.810001,-2.94,POINT (-2.94 37.810001),1,2.7010589,87.0,31.0,1098.27,67.06,-0.43,19.2,67.84,48312.0,33426.0,74.0,137.0,6.0,32.64,169.62,5621.96,155.17,65.18,174.0,1560.0,65.0,0.09152785,112.0,203.0,34.0,626.0,78.0,15.0,40.0,217.0,63.0,67.0,191.0,121.0,37.0,6686.0,303.0,-18.0,321.0,62.0,203.0
19,19,1501426546,Capra pyrenaica,39.23,-0.78,POINT (-0.78 39.23),1,2.1608098,135.0,22.0,1080.28,63.92,-0.58,15.95,59.57,65016.0,65016.0,125.0,183.0,9.0,37.77,149.64,4607.74,136.94,74.83,307.0,657.0,74.0,0.01886953,150.0,226.0,82.0,450.0,67.0,13.0,36.0,164.0,64.0,80.0,100.0,103.0,39.0,5657.0,293.0,32.0,261.0,161.0,225.0
20,20,1820944439,Capra pyrenaica,37.720001,-3.17,POINT (-3.17 37.720001),1,0.4382769,135.0,28.0,1197.76,73.23,-0.59,19.1,53.92,63324.0,63324.0,105.0,173.0,8.0,37.36,180.26,5866.49,180.26,73.99,273.5,252.0,76.0,0.0069812806,146.0,236.0,68.0,492.0,65.0,7.0,47.0,178.0,34.0,34.0,163.0,117.0,37.0,6625.0,331.0,17.0,314.0,98.0,236.0
21,21,1501027733,Capra pyrenaica,39.15,-1.05,POINT (-1.05 39.15),1,5.015843,135.0,28.0,1104.6,66.24,-0.61,16.45,54.26,63648.0,63648.0,120.0,177.0,9.0,37.71,155.61,4846.65,142.36,76.0,292.0,252.0,76.0,0.044913128,147.0,226.0,77.0,427.0,60.0,12.0,35.0,148.0,63.0,73.0,92.0,108.0,39.0,5836.0,297.0,25.0,272.0,157.0,224.0
22,22,1501588350,Capra pyrenaica,40.43,-0.14,POINT (-0.14 40.43),1,2.6773376,135.0,28.0,887.03,49.64,-0.33,16.55,82.8,47232.0,32022.0,72.0,150.0,6.0,28.9,28.9,4132.16,116.12,58.31,177.0,252.0,76.0,0.040939752,109.0,187.0,42.0,598.0,72.0,28.0,26.0,185.0,118.0,131.0,118.0,91.0,35.0,5805.0,249.0,-4.0,253.0,116.0,42.0
23,23,1501459686,Capra pyrenaica,40.52,-0.04,POINT (-0.04 40.52),1,1.6222205,135.0,22.0,892.09,49.86,-0.33,16.5,83.64,47952.0,37575.0,73.0,151.0,6.0,29.11,29.11,4172.92,116.75,58.23,182.0,657.0,74.0,0.032186314,111.0,189.0,43.0,602.0,73.0,27.0,26.0,186.0,120.0,130.0,120.0,91.0,36.0,5787.0,250.0,-2.0,252.0,118.0,43.0
24,24,1501712645,Capra pyrenaica,39.01,-1.03,POINT (-1.03 39.01),1,5.259047,135.0,28.0,1103.89,65.17,-0.6,16.6,55.29,62028.0,62028.0,116.0,173.0,8.0,37.42,156.35,4889.95,142.99,75.88,279.0,252.0,76.0,0.04021809,143.0,223.0,73.0,441.0,60.0,13.0,34.0,149.0,67.0,75.0,96.0,110.0,39.0,5884.0,296.0,20.0,276.0,154.0,221.0
