,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4
443,443,699207376,Lama glama guanicoe,-48.228436943718215,-66.82017750492122,POINT (-66.82017750492122 -48.22843694371821),0,,,,
444,444,699207374,Lama glama guanicoe,-53.050811126851066,-83.95558482283103,POINT (-83.95558482283103 -53.05081112685106),0,,,,
445,445,699207373,Lama glama guanicoe,-52.01899824678964,-70.70375122606066,POINT (-70.70375122606065 -52.01899824678965),0,,,,
446,446,699207372,Lama glama guanicoe,-24.63799430726366,-72.61895240662079,POINT (-72.61895240662081 -24.63799430726366),0,,,,
447,447,699207371,Lama glama guanicoe,-47.23030557939883,-62.08470115644091,POINT (-62.08470115644091 -47.23030557939883),0,,,,
448,448,699207370,Lama glama guanicoe,-17.0532588375967,-72.91358065825578,POINT (-72.91358065825578 -17.0532588375967),0,,,,
449,449,699207369,Lama glama guanicoe,-42.124835468721415,-66.76120897169662,POINT (-66.76120897169662 -42.12483546872141),0,,,,
450,450,699207368,Lama glama guanicoe,-54.78654531803691,-73.1565226058477,POINT (-73.15652260584771 -54.78654531803691),0,,,,
451,451,699207367,Lama glama guanicoe,-50.231954181474,-71.79956546214396,POINT (-71.79956546214395 -50.231954181474),0,,,,
452,452,699207366,Lama glama guanicoe,-51.42695683094031,-63.268923194963186,POINT (-63.26892319496319 -51.42695683094031),0,,,,
453,453,699207365,Lama glama guanicoe,-11.20597053777742,-66.13219463151711,POINT (-66.13219463151711 -11.20597053777742),0,,,,
454,454,699207364,Lama glama guanicoe,-14.365824061914429,-57.07807946167468,POINT (-57.07807946167468 -14.36582406191443),0,,,,
455,455,699207363,Lama glama guanicoe,-51.003863427147294,-71.1581439327274,POINT (-71.1581439327274 -51.00386342714729),0,,,,
456,456,699207353,Lama glama guanicoe,-21.225021933651725,-73.4755096347083,POINT (-73.47550963470832 -21.22502193365172),0,,,,
457,457,699207337,Lama glama guanicoe,-42.42403587841776,-72.10599527091841,POINT (-72.10599527091841 -42.42403587841775),0,,,,
458,458,699207336,Lama glama guanicoe,-57.61402695625575,-76.82722695002984,POINT (-76.82722695002985 -57.61402695625575),0,,,,
459,459,699207335,Lama glama guanicoe,-41.356480516245796,-59.33086996006391,POINT (-59.33086996006391 -41.3564805162458),0,,,,
460,460,699207334,Lama glama guanicoe,-31.09806041669114,-69.35832423811935,POINT (-69.35832423811935 -31.09806041669114),0,,,,
461,461,699207333,Lama glama guanicoe,-16.592407473977698,-56.19584095696372,POINT (-56.19584095696372 -16.5924074739777),0,,,,
462,462,699207332,Lama glama guanicoe,-49.95439823482893,-83.48579769560855,POINT (-83.48579769560854 -49.95439823482893),0,,,,
463,463,699207331,Lama glama guanicoe,-46.413554773858856,-74.8041546290649,POINT (-74.80415462906491 -46.41355477385885),0,,,,
464,464,699207330,Lama glama guanicoe,-44.504140057138244,-68.15360920509256,POINT (-68.15360920509256 -44.50414005713824),0,,,,
465,465,699207329,Lama glama guanicoe,-39.07592146895193,-68.32927440456257,POINT (-68.32927440456257 -39.07592146895193),0,,,,
466,466,699207327,Lama glama guanicoe,-15.75132714472258,-77.38485748946906,POINT (-77.38485748946906 -15.75132714472258),0,,,,
467,467,699207326,Lama glama guanicoe,-45.635937544965046,-69.28326706619998,POINT (-69.28326706619998 -45.63593754496505),0,,,,
468,468,699207325,Lama glama guanicoe,-42.560522665208616,-57.894935248586776,POINT (-57.89493524858678 -42.56052266520862),0,,,,
469,469,699207324,Lama glama guanicoe,-30.51487337236389,-74.54040294696445,POINT (-74.54040294696445 -30.51487337236389),0,,,,
470,470,699207323,Lama glama guanicoe,-22.39267205057007,-67.78484642253787,POINT (-67.78484642253787 -22.39267205057006),0,,,,
471,471,699207322,Lama glama guanicoe,-21.602266832195763,-67.77465943686188,POINT (-67.77465943686188 -21.60226683219576),0,,,,
472,472,699207321,Lama glama guanicoe,-49.212730248660286,-75.10519572406945,POINT (-75.10519572406946 -49.21273024866029),0,,,,
473,473,699207319,Lama glama guanicoe,-52.331673434700186,-58.55852993571808,POINT (-58.55852993571808 -52.33167343470019),0,,,,
474,474,686469351,Lama glama guanicoe,-51.84227091208736,-62.76459555334456,POINT (-62.76459555334456 -51.84227091208736),0,,,,
475,475,665815672,Lama glama guanicoe,-55.17870689472189,-62.69676308623255,POINT (-62.69676308623255 -55.17870689472188),0,,,,
476,476,665815671,Lama glama guanicoe,-43.47314844651495,-75.82280539935189,POINT (-75.82280539935189 -43.47314844651495),0,,,,
477,477,665815670,Lama glama guanicoe,-22.611896457746298,-55.603950865295886,POINT (-55.60395086529588 -22.6118964577463),0,,,,
478,478,665815669,Lama glama guanicoe,-33.58468098055611,-68.42452856494317,POINT (-68.42452856494317 -33.58468098055612),0,,,,
479,479,665792768,Lama glama guanicoe,-35.322594239759084,-62.41205358258871,POINT (-62.41205358258871 -35.32259423975908),0,,,,
480,480,665785658,Lama glama guanicoe,-43.262665555428974,-57.825562583003844,POINT (-57.82556258300384 -43.26266555542898),0,,,,
481,481,233874223,Lama glama guanicoe,-18.321134478617694,-71.22455551973759,POINT (-71.22455551973761 -18.32113447861769),0,,,,
482,482,233874220,Lama glama guanicoe,-36.47070022604521,-77.7498641560612,POINT (-77.74986415606118 -36.47070022604521),0,,,,
483,483,233874183,Lama glama guanicoe,-39.00088276855453,-56.90248403913246,POINT (-56.90248403913246 -39.00088276855453),0,,,,
484,484,233874180,Lama glama guanicoe,-57.8951445958015,-68.09816652879013,POINT (-68.09816652879013 -57.8951445958015),0,,,,
485,485,233874179,Lama glama guanicoe,-56.09325786133736,-78.86219220458405,POINT (-78.86219220458405 -56.09325786133736),0,,,,
486,486,233873959,Lama glama guanicoe,-51.431118263279075,-84.9142266814341,POINT (-84.91422668143409 -51.43111826327908),0,,,,
487,487,233873957,Lama glama guanicoe,-51.58790588520344,-53.8709977583252,POINT (-53.8709977583252 -51.58790588520344),0,,,,
488,488,233873956,Lama glama guanicoe,-39.64800243092329,-68.1886568153345,POINT (-68.1886568153345 -39.6480024309233),0,,,,
489,489,233873954,Lama glama guanicoe,-39.156401805993575,-65.45342809519495,POINT (-65.45342809519495 -39.15640180599358),0,,,,
490,490,233873953,Lama glama guanicoe,-28.75524231468779,-67.41915940332528,POINT (-67.41915940332528 -28.75524231468779),0,,,,
491,491,233873947,Lama glama guanicoe,-28.04471810832527,-75.10300129005681,POINT (-75.10300129005682 -28.04471810832527),0,,,,
492,492,233873946,Lama glama guanicoe,-54.02421814797185,-73.73191433919352,POINT (-73.73191433919352 -54.02421814797185),0,,,,
493,493,233873932,Lama glama guanicoe,-42.78616865434928,-63.431903020233975,POINT (-63.43190302023397 -42.78616865434928),0,,,,
494,494,233873925,Lama glama guanicoe,-56.176432058021796,-83.70498595276213,POINT (-83.70498595276213 -56.1764320580218),0,,,,
495,495,233873882,Lama glama guanicoe,-17.22667683785614,-75.76685239980928,POINT (-75.76685239980928 -17.22667683785614),0,,,,
496,496,233873812,Lama glama guanicoe,-21.894621091309578,-72.03680766211372,POINT (-72.03680766211372 -21.89462109130958),0,,,,
497,497,233873794,Lama glama guanicoe,-19.005869332926146,-61.13573571983046,POINT (-61.13573571983045 -19.00586933292615),0,,,,
498,498,233873777,Lama glama guanicoe,-13.371501857718613,-69.52143786651312,POINT (-69.52143786651312 -13.37150185771861),0,,,,
499,499,233873681,Lama glama guanicoe,-45.33699272265844,-64.06742944241184,POINT (-64.06742944241184 -45.33699272265844),0,,,,
500,500,233873227,Lama glama guanicoe,-26.232191919270452,-71.24005386369734,POINT (-71.24005386369734 -26.23219191927046),0,,,,
501,501,233873226,Lama glama guanicoe,-29.56188961686784,-72.77076415605319,POINT (-72.77076415605319 -29.56188961686784),0,,,,
502,502,233873225,Lama glama guanicoe,-45.49674754999697,-80.8672630623559,POINT (-80.8672630623559 -45.49674754999697),0,,,,
503,503,233873224,Lama glama guanicoe,-37.550460205955595,-79.4121830251587,POINT (-79.4121830251587 -37.55046020595559),0,,,,
504,504,233873223,Lama glama guanicoe,-54.890659102318686,-79.77555076254464,POINT (-79.77555076254464 -54.89065910231869),0,,,,
505,505,233873221,Lama glama guanicoe,-30.310453181482803,-60.390283803089005,POINT (-60.39028380308901 -30.3104531814828),0,,,,
506,506,233873220,Lama glama guanicoe,-21.28215157217156,-57.15323899582523,POINT (-57.15323899582523 -21.28215157217156),0,,,,
507,507,233873219,Lama glama guanicoe,-53.9843225172666,-77.8742346774878,POINT (-77.87423467748782 -53.98432251726659),0,,,,
508,508,233873218,Lama glama guanicoe,-48.60543002053269,-69.57042645389217,POINT (-69.57042645389217 -48.60543002053269),0,,,,
509,509,233873217,Lama glama guanicoe,-54.57368097998088,-60.099207082814296,POINT (-60.0992070828143 -54.57368097998088),0,,,,
510,510,233873216,Lama glama guanicoe,-37.310589710217926,-66.25689934416825,POINT (-66.25689934416825 -37.31058971021793),0,,,,
511,511,233873215,Lama glama guanicoe,-43.994546534800946,-62.0419500979978,POINT (-62.0419500979978 -43.99454653480095),0,,,,
512,512,233873213,Lama glama guanicoe,-31.75166221119213,-75.0887750888033,POINT (-75.08877508880329 -31.75166221119213),0,,,,
513,513,233873212,Lama glama guanicoe,-54.36213627443146,-60.30037851985079,POINT (-60.30037851985079 -54.36213627443146),0,,,,
514,514,233873211,Lama glama guanicoe,-18.915154935066575,-61.05568314003777,POINT (-61.05568314003777 -18.91515493506657),0,,,,
515,515,233873210,Lama glama guanicoe,-49.236120034844674,-74.42303001186347,POINT (-74.42303001186349 -49.23612003484467),0,,,,
516,516,233873209,Lama glama guanicoe,-30.910633648918182,-61.046306907834214,POINT (-61.04630690783421 -30.91063364891818),0,,,,
517,517,233873205,Lama glama guanicoe,-48.18913424137229,-70.03372336318283,POINT (-70.03372336318283 -48.18913424137229),0,,,,
518,518,233873204,Lama glama guanicoe,-49.988199428511855,-85.91795480279215,POINT (-85.91795480279215 -49.98819942851186),0,,,,
519,519,233873203,Lama glama guanicoe,-54.99002295324029,-64.69326282187073,POINT (-64.69326282187073 -54.99002295324028),0,,,,
520,520,233873202,Lama glama guanicoe,-22.349900171572905,-56.208540500654536,POINT (-56.20854050065453 -22.34990017157291),0,,,,
521,521,233873201,Lama glama guanicoe,-17.080416717057915,-64.22281284276025,POINT (-64.22281284276025 -17.08041671705791),0,,,,
522,522,233873198,Lama glama guanicoe,-55.632695610460146,-72.40884062717147,POINT (-72.40884062717147 -55.63269561046015),0,,,,
523,523,233873196,Lama glama guanicoe,-44.506706814636594,-79.32239682610484,POINT (-79.32239682610485 -44.50670681463659),0,,,,
524,524,233873195,Lama glama guanicoe,-16.901644226874325,-55.39882296986285,POINT (-55.39882296986285 -16.90164422687432),0,,,,
525,525,233873194,Lama glama guanicoe,-26.832703313532605,-70.38343775347983,POINT (-70.38343775347983 -26.8327033135326),0,,,,
526,526,233873193,Lama glama guanicoe,-39.30447552140728,-77.45276458787558,POINT (-77.45276458787558 -39.30447552140728),0,,,,
527,527,233873189,Lama glama guanicoe,-43.66992787334241,-68.5385773951465,POINT (-68.5385773951465 -43.66992787334241),0,,,,
528,528,233873187,Lama glama guanicoe,-49.585384587621476,-74.74330939945213,POINT (-74.74330939945212 -49.58538458762148),0,,,,
529,529,233873186,Lama glama guanicoe,-38.442164462118406,-67.91788282570484,POINT (-67.91788282570484 -38.44216446211841),0,,,,
530,530,233873155,Lama glama guanicoe,-45.20722643506944,-69.65940290564191,POINT (-69.65940290564191 -45.20722643506944),0,,,,
531,531,233873153,Lama glama guanicoe,-49.950832063343924,-57.12751963179285,POINT (-57.12751963179285 -49.95083206334392),0,,,,
532,532,233873152,Lama glama guanicoe,-10.898446348393,-69.67242702836748,POINT (-69.67242702836748 -10.898446348393),0,,,,
533,533,233873151,Lama glama guanicoe,-42.412618926102425,-67.83482708424368,POINT (-67.83482708424368 -42.41261892610243),0,,,,
534,534,233873150,Lama glama guanicoe,-54.03882762871075,-76.03135703967823,POINT (-76.03135703967823 -54.03882762871075),0,,,,
535,535,233873149,Lama glama guanicoe,-60.15677491431703,-71.32714354481587,POINT (-71.32714354481588 -60.15677491431704),0,,,,
536,536,233873125,Lama glama guanicoe,-56.9481668437417,-65.45059384073551,POINT (-65.45059384073551 -56.9481668437417),0,,,,
537,537,233873080,Lama glama guanicoe,-29.785731200618983,-70.82795531585714,POINT (-70.82795531585714 -29.78573120061898),0,,,,
538,538,233873078,Lama glama guanicoe,-35.17519925384199,-64.52337186575214,POINT (-64.52337186575213 -35.17519925384199),0,,,,
539,539,233873061,Lama glama guanicoe,-57.305512671168906,-81.46061532039697,POINT (-81.46061532039697 -57.30551267116891),0,,,,
540,540,233831936,Lama glama guanicoe,-41.37318923820375,-55.78195943595414,POINT (-55.78195943595414 -41.37318923820375),0,,,,
541,541,202071031,Lama glama guanicoe,-16.935271234644393,-69.49536744643001,POINT (-69.49536744643 -16.9352712346444),0,,,,
542,542,202071029,Lama glama guanicoe,-35.530975085561025,-65.35154746441975,POINT (-65.35154746441975 -35.53097508556102),0,,,,
543,543,197135876,Lama glama guanicoe,-12.153517251163686,-72.44235690688599,POINT (-72.442356906886 -12.15351725116368),0,,,,
