,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,923189896,Raphicerus sharpei,-23.114075,31.432829,POINT (31.432829 -23.114075),1,1.702277,137.0,22.0,1751.58,75.51,-0.76,10.55,57.67,98514.0,98514.0,252.0,212.0,12.0,101.33,101.33,3726.25,184.82,184.82,562.0,102.0,59.0,0.001241677,228.0,268.0,175.0,429.0,82.0,4.0,80.0,227.0,14.0,227.0,14.0,144.0,56.0,3693.0,335.0,82.0,253.0,268.0,175.0
1,1,1913681733,Raphicerus sharpei,-18.159683,28.204174,POINT (28.204174 -18.159683),1,5.1359453,143.0,29.0,1747.45,69.47,-0.62,9.3,88.13,96822.0,96822.0,257.0,190.0,12.0,108.05,112.93,2756.74,175.82,157.76,569.0,83.0,54.0,0.005412893,224.0,255.0,180.0,657.0,172.0,0.0,114.0,461.0,1.0,230.0,8.0,140.0,55.0,2987.0,341.0,88.0,253.0,241.0,181.0
2,2,1318443204,Raphicerus sharpei,-17.97,34.38,POINT (34.38 -17.97),1,4.5445647,138.0,20.0,1824.99,64.2,-0.42,6.95,167.52,106722.0,106722.0,272.0,203.0,12.0,110.91,130.34,3461.36,188.11,179.92,633.5,93.0,60.0,0.0074714106,247.0,271.0,209.0,1061.0,226.0,12.0,89.0,620.0,52.0,304.0,68.0,132.0,61.0,2549.0,348.0,135.0,213.0,270.0,221.0
3,3,1321909515,Raphicerus sharpei,-16.48,32.78,POINT (32.78 -16.48),1,6.2592854,141.0,15.0,1901.85,67.72,-0.68,7.95,88.29,107460.0,107460.0,279.0,209.0,12.0,120.8,140.08,3111.4,194.97,179.85,639.5,87.0,62.0,0.00705598,248.0,277.0,208.0,614.0,174.0,1.0,118.0,448.0,3.0,204.0,5.0,142.0,60.0,2746.0,357.0,123.0,234.0,269.0,223.0
4,4,1668834041,Raphicerus sharpei,-24.205108,30.888061,POINT (30.888061 -24.205108),1,6.086507,126.0,16.0,1650.23,69.4,-0.69,9.45,73.56,95526.0,95526.0,250.0,205.0,12.0,95.93,95.93,3457.64,175.44,175.44,556.0,56.0,61.0,0.009073682,221.0,259.0,173.0,505.0,98.0,5.0,79.0,275.0,16.0,275.0,16.0,135.0,57.0,3344.0,319.0,85.0,234.0,259.0,173.0
5,5,1847442926,Raphicerus sharpei,-22.733483,31.088562,POINT (31.088562 -22.733483),1,1.9566739,127.0,30.0,1743.21,70.92,-0.71,8.65,75.06,99918.0,99918.0,258.0,203.0,12.0,101.36,101.36,3669.82,182.41,182.41,588.5,189.0,60.0,0.0010092005,231.0,264.0,186.0,507.0,102.0,3.0,87.0,294.0,12.0,294.0,12.0,138.0,60.0,3097.0,332.0,103.0,229.0,264.0,186.0
6,6,1317525956,Raphicerus sharpei,-14.97,31.38,POINT (31.38 -14.97),1,1.78807,142.0,11.0,1679.82,86.52,-0.39,8.4,155.81,95904.0,95904.0,244.0,188.0,12.0,108.31,127.29,2751.04,173.66,152.68,570.0,275.0,53.0,0.004656731,222.0,252.0,184.0,1031.0,256.0,1.0,118.0,737.0,6.0,323.0,9.0,125.0,55.0,2647.0,334.0,110.0,224.0,237.0,201.0
7,7,1322032144,Raphicerus sharpei,-15.98,34.17,POINT (34.17 -15.98),1,1.7068644,139.0,18.0,1755.0,67.3,-0.52,7.85,134.78,108540.0,108540.0,267.0,216.0,12.0,110.32,129.97,3061.01,182.75,165.69,652.5,75.0,65.0,0.005800227,251.0,280.0,212.0,836.0,192.0,4.0,102.0,539.0,20.0,261.0,29.0,118.0,56.0,2630.0,354.0,146.0,208.0,269.0,228.0
8,8,1838307935,Raphicerus sharpei,-22.69216,31.015220000000006,POINT (31.01522 -22.69216),1,2.1989076,142.0,18.0,1698.11,67.61,-0.68,8.3,84.77,98316.0,98316.0,254.0,200.0,12.0,98.62,98.62,3604.55,178.26,178.26,581.0,79.0,54.0,0.00928017,227.0,259.0,186.0,550.0,113.0,3.0,89.0,321.0,12.0,321.0,12.0,134.0,60.0,2912.0,327.0,107.0,220.0,259.0,186.0
9,9,1914348751,Raphicerus sharpei,-23.16776,31.502317,POINT (31.502317 -23.16776),1,5.562514,137.0,22.0,1749.95,75.26,-0.75,10.45,58.67,98766.0,98766.0,253.0,213.0,12.0,101.14,101.14,3723.46,184.48,184.48,564.0,102.0,59.0,0.0011554931,228.0,268.0,176.0,433.0,81.0,3.0,79.0,228.0,14.0,228.0,14.0,143.0,56.0,3664.0,334.0,83.0,251.0,268.0,176.0
