,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1881810985,Rusa timorensis,-21.38713,165.14471,POINT (165.14471 -21.38713),1,-3.4e+38,132.0,41.0,1265.36,27.67,0.08,5.95,359.01,99756.0,99756.0,237.0,227.0,12.0,86.34,102.67,2514.36,125.41,125.41,599.5,146.0,63.0,-3.4e+38,231.0,258.0,202.0,1381.0,214.0,58.0,47.0,606.0,179.0,606.0,203.0,72.0,55.0,2153.0,292.0,162.0,130.0,258.0,209.0
1,1,1074846399,Rusa timorensis,-34.39785,150.831974,POINT (150.831974 -34.39785),1,2.7254436,129.0,21.0,1129.45,20.81,0.25,11.0,247.05,65268.0,65268.0,143.0,152.0,11.0,46.41,61.57,4083.4,141.86,126.74,334.0,184.0,63.0,0.026897606,151.0,198.0,99.0,1500.0,182.0,66.0,28.0,506.0,236.0,429.0,331.0,102.0,48.0,3849.0,251.0,40.0,211.0,196.0,106.0
2,2,1881810693,Rusa timorensis,-21.296,165.53026,POINT (165.53026 -21.296),1,0.13167901,121.0,41.0,1257.13,23.52,0.29,6.0,454.21,96480.0,96480.0,230.0,219.0,12.0,85.59,101.71,2555.05,124.92,124.92,576.0,151.0,61.0,0.03941688,223.0,250.0,194.0,1783.0,279.0,73.0,48.0,788.0,227.0,788.0,258.0,73.0,54.0,2181.0,286.0,153.0,133.0,250.0,201.0
3,3,1881810760,Rusa timorensis,-21.29567,165.62666000000004,POINT (165.62666 -21.29567),1,6.0665884,121.0,41.0,1265.54,23.47,0.3,6.05,462.81,97308.0,97308.0,232.0,221.0,12.0,86.34,102.72,2560.17,125.5,125.5,582.5,151.0,61.0,0.053924568,225.0,252.0,196.0,1818.0,284.0,74.0,48.0,803.0,230.0,803.0,263.0,73.0,54.0,2185.0,288.0,155.0,133.0,252.0,204.0
4,4,1071810917,Rusa timorensis,-34.460304,150.733148,POINT (150.733148 -34.460304),1,1.7611251,139.0,18.0,1123.37,17.98,0.27,11.1,251.11,63612.0,63612.0,138.0,147.0,9.0,45.17,60.13,4168.44,142.78,127.24,322.0,184.0,63.0,0.059160363,147.0,195.0,94.0,1538.0,192.0,71.0,28.0,520.0,241.0,437.0,331.0,103.0,48.0,3916.0,250.0,37.0,213.0,193.0,102.0
5,5,1452760584,Rusa timorensis,-34.262399,150.939399,POINT (150.939399 -34.262399),1,-3.4e+38,133.0,21.0,1118.22,17.82,0.29,10.6,270.02,68400.0,68400.0,151.0,164.0,12.0,47.38,62.49,3889.44,137.98,123.8,360.0,156.0,43.0,-3.4e+38,158.0,203.0,108.0,1565.0,195.0,65.0,30.0,541.0,244.0,454.0,346.0,97.0,48.0,3732.0,252.0,51.0,201.0,202.0,115.0
6,6,1071801270,Rusa timorensis,-34.248762,150.918879,POINT (150.918879 -34.248762),1,-3.4e+38,133.0,21.0,1130.47,17.05,0.26,10.75,258.36,68778.0,68778.0,152.0,165.0,12.0,48.11,63.24,3917.97,139.28,125.02,361.0,156.0,43.0,-3.4e+38,159.0,205.0,108.0,1520.0,187.0,63.0,30.0,524.0,241.0,442.0,342.0,99.0,48.0,3774.0,254.0,50.0,204.0,204.0,115.0
7,7,1451789771,Rusa timorensis,-29.558083,151.644794,POINT (151.644794 -29.558083),1,5.5185804,132.0,14.0,1314.25,38.6,-0.37,13.55,109.58,61002.0,61002.0,134.0,140.0,9.0,54.99,68.59,4588.92,162.89,162.89,279.0,139.0,66.0,0.017856006,141.0,200.0,76.0,833.0,106.0,41.0,31.0,301.0,143.0,301.0,152.0,133.0,50.0,4837.0,269.0,4.0,265.0,200.0,112.0
8,8,1071890691,Rusa timorensis,-34.192723,150.98409099999995,POINT (150.984091 -34.192723),1,-3.4e+38,133.0,21.0,1130.47,17.05,0.26,10.75,258.36,68778.0,68778.0,152.0,165.0,12.0,48.11,63.24,3917.97,139.28,125.02,361.0,156.0,43.0,-3.4e+38,159.0,205.0,108.0,1520.0,187.0,63.0,30.0,524.0,241.0,442.0,342.0,99.0,48.0,3774.0,254.0,50.0,204.0,204.0,115.0
9,9,1571053538,Rusa timorensis,-34.373426,150.828381,POINT (150.828381 -34.373426),1,2.7254436,129.0,21.0,1129.45,20.81,0.25,11.0,247.05,65268.0,65268.0,143.0,152.0,11.0,46.41,61.57,4083.4,141.86,126.74,334.0,184.0,63.0,0.026897606,151.0,198.0,99.0,1500.0,182.0,66.0,28.0,506.0,236.0,429.0,331.0,102.0,48.0,3849.0,251.0,40.0,211.0,196.0,106.0
10,10,1881810961,Rusa timorensis,-21.83212,166.49975,POINT (166.49975 -21.83212),1,-3.4e+38,119.0,39.0,1280.13,26.65,0.22,6.6,393.38,94968.0,94968.0,224.0,215.0,12.0,84.53,120.49,2844.41,128.79,128.79,566.0,210.0,48.0,-3.4e+38,219.0,249.0,188.0,1636.0,224.0,71.0,39.0,646.0,230.0,646.0,266.0,77.0,54.0,2392.0,288.0,147.0,141.0,249.0,210.0
11,11,1881810710,Rusa timorensis,-21.92671,165.91986,POINT (165.91986 -21.92671),1,-3.4e+38,132.0,41.0,1333.36,37.04,-0.22,6.6,243.37,99018.0,99018.0,236.0,224.0,12.0,88.87,125.72,2923.34,133.72,133.72,595.0,0.0,63.0,-3.4e+38,229.0,259.0,198.0,1044.0,149.0,45.0,41.0,431.0,147.0,431.0,175.0,80.0,55.0,2366.0,299.0,154.0,145.0,259.0,220.0
12,12,1070761451,Rusa timorensis,-34.078658000000004,151.063931,POINT (151.063931 -34.078658),1,0.44557282,160.0,18.0,1164.96,29.53,0.05,10.85,206.01,73710.0,73710.0,164.0,177.0,12.0,50.92,66.51,3919.32,141.63,127.35,394.0,156.0,43.0,0.010793517,171.0,216.0,119.0,1222.0,153.0,55.0,29.0,414.0,197.0,345.0,278.0,99.0,48.0,3815.0,264.0,59.0,205.0,215.0,126.0
13,13,1881810780,Rusa timorensis,-22.19425,166.40658,POINT (166.40658 -22.19425),1,-3.4e+38,132.0,41.0,1272.35,41.01,-0.21,6.5,246.97,98676.0,98676.0,231.0,224.0,12.0,84.09,120.23,2832.79,127.96,127.96,592.0,146.0,63.0,-3.4e+38,228.0,258.0,197.0,1001.0,134.0,43.0,35.0,360.0,138.0,360.0,176.0,73.0,53.0,2381.0,295.0,158.0,137.0,258.0,219.0
14,14,1915840868,Rusa timorensis,-34.394423,150.858869,POINT (150.858869 -34.394423),1,-3.4e+38,129.0,21.0,1130.49,21.07,0.24,10.5,259.48,70182.0,70182.0,156.0,168.0,12.0,48.28,63.62,3898.53,138.97,124.73,374.0,184.0,63.0,-3.4e+38,162.0,207.0,113.0,1491.0,189.0,63.0,30.0,517.0,223.0,433.0,314.0,97.0,48.0,3683.0,255.0,56.0,199.0,206.0,119.0
15,15,1070110493,Rusa timorensis,-34.206553,150.96489,POINT (150.96489 -34.206553),1,-3.4e+38,133.0,21.0,1130.47,17.05,0.26,10.75,258.36,68778.0,68778.0,152.0,165.0,12.0,48.11,63.24,3917.97,139.28,125.02,361.0,156.0,43.0,-3.4e+38,159.0,205.0,108.0,1520.0,187.0,63.0,30.0,524.0,241.0,442.0,342.0,99.0,48.0,3774.0,254.0,50.0,204.0,204.0,115.0
16,16,1071575313,Rusa timorensis,-34.083171,151.057298,POINT (151.057298 -34.083171),1,0.44557282,160.0,18.0,1164.96,29.53,0.05,10.85,206.01,73710.0,73710.0,164.0,177.0,12.0,50.92,66.51,3919.32,141.63,127.35,394.0,156.0,43.0,0.010793517,171.0,216.0,119.0,1222.0,153.0,55.0,29.0,414.0,197.0,345.0,278.0,99.0,48.0,3815.0,264.0,59.0,205.0,215.0,126.0
17,17,1453770733,Rusa timorensis,-13.636181,136.946705,POINT (136.946705 -13.636181),1,-3.4e+38,-3.4e+38,-3.4e+38,1595.19,73.08,-0.23,6.45,265.04,116730.0,116730.0,279.0,256.0,12.0,105.82,121.99,2324.79,156.06,139.91,710.5,-3.4e+38,-3.4e+38,-3.4e+38,270.0,294.0,237.0,1231.0,274.0,1.0,102.0,776.0,8.0,441.0,14.0,89.0,57.0,2193.0,342.0,187.0,155.0,286.0,243.0
