,taxon_name,gbif_id,decimal_longitude,decimal_latitude,present/pseudo_absent
0,Ammotragus lervia,1501030281,-1.19,39.06,1
1,Ammotragus lervia,1820951638,-1.24,37.889998999999996,1
2,Ammotragus lervia,164891270,-1.01,37.889998999999996,1
3,Ammotragus lervia,1820951625,-1.46,37.889998999999996,1
4,Ammotragus lervia,1820951346,-1.58,37.889998999999996,1
5,Ammotragus lervia,1500972090,-0.16,38.71,1
6,Ammotragus lervia,1500971613,-0.64,38.52,1
7,Ammotragus lervia,1502245609,-0.95,38.52,1
8,Ammotragus lervia,1500973540,-0.68,38.52,1
9,Ammotragus lervia,1500973410,-0.55,38.52,1
10,Ammotragus lervia,1500973732,-0.74,38.52,1
11,Ammotragus lervia,1500973721,-0.72,38.52,1
12,Ammotragus lervia,1500973737,-0.73,38.52,1
13,Ammotragus lervia,1500972003,-0.65,38.52,1
14,Ammotragus lervia,1500973749,-0.71,38.52,1
15,Ammotragus lervia,1500971667,-0.56,38.52,1
16,Ammotragus lervia,1501757017,-0.53,38.66,1
17,Ammotragus lervia,1502330069,-0.28,38.66,1
18,Ammotragus lervia,1500973524,-0.71,38.66,1
19,Ammotragus lervia,1500973522,-0.68,38.66,1
20,Ammotragus lervia,1500753091,-0.55,38.66,1
21,Ammotragus lervia,1500973517,-0.69,38.66,1
22,Ammotragus lervia,1500973484,-0.73,38.66,1
23,Ammotragus lervia,1500753100,-0.54,38.66,1
24,Ammotragus lervia,1501560923,-0.47,38.66,1
25,Ammotragus lervia,1502343421,-0.48,38.66,1
26,Ammotragus lervia,1501395261,-0.56,38.66,1
27,Ammotragus lervia,1501394596,-0.51,38.66,1
28,Ammotragus lervia,1501756315,-0.45,38.66,1
29,Ammotragus lervia,1501991193,-0.31,38.66,1
30,Ammotragus lervia,1500971964,-0.64,38.66,1
31,Ammotragus lervia,1500999142,-0.52,38.66,1
32,Ammotragus lervia,1500973538,-0.27,38.62,1
33,Ammotragus lervia,1501981876,-0.47,38.62,1
34,Ammotragus lervia,1502349356,-0.69,38.62,1
35,Ammotragus lervia,1501642603,-0.44,38.62,1
36,Ammotragus lervia,1500973568,-0.24,38.62,1
37,Ammotragus lervia,164891246,-2.26,37.540001000000004,1
38,Ammotragus lervia,164891243,-2.15,37.540001000000004,1
39,Ammotragus lervia,1500973268,-0.15,38.81,1
40,Ammotragus lervia,1500973218,-0.14,38.81,1
41,Ammotragus lervia,1500973563,-0.71,38.47,1
42,Ammotragus lervia,1500973679,-0.65,38.47,1
43,Ammotragus lervia,1500973631,-0.66,38.47,1
44,Ammotragus lervia,1500973571,-0.73,38.47,1
