,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,20852,854105,1677169690,,HUMAN_OBSERVATION,2013-01-19 00:00:00+00:00,30.464359,34.938648,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (34.938648 30.464359),"(34.938648, 30.464359)",True,2013,1
3,81761,915014,1039517571,PhysicalObject,PRESERVED_SPECIMEN,1963-11-14 00:00:00+00:00,30.203614,29.617758,854f602e-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (29.617758 30.203614),"(29.617758, 30.203614)",True,1963,11
4,81823,915076,1039521986,PhysicalObject,PRESERVED_SPECIMEN,1963-11-11 00:00:00+00:00,23.9028,32.3194,854f602e-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,4,4,POINT (32.3194 23.9028),"(32.3194, 23.9028)",True,1963,11
5,81870,915123,1039525776,PhysicalObject,PRESERVED_SPECIMEN,1963-11-16 00:00:00+00:00,28.07198,29.541807,854f602e-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,5,6,POINT (29.541807 28.07198),"(29.541807, 28.07198)",True,1963,11
6,81888,915141,1039527100,PhysicalObject,PRESERVED_SPECIMEN,1963-04-01 00:00:00+00:00,19.14311,30.815379,854f602e-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,5,6,POINT (30.815379 19.14311),"(30.815379, 19.14311)",True,1963,4
7,85350,918603,84005395,,OBSERVATION,1978-11-10 00:00:00+00:00,30.858273,34.467123,8582b50a-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (34.467123 30.858273),"(34.467123, 30.858273)",True,1978,11
8,85351,918604,84005468,,OBSERVATION,1978-11-05 00:00:00+00:00,30.895661,34.752368,8582b50a-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (34.752368 30.895661),"(34.752368, 30.895661)",True,1978,11
9,85353,918606,84005563,,OBSERVATION,1978-10-15 00:00:00+00:00,31.105431,34.653894,8582b50a-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (34.653894 31.105431),"(34.653894, 31.105431)",True,1978,10
10,85354,918607,84005574,,OBSERVATION,1978-10-21 00:00:00+00:00,31.119634,34.43366,8582b50a-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,5,POINT (34.43366 31.119634),"(34.43366, 31.119634)",True,1978,10
11,85359,918612,84005763,,OBSERVATION,1979-05-28 00:00:00+00:00,30.444216,34.636826,8582b50a-f762-11e1-a439-00145eb45e9a,0,Gazella dorcas,105674,5220149,Gazella dorcas,6,6,POINT (34.636826 30.444216),"(34.636826, 30.444216)",True,1979,5
