,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,21552,854805,1677293884,,HUMAN_OBSERVATION,2016-02-19 09:41:00+00:00,34.333647,77.138564,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (77.138564 34.333647),"(77.138564, 34.333647)",True,2016,2
1,62385,895638,1899791956,,HUMAN_OBSERVATION,2018-08-19 15:05:00+00:00,41.939288,78.420918,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (78.420918 41.939288),"(78.420918, 41.939288)",True,2018,8
2,62387,895640,1899792070,,HUMAN_OBSERVATION,2018-08-20 13:11:00+00:00,41.999195,78.237189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (78.237189 41.999195),"(78.237189, 41.999195)",True,2018,8
3,62389,895642,1899792169,,HUMAN_OBSERVATION,2018-08-20 16:13:00+00:00,41.935592,78.42219200000002,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,14,POINT (78.42219200000002 41.935592),"(78.42219200000002, 41.935592)",True,2018,8
4,62438,895691,1899798637,,HUMAN_OBSERVATION,2017-05-16 15:19:00+00:00,41.922259,78.47288499999998,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,14,POINT (78.47288499999998 41.922259),"(78.47288499999998, 41.922259)",True,2017,5
5,115994,949247,1914326137,,HUMAN_OBSERVATION,2018-09-17 17:56:00+00:00,47.525817,92.718364,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (92.71836399999999 47.525817),"(92.718364, 47.525817)",True,2018,9
6,274958,1108211,1831124932,,HUMAN_OBSERVATION,2015-07-07 00:00:00+00:00,42.32,78.492,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,2,3,POINT (78.492 42.32),"(78.492, 42.32)",True,2015,7
8,311943,1145196,1453247890,,HUMAN_OBSERVATION,2015-07-27 00:00:00+00:00,42.453,74.675,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,3,3,POINT (74.675 42.453),"(74.675, 42.453)",True,2015,7
10,348011,1181264,899942978,,HUMAN_OBSERVATION,2013-07-04 00:00:00+00:00,50.014099,89.246578,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (89.246578 50.014099),"(89.246578, 50.014099)",True,2013,7
14,389598,1222851,920872343,,HUMAN_OBSERVATION,2004-07-03 00:00:00+00:00,42.585445,76.387939,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (76.387939 42.585445),"(76.387939, 42.585445)",True,2004,7
18,580388,1413641,665898927,PhysicalObject,PRESERVED_SPECIMEN,1965-08-14 00:00:00+00:00,36.71667100000001,71.782829,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Capra sibirica,105968,2441052,Capra sibirica,14,6,POINT (71.78282900000001 36.71667100000001),"(71.782829, 36.71667100000001)",True,1965,8
22,580770,1414023,665914817,PhysicalObject,PRESERVED_SPECIMEN,1922-07-28 00:00:00+00:00,44.583328,102.066673,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Capra sibirica,105968,2441052,Capra sibirica,6,6,POINT (102.066673 44.583328),"(102.066673, 44.583328)",True,1922,7
