,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,22694,855947,1586105933,,HUMAN_OBSERVATION,2009-11-22 07:23:00+00:00,-34.139328000000006,20.437552,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,15,6,POINT (20.437552 -34.13932800000001),"(20.437552, -34.139328000000006)",True,2009,11
2,116079,949332,1914337615,,HUMAN_OBSERVATION,2018-09-29 08:38:00+00:00,-34.416034,19.425718,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,6,POINT (19.425718 -34.416034),"(19.425718, -34.416034)",True,2018,9
3,243291,1076544,1134971190,,HUMAN_OBSERVATION,2010-12-30 00:00:00+00:00,-25.778131,30.021065000000004,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,15,POINT (30.021065 -25.778131),"(30.021065000000004, -25.778131)",True,2010,12
4,267898,1101151,1453364900,,HUMAN_OBSERVATION,2016-10-09 13:14:00+00:00,-34.12934,20.436023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,5,6,POINT (20.436023 -34.12934),"(20.436023, -34.12934)",True,2016,10
5,267934,1101187,1453368952,,HUMAN_OBSERVATION,2014-05-10 09:32:00+00:00,-30.640761,28.046171,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,6,POINT (28.046171 -30.640761),"(28.046171, -30.640761)",True,2014,5
7,275104,1108357,1831167424,,HUMAN_OBSERVATION,2017-12-24 17:36:00+00:00,-34.002299,20.568257,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,6,POINT (20.568257 -34.002299),"(20.568257, -34.002299)",True,2017,12
8,293156,1126409,1836567958,,HUMAN_OBSERVATION,2015-05-04 11:49:00+00:00,-28.489603,28.607887,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,6,POINT (28.607887 -28.489603),"(28.607887, -28.489603)",True,2015,5
9,294656,1127909,1837081346,,HUMAN_OBSERVATION,2018-03-23 09:51:00+00:00,-29.848704,29.16498,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,5,POINT (29.16498 -29.848704),"(29.16498, -29.848704)",True,2018,3
11,348868,1182121,1848781149,,HUMAN_OBSERVATION,2018-05-27 08:47:00+00:00,-34.170346,19.41668,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,5,POINT (19.41668 -34.170346),"(19.41668, -34.170346)",True,2018,5
12,348891,1182144,1848784495,,HUMAN_OBSERVATION,2018-05-23 07:51:00+00:00,-28.417616,28.676808,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Pelea capreolus,106242,5220184,Pelea capreolus,6,6,POINT (28.676808 -28.417616),"(28.676808, -28.417616)",True,2018,5
