gbif_id,taxon_name,decimal_latitude,decimal_longitude
1555581434,Cervus elaphus,57.00499,-3.18454
79980678,Cervus elaphus,55.58028,13.42833
1529549881,Cervus elaphus,56.39791,-4.18884
1820942003,Cervus elaphus,42.130001,1.61
1529543747,Cervus elaphus,53.30345,-1.99396
1562610586,Cervus elaphus,54.94886,-4.73405
1700641517,Cervus elaphus,57.11717,-3.85001
1689379945,Cervus elaphus,56.845054,10.199935
1869051746,Cervus elaphus,45.04948,6.4941
1700633772,Cervus elaphus,57.41932,-2.00914
1877773729,Cervus elaphus,42.58083,2.08762
1700619906,Cervus elaphus,56.91161,-3.35567
1863141300,Cervus elaphus,47.99951,7.22565
1238736018,Cervus elaphus,59.507737,6.201097
1862809086,Cervus elaphus,44.02313,3.43655
1556398423,Cervus elaphus,57.05908,-5.03832
1861702418,Cervus elaphus,45.49093,6.77822
1556398453,Cervus elaphus,57.05259,-4.93388
1700613685,Cervus elaphus,57.19875,-3.65162
1579919785,Cervus elaphus,54.394203,12.514715
921004472,Cervus elaphus,47.518127,10.323973
1542162624,Cervus elaphus,56.9931,-3.53476
1820940907,Cervus elaphus,36.810001,-4.63
1529460783,Cervus elaphus,57.53853,-5.42664
1529463949,Cervus elaphus,56.96217,-4.93746
1700631602,Cervus elaphus,57.27484,-3.60361
1678912405,Cervus elaphus,54.999133,9.014335
1880824614,Cervus elaphus,48.69955,1.84499
1879834345,Cervus elaphus,42.9151,0.49142
1700896121,Cervus elaphus,56.65012,-5.01919
1694133425,Cervus elaphus,56.913624,10.218427
243789750,Cervus elaphus,37.916,-2.891
1856103002,Cervus elaphus,49.33455,3.06878
1433195815,Cervus elaphus,58.318929,12.048762
1531698076,Cervus elaphus,52.96316,1.05093
1862827447,Cervus elaphus,44.38001,3.94139
1529546091,Cervus elaphus,56.57447,-4.36184
1529542262,Cervus elaphus,56.67156,-5.06172
1676826564,Cervus elaphus,50.584026,6.42771
723459087,Cervus elaphus,59.033912,22.655304
1684857695,Cervus elaphus,56.246751,8.93087
1558915472,Cervus elaphus,56.38711,-4.75285
