,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
17,21167,854420,1677268195,,HUMAN_OBSERVATION,2017-05-03 12:41:17+00:00,-34.390545,20.479575,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,6,6,POINT (20.479575 -34.390545),"(20.479575, -34.390545)",True,2017,5
18,22698,855951,1586106010,,HUMAN_OBSERVATION,2009-11-22 07:24:00+00:00,-34.003196,20.532095,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,6,6,POINT (20.532095 -34.003196),"(20.532095, -34.003196)",True,2009,11
28,66469,899722,1563440685,,HUMAN_OBSERVATION,2010-03-09 05:41:47+00:00,-26.119685,31.097832,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus phillipsi,105622,4262634,Damaliscus pygargus,6,6,POINT (31.097832 -26.119685),"(31.097832, -26.119685)",True,2010,3
29,67659,900912,1847533574,,HUMAN_OBSERVATION,2018-05-14 11:06:00+00:00,-34.192244,20.474061,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,6,6,POINT (20.474061 -34.192244),"(20.474061, -34.192244)",True,2018,5
31,70386,903639,1099963841,,HUMAN_OBSERVATION,2009-08-22 07:45:53+00:00,-34.013453000000005,20.549679,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,15,6,POINT (20.549679 -34.01345300000001),"(20.549679, -34.013453000000005)",True,2009,8
41,203303,1036556,891142735,,HUMAN_OBSERVATION,2010-11-22 00:00:00+00:00,-34.016273,20.558707,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,6,6,POINT (20.558707 -34.016273),"(20.558707, -34.016273)",True,2010,11
42,203788,1037041,891757422,,HUMAN_OBSERVATION,2013-09-28 00:00:00+00:00,-25.877777,28.274589,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus phillipsi,105622,4262634,Damaliscus pygargus,6,6,POINT (28.274589 -25.877777),"(28.274589, -25.877777)",True,2013,9
43,243239,1076492,1134962817,,HUMAN_OBSERVATION,2008-10-30 18:12:00+00:00,-26.495186,31.195253000000005,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus phillipsi,105622,4262634,Damaliscus pygargus,6,15,POINT (31.195253 -26.495186),"(31.195253000000005, -26.495186)",True,2008,10
45,243299,1076552,1134971480,,HUMAN_OBSERVATION,2011-01-03 00:00:00+00:00,-28.515744,28.632452,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus phillipsi,105622,4262634,Damaliscus pygargus,6,6,POINT (28.632452 -28.515744),"(28.632452, -28.515744)",True,2011,1
47,267897,1101150,1453364888,,HUMAN_OBSERVATION,2016-10-09 13:47:00+00:00,-34.100134999999995,20.488778,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,15,6,POINT (20.488778 -34.10013499999999),"(20.488778, -34.100134999999995)",True,2016,10
48,267899,1101152,1453364912,,HUMAN_OBSERVATION,2016-10-09 11:20:00+00:00,-34.100535,20.449147,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Damaliscus pygargus pygargus,105621,7261432,Damaliscus pygargus,6,6,POINT (20.449147 -34.100535),"(20.449147, -34.100535)",True,2016,10
