,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
1,29093,862346,1890043175,,HUMAN_OBSERVATION,2018-07-27 09:29:00+00:00,-28.691038,31.99175,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,6,5,POINT (31.99175 -28.691038),"(31.99175, -28.691038)",True,2018,7
3,29338,862591,1890070827,,HUMAN_OBSERVATION,2007-01-18 09:28:00+00:00,-27.06918,32.425412,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,6,POINT (32.425412 -27.06918),"(32.425412, -27.06918)",True,2007,1
4,29352,862605,1890070888,,HUMAN_OBSERVATION,2007-01-18 08:19:00+00:00,-27.002884,32.448381,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,6,6,POINT (32.448381 -27.002884),"(32.448381, -27.002884)",True,2007,1
5,29382,862635,1890071080,,HUMAN_OBSERVATION,2007-01-16 08:33:00+00:00,-28.246087,32.237553000000005,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,15,POINT (32.23755300000001 -28.246087),"(32.237553000000005, -28.246087)",True,2007,1
9,37243,870496,1880634087,,HUMAN_OBSERVATION,2010-08-27 09:50:00+00:00,-28.957956,31.777029,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.777029 -28.957956),"(31.777029, -28.957956)",True,2010,8
22,309559,1142812,1806007006,,HUMAN_OBSERVATION,2017-11-28 00:00:00+00:00,-7.672205,38.085823,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,6,6,POINT (38.085823 -7.672205),"(38.085823, -7.672205)",True,2017,11
23,311821,1145074,1453235883,,HUMAN_OBSERVATION,2009-09-16 00:00:00+00:00,-26.997613,32.447026,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,6,6,POINT (32.447026 -26.997613),"(32.447026, -26.997613)",True,2009,9
24,313100,1146353,1901047113,,HUMAN_OBSERVATION,2018-09-01 16:09:00+00:00,-28.21645,32.421352,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,6,POINT (32.421352 -28.21645),"(32.421352, -28.21645)",True,2018,9
25,313661,1146914,1920813617,,HUMAN_OBSERVATION,2018-08-29 20:38:00+00:00,-28.945301,31.68208,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,5,POINT (31.68208 -28.945301),"(31.68208, -28.945301)",True,2018,8
28,384885,1218138,1850908161,,HUMAN_OBSERVATION,2018-05-27 15:58:00+00:00,-28.24208,32.383732,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,5,6,POINT (32.383732 -28.24208),"(32.383732, -28.24208)",True,2018,5
32,399601,1232854,921018515,,HUMAN_OBSERVATION,2001-07-18 00:00:00+00:00,-27.797472,32.238636,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Cephalophus natalensis,106093,2441168,Cephalophus natalensis,6,6,POINT (32.238636 -27.797472),"(32.238636, -27.797472)",True,2001,7
35,402192,1235445,1839231526,,HUMAN_OBSERVATION,2016-08-08 00:00:00+00:00,-28.19562,32.433505,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,6,POINT (32.433505 -28.19562),"(32.433505, -28.19562)",True,2016,8
36,402207,1235460,1839233801,,HUMAN_OBSERVATION,2016-08-20 00:00:00+00:00,-28.316440000000004,32.410586,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,15,6,POINT (32.410586 -28.31644),"(32.410586, -28.316440000000004)",True,2016,8
38,402983,1236236,1838332195,,HUMAN_OBSERVATION,2011-12-31 00:00:00+00:00,-28.875648,31.788744,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.788744 -28.875648),"(31.788744, -28.875648)",True,2011,12
41,403073,1236326,1838337984,,HUMAN_OBSERVATION,2013-09-12 00:00:00+00:00,-28.084377000000003,32.447666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,15,6,POINT (32.447666 -28.084377),"(32.447666, -28.084377000000003)",True,2013,9
43,403378,1236631,1838356518,,HUMAN_OBSERVATION,2014-08-01 00:00:00+00:00,-28.96781,31.77748,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,5,POINT (31.77748 -28.96781),"(31.77748, -28.96781)",True,2014,8
44,403380,1236633,1838356696,,HUMAN_OBSERVATION,2014-08-02 00:00:00+00:00,-28.991864,31.659202,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.659202 -28.991864),"(31.659202, -28.991864)",True,2014,8
47,403686,1236939,1838373227,,HUMAN_OBSERVATION,2012-10-27 00:00:00+00:00,-28.25805,32.467706,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,6,POINT (32.467706 -28.25805),"(32.467706, -28.25805)",True,2012,10
49,403953,1237206,1838388189,,HUMAN_OBSERVATION,2015-03-21 00:00:00+00:00,-28.89133,31.711474,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,5,6,POINT (31.711474 -28.89133),"(31.711474, -28.89133)",True,2015,3
50,404007,1237260,1838391812,,HUMAN_OBSERVATION,2015-11-16 00:00:00+00:00,-28.896209,31.715427,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.715427 -28.896209),"(31.715427, -28.896209)",True,2015,11
51,404187,1237440,1838405813,,HUMAN_OBSERVATION,2016-09-16 00:00:00+00:00,-28.876641,31.797774,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.797774 -28.876641),"(31.797774, -28.876641)",True,2016,9
52,404190,1237443,1838406108,,HUMAN_OBSERVATION,2016-01-03 00:00:00+00:00,-28.960542,31.721928,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.721928 -28.960542),"(31.721928, -28.960542)",True,2016,1
53,404203,1237456,1838407587,,HUMAN_OBSERVATION,2016-03-13 00:00:00+00:00,-28.883735,31.752859,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.752859 -28.883735),"(31.752859, -28.883735)",True,2016,3
54,404220,1237473,1838409247,,HUMAN_OBSERVATION,2016-09-18 00:00:00+00:00,-28.995315,31.795298,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.795298 -28.995315),"(31.795298, -28.995315)",True,2016,9
55,404229,1237482,1838410156,,HUMAN_OBSERVATION,2016-09-19 00:00:00+00:00,-28.872795,31.779437,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.779437 -28.872795),"(31.779437, -28.872795)",True,2016,9
56,404230,1237483,1838410165,,HUMAN_OBSERVATION,2016-09-19 00:00:00+00:00,-28.831436,31.728772,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.728772 -28.831436),"(31.728772, -28.831436)",True,2016,9
57,404231,1237484,1838410174,,HUMAN_OBSERVATION,2016-09-19 00:00:00+00:00,-28.808227,31.663371,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Cephalophus natalensis natalensis,106095,7261399,Cephalophus natalensis,6,6,POINT (31.663371 -28.808227),"(31.663371, -28.808227)",True,2016,9
