,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,16459,849712,1676784017,,HUMAN_OBSERVATION,2014-04-22 00:00:00+00:00,30.853605,34.787521000000005,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,15,POINT (34.78752100000001 30.853605),"(34.787521000000005, 30.853605)",True,2014,4
1,20239,853492,1676823278,,HUMAN_OBSERVATION,2014-05-01 00:00:00+00:00,31.590088,35.39292899999999,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,14,POINT (35.39292899999999 31.590088),"(35.39292899999999, 31.590088)",True,2014,5
4,66284,899537,1562975667,,HUMAN_OBSERVATION,2017-03-25 17:10:59+00:00,30.764479,34.916576,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.916576 30.764479),"(34.916576, 30.764479)",True,2017,3
5,66288,899541,1562975715,,HUMAN_OBSERVATION,2017-03-26 08:21:37+00:00,30.682673,34.988524,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.988524 30.682673),"(34.988524, 30.682673)",True,2017,3
6,68725,901978,1586932369,,HUMAN_OBSERVATION,2017-08-05 00:24:00+00:00,30.750152000000003,34.803665,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,15,6,POINT (34.803665 30.750152),"(34.803665, 30.750152000000003)",True,2017,8
7,68726,901979,1586932426,,HUMAN_OBSERVATION,2017-08-05 00:43:00+00:00,30.690992,34.891391,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.891391 30.690992),"(34.891391, 30.690992)",True,2017,8
8,68819,902072,1586945777,,HUMAN_OBSERVATION,2017-08-05 02:20:00+00:00,30.813161,34.738294,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.738294 30.813161),"(34.738294, 30.813161)",True,2017,8
10,99460,932713,932757568,,HUMAN_OBSERVATION,1992-04-14 00:00:00+00:00,30.822948,34.755592,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.755592 30.822948),"(34.755592, 30.822948)",True,1992,4
14,106864,940117,1883486485,,HUMAN_OBSERVATION,2018-06-19 08:51:00+00:00,30.892905,34.791183000000004,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,15,POINT (34.791183 30.892905),"(34.791183000000004, 30.892905)",True,2018,6
16,269263,1102516,1453504548,,HUMAN_OBSERVATION,2017-03-11 13:31:00+00:00,30.850291,34.889316,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.889316 30.850291),"(34.889316, 30.850291)",True,2017,3
19,307827,1141080,1805908702,,HUMAN_OBSERVATION,2017-12-05 00:00:00+00:00,30.830845,34.960415000000005,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,15,POINT (34.960415 30.830845),"(34.960415000000005, 30.830845)",True,2017,12
20,307931,1141184,1805909789,,HUMAN_OBSERVATION,2017-12-08 00:00:00+00:00,30.852648,34.782158,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.782158 30.852648),"(34.782158, 30.852648)",True,2017,12
21,335625,1168878,1092900641,,HUMAN_OBSERVATION,2012-11-15 00:00:00+00:00,31.421219,35.358042,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.358042 31.421219),"(35.358042, 31.421219)",True,2012,11
22,348042,1181295,899944004,,HUMAN_OBSERVATION,2013-12-31 00:00:00+00:00,31.284881,35.283118,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.283118 31.284881),"(35.283118, 31.284881)",True,2013,12
23,348193,1181446,899963978,,HUMAN_OBSERVATION,2012-06-20 00:00:00+00:00,31.419583000000006,35.306108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,15,6,POINT (35.306108 31.41958300000001),"(35.306108, 31.419583000000006)",True,2012,6
25,379375,1212628,1248683763,Event,MACHINE_OBSERVATION,2014-01-01 00:00:00+00:00,31.007009000000004,34.874379,cdae52c7-a6f2-460e-b0e9-33c795a34224,0,Capra nubiana,105964,2441049,Capra nubiana,15,6,POINT (34.874379 31.007009),"(34.874379, 31.007009000000004)",True,2014,1
239,387308,1220561,920843986,,HUMAN_OBSERVATION,2000-03-10 00:00:00+00:00,31.470793,35.389271,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.389271 31.470793),"(35.389271, 31.470793)",True,2000,3
240,389363,1222616,920869483,,HUMAN_OBSERVATION,2002-10-19 00:00:00+00:00,30.872761,34.884338,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.884338 30.872761),"(34.884338, 30.872761)",True,2002,10
241,389407,1222660,920870053,,HUMAN_OBSERVATION,2012-06-25 00:00:00+00:00,31.313168,35.328598,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.328598 31.313168),"(35.328598, 31.313168)",True,2012,6
244,393888,1227141,920926147,,HUMAN_OBSERVATION,1992-11-03 00:00:00+00:00,31.455511,35.3713,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,4,POINT (35.3713 31.455511),"(35.3713, 31.455511)",True,1992,11
247,395587,1228840,920947060,,HUMAN_OBSERVATION,2012-03-18 00:00:00+00:00,31.453634,35.38722199999999,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,14,POINT (35.38722199999999 31.453634),"(35.38722199999999, 31.453634)",True,2012,3
252,397374,1230627,920968732,,HUMAN_OBSERVATION,2014-04-24 00:00:00+00:00,30.614157,34.800209,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.800209 30.614157),"(34.800209, 30.614157)",True,2014,4
255,398009,1231262,920976937,,HUMAN_OBSERVATION,2013-03-16 00:00:00+00:00,31.751526,35.455627,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.455627 31.751526),"(35.455627, 31.751526)",True,2013,3
256,546189,1379442,1807307557,,HUMAN_OBSERVATION,2018-02-01 11:08:00+00:00,30.59648,34.946005,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,5,6,POINT (34.946005 30.59648),"(34.946005, 30.59648)",True,2018,2
258,563338,1396591,1640098128,,HUMAN_OBSERVATION,2014-01-24 12:24:00+00:00,30.623478,34.934207,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (34.934207 30.623478),"(34.934207, 30.623478)",True,2014,1
260,579997,1413250,1143546732,,HUMAN_OBSERVATION,2015-09-14 00:00:00+00:00,31.402851,35.271248,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.271248 31.402851),"(35.271248, 31.402851)",True,2015,9
262,580340,1413593,665891138,PhysicalObject,PRESERVED_SPECIMEN,1965-07-06 00:00:00+00:00,27.283333,33.216667,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (33.216667 27.283333),"(33.216667, 27.283333)",True,1965,7
268,588367,1421620,1088896998,,HUMAN_OBSERVATION,2014-11-29 00:00:00+00:00,31.581654,35.310117,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capra nubiana,105964,2441049,Capra nubiana,6,6,POINT (35.310117 31.581654),"(35.310117, 31.581654)",True,2014,11
