,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,36248,869501,1880499779,,HUMAN_OBSERVATION,2018-06-02 16:28:00+00:00,2.324467,15.720577,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,6,POINT (15.720577 2.324467),"(15.720577, 2.324467)",True,2018,6
1,65603,898856,1562869233,,HUMAN_OBSERVATION,2010-11-10 00:00:00+00:00,-12.553143,30.234064,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,6,POINT (30.234064 -12.553143),"(30.234064, -12.553143)",True,2010,11
9,223673,1056926,1436941258,PhysicalObject,PRESERVED_SPECIMEN,1932-01-01 00:00:00+00:00,2.833333,20.75,8138eb72-f762-11e1-a439-00145eb45e9a,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,2,POINT (20.75 2.833333),"(20.75, 2.833333)",True,1932,1
12,223721,1056974,1436944443,PhysicalObject,PRESERVED_SPECIMEN,1938-06-12 00:00:00+00:00,-1.75,30.75,8138eb72-f762-11e1-a439-00145eb45e9a,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,2,2,POINT (30.75 -1.75),"(30.75, -1.75)",True,1938,6
14,224063,1057316,1436969699,PhysicalObject,PRESERVED_SPECIMEN,1939-08-18 00:00:00+00:00,-8.366667,29.633333,8138eb72-f762-11e1-a439-00145eb45e9a,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,6,POINT (29.633333 -8.366667),"(29.633333, -8.366667)",True,1939,8
23,232850,1066103,1438004390,,HUMAN_OBSERVATION,2013-09-30 00:00:00+00:00,6.5337,2.6599,19cb2741-a430-4139-8680-e11eba996978,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,4,4,POINT (2.6599 6.5337),"(2.6599, 6.5337)",True,2013,9
26,232861,1066114,1438004403,,HUMAN_OBSERVATION,2012-11-30 00:00:00+00:00,6.5262,2.7048,19cb2741-a430-4139-8680-e11eba996978,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,4,4,POINT (2.7048 6.5262),"(2.7048, 6.5262)",True,2012,11
28,247054,1080307,923592634,,HUMAN_OBSERVATION,2009-02-08 00:00:00+00:00,1.066642,35.035229,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,6,POINT (35.035229 1.066642),"(35.035229, 1.066642)",True,2009,2
29,247086,1080339,923605422,,HUMAN_OBSERVATION,2013-05-26 00:00:00+00:00,-19.377228,22.206802,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,6,6,POINT (22.206802 -19.377228),"(22.206802, -19.377228)",True,2013,5
31,275084,1108337,1831165591,,HUMAN_OBSERVATION,2013-10-31 00:00:00+00:00,1.0973959999999998,35.121145,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus spekii,105910,5220179,Tragelaphus spekii,16,6,POINT (35.121145 1.097396),"(35.121145, 1.0973959999999998)",True,2013,10
