,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,21377,854630,1677275624,,HUMAN_OBSERVATION,2017-08-27 14:38:00+00:00,-16.537667000000006,-56.722069,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Mazama gouazoubira,105284,7261375,Mazama gouazoubira,15,6,POINT (-56.722069 -16.53766700000001),"(-56.722069, -16.537667000000006)",True,2017,8
1,21662,854915,1677305162,,HUMAN_OBSERVATION,2015-08-29 06:30:00+00:00,-15.442047,-55.824464,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Mazama gouazoubira,105284,7261375,Mazama gouazoubira,6,6,POINT (-55.824464 -15.442047),"(-55.824464, -15.442047)",True,2015,8
3,29607,862860,1890096786,,HUMAN_OBSERVATION,2012-02-13 18:22:00+00:00,-28.519383,-57.073975,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Mazama gouazoubira,105284,7261375,Mazama gouazoubira,6,6,POINT (-57.073975 -28.519383),"(-57.073975, -28.519383)",True,2012,2
171,82588,915841,233875108,,HUMAN_OBSERVATION,2006-03-27 00:00:00+00:00,-26.8665,-59.6299,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,4,4,POINT (-59.6299 -26.8665),"(-59.6299, -26.8665)",True,2006,3
172,82589,915842,233875109,,HUMAN_OBSERVATION,2006-05-04 00:00:00+00:00,-26.81436,-59.61464,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,5,POINT (-59.61464 -26.81436),"(-59.61464, -26.81436)",True,2006,5
173,82618,915871,233875206,,HUMAN_OBSERVATION,2006-06-12 00:00:00+00:00,-28.02802,-58.07668,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,5,POINT (-58.07668 -28.02802),"(-58.07668, -28.02802)",True,2006,6
174,82619,915872,233875207,,HUMAN_OBSERVATION,2005-12-03 00:00:00+00:00,-28.02338,-58.06444000000001,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,14,POINT (-58.06444000000001 -28.02338),"(-58.06444000000001, -28.02338)",True,2005,12
175,82620,915873,233875208,,HUMAN_OBSERVATION,2003-05-19 00:00:00+00:00,-28.01876,-58.02876,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,5,POINT (-58.02876 -28.01876),"(-58.02876, -28.01876)",True,2003,5
178,82623,915876,233875211,,HUMAN_OBSERVATION,2003-06-06 00:00:00+00:00,-27.99913,-58.10166,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,5,POINT (-58.10166 -27.99913),"(-58.10166, -27.99913)",True,2003,6
182,82627,915880,233875215,,HUMAN_OBSERVATION,2003-09-27 00:00:00+00:00,-27.99913,-58.01498,e2483380-16f7-11df-b5b3-b8a03c50a862,0,Mazama gouazoupira,105284,5220120,Mazama gouazoubira,5,5,POINT (-58.01498 -27.99913),"(-58.01498, -27.99913)",True,2003,9
