,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
3,15594,848847,1676720222,,HUMAN_OBSERVATION,1994-03-21 00:00:00+00:00,29.528658,78.828278,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,6,6,POINT (78.828278 29.528658),"(78.828278, 29.528658)",True,1994,3
4,15595,848848,1676720231,,HUMAN_OBSERVATION,2016-12-21 00:00:00+00:00,6.427213,81.572113,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,6,6,POINT (81.572113 6.427213),"(81.572113, 6.427213)",True,2016,12
5,15596,848849,1676720239,,HUMAN_OBSERVATION,2015-02-07 00:00:00+00:00,27.164709,77.519875,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,6,6,POINT (77.519875 27.164709),"(77.519875, 27.164709)",True,2015,2
6,15598,848851,1676720248,,HUMAN_OBSERVATION,1994-03-10 00:00:00+00:00,25.996315,76.49231,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,6,5,POINT (76.49231 25.996315),"(76.49231, 25.996315)",True,1994,3
8,21417,854670,1677281499,,HUMAN_OBSERVATION,2016-11-08 16:10:00+00:00,24.651756,79.96505,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Axis axis,105397,2440934,Axis axis,6,5,POINT (79.96505000000001 24.651756),"(79.96505, 24.651756)",True,2016,11
9,22689,855942,1586105632,,HUMAN_OBSERVATION,2017-07-18 08:25:00+00:00,6.36307,81.213684,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Axis axis,105397,2440934,Axis axis,5,6,POINT (81.213684 6.36307),"(81.213684, 6.36307)",True,2017,7
12,36354,869607,1880516749,,HUMAN_OBSERVATION,2013-12-15 00:00:00+00:00,21.149049,70.65221899999997,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Axis axis,105397,2440934,Axis axis,6,14,POINT (70.65221899999997 21.149049),"(70.65221899999997, 21.149049)",True,2013,12
14,37287,870540,1880640677,,HUMAN_OBSERVATION,2018-06-30 16:04:00+00:00,11.59279,76.587402,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Axis axis,105397,2440934,Axis axis,5,6,POINT (76.587402 11.59279),"(76.587402, 11.59279)",True,2018,6
16,37836,871089,1881033490,,HUMAN_OBSERVATION,2018-05-04 00:00:00+00:00,8.304509,80.149467,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,6,6,POINT (80.149467 8.304508999999999),"(80.149467, 8.304509)",True,2018,5
17,37837,871090,1881033493,,HUMAN_OBSERVATION,2018-05-08 00:00:00+00:00,6.45396,81.204636,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Axis axis,105397,2440934,Axis axis,5,6,POINT (81.20463599999999 6.45396),"(81.204636, 6.45396)",True,2018,5
