,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,13293,846546,583490680,PhysicalObject,PRESERVED_SPECIMEN,1931-10-17 00:00:00+00:00,-0.93333,36.56667,6ce7290f-47f6-4046-8356-371f5b6749df,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,5,5,POINT (36.56667 -0.93333),"(36.56667, -0.93333)",True,1931,10
1,13482,846735,583515376,PhysicalObject,PRESERVED_SPECIMEN,1927-06-01 00:00:00+00:00,-3.58333,35.83333,6ce7290f-47f6-4046-8356-371f5b6749df,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,5,5,POINT (35.83333 -3.58333),"(35.83333, -3.58333)",True,1927,6
2,21168,854421,1677268202,,HUMAN_OBSERVATION,2017-05-03 13:13:17+00:00,-34.376957,20.534354,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,6,6,POINT (20.534354 -34.376957),"(20.534354, -34.376957)",True,2017,5
3,21607,854860,1677299202,,HUMAN_OBSERVATION,2017-10-14 08:27:00+00:00,-28.3844,32.416,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus sylvaticus,105909,5706340,Tragelaphus scriptus,4,3,POINT (32.416 -28.3844),"(32.416, -28.3844)",True,2017,10
4,21965,855218,1319718071,PhysicalObject,PRESERVED_SPECIMEN,1971-07-28 00:00:00+00:00,6.22,-8.13,821cc27a-e3bb-4bc5-ac34-89ada245069d,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,2,2,POINT (-8.130000000000001 6.22),"(-8.13, 6.22)",True,1971,7
5,29216,862469,1890058066,,HUMAN_OBSERVATION,2015-12-03 00:00:00+00:00,-27.0422,32.4234,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus sylvaticus,105909,5706340,Tragelaphus scriptus,4,4,POINT (32.4234 -27.0422),"(32.4234, -27.0422)",True,2015,12
6,29271,862524,1890066296,,HUMAN_OBSERVATION,2018-07-11 12:46:00+00:00,-34.03757,22.233344,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,5,6,POINT (22.233344 -34.03757),"(22.233344, -34.03757)",True,2018,7
8,29314,862567,1890070631,,HUMAN_OBSERVATION,2007-01-18 10:26:00+00:00,-27.901269,32.271499,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus,105900,5220182,Tragelaphus scriptus,6,6,POINT (32.271499 -27.901269),"(32.271499, -27.901269)",True,2007,1
10,29413,862666,1890073776,,HUMAN_OBSERVATION,2018-07-28 09:38:00+00:00,-25.23068,31.693040000000003,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus sylvaticus,105909,5706340,Tragelaphus scriptus,5,15,POINT (31.69304 -25.23068),"(31.693040000000003, -25.23068)",True,2018,7
11,29468,862721,1890080108,,HUMAN_OBSERVATION,2018-07-31 16:17:00+00:00,-30.280328000000004,30.752025,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus scriptus sylvaticus,105909,5706340,Tragelaphus scriptus,15,6,POINT (30.752025 -30.280328),"(30.752025, -30.280328000000004)",True,2018,7
