,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,13,833266,1238621694,,HUMAN_OBSERVATION,2008-12-06 00:00:00+00:00,63.091308,9.695715,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.695715 63.091308),"(9.695715, 63.091308)",True,2008,12
1,14,833267,1238677416,,HUMAN_OBSERVATION,2009-01-21 00:00:00+00:00,62.387373,10.917666,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.917666 62.387373),"(10.917666, 62.387373)",True,2009,1
4,19,833272,1238712605,,HUMAN_OBSERVATION,2002-09-14 00:00:00+00:00,59.41169,11.719601,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,5,6,POINT (11.719601 59.41169),"(11.719601, 59.41169)",True,2002,9
5,20,833273,1238712747,,HUMAN_OBSERVATION,2001-06-01 00:00:00+00:00,60.083013,10.819956,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.819956 60.083013),"(10.819956, 60.083013)",True,2001,6
6,21,833274,1238712789,,HUMAN_OBSERVATION,2001-06-11 00:00:00+00:00,61.241672,10.433725,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.433725 61.241672),"(10.433725, 61.241672)",True,2001,6
8,23,833276,1238712817,,HUMAN_OBSERVATION,1997-05-02 00:00:00+00:00,63.201097,9.806126,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.806126000000001 63.201097),"(9.806126, 63.201097)",True,1997,5
9,24,833277,1238712827,,HUMAN_OBSERVATION,2001-09-08 00:00:00+00:00,60.76216899999999,11.383478,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,14,6,POINT (11.383478 60.76216899999999),"(11.383478, 60.76216899999999)",True,2001,9
11,26,833279,1238712845,,HUMAN_OBSERVATION,1997-08-19 00:00:00+00:00,62.957596,11.797054,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (11.797054 62.957596),"(11.797054, 62.957596)",True,1997,8
13,29,833282,1238712865,,HUMAN_OBSERVATION,1996-03-25 00:00:00+00:00,63.074716,11.437934,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (11.437934 63.074716),"(11.437934, 63.074716)",True,1996,3
15,31,833284,1238712871,,HUMAN_OBSERVATION,2002-07-26 00:00:00+00:00,63.164399,9.789211,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.789211 63.164399),"(9.789211, 63.164399)",True,2002,7
16,32,833285,1238712873,,HUMAN_OBSERVATION,1999-08-17 00:00:00+00:00,63.257549,9.648328,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.648327999999999 63.257549),"(9.648328, 63.257549)",True,1999,8
18,34,833287,1238712907,,HUMAN_OBSERVATION,2008-05-01 00:00:00+00:00,62.837635,9.948006,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.948005999999999 62.837635),"(9.948006, 62.837635)",True,2008,5
20,37,833290,1238712947,,HUMAN_OBSERVATION,1999-12-04 00:00:00+00:00,60.2605,11.032354,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,4,6,POINT (11.032354 60.2605),"(11.032354, 60.2605)",True,1999,12
21,39,833292,1238712955,,HUMAN_OBSERVATION,2000-09-09 00:00:00+00:00,64.283906,12.542664,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (12.542664 64.283906),"(12.542664, 64.283906)",True,2000,9
22,41,833294,1238712958,,HUMAN_OBSERVATION,1997-07-05 00:00:00+00:00,59.912348,9.006267,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.006266999999999 59.912348),"(9.006267, 59.912348)",True,1997,7
23,42,833295,1238712959,,HUMAN_OBSERVATION,1996-04-05 00:00:00+00:00,59.842927,8.729666,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (8.729666 59.842927),"(8.729666, 59.842927)",True,1996,4
24,43,833296,1238712965,,HUMAN_OBSERVATION,2003-06-06 00:00:00+00:00,59.676225,10.877772,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.877772 59.676225),"(10.877772, 59.676225)",True,2003,6
25,44,833297,1238712967,,HUMAN_OBSERVATION,2003-05-15 00:00:00+00:00,59.744722,11.461811,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (11.461811 59.744722),"(11.461811, 59.744722)",True,2003,5
26,46,833299,1238712972,,HUMAN_OBSERVATION,2002-08-01 00:00:00+00:00,62.56701700000001,9.615935,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,14,6,POINT (9.615935 62.56701700000001),"(9.615935, 62.56701700000001)",True,2002,8
27,48,833301,1238712976,,HUMAN_OBSERVATION,2002-11-22 00:00:00+00:00,69.952977,27.255003,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (27.255003 69.952977),"(27.255003, 69.952977)",True,2002,11
29,50,833303,1238712987,,HUMAN_OBSERVATION,1998-09-20 00:00:00+00:00,59.548608,10.194863,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.194863 59.548608),"(10.194863, 59.548608)",True,1998,9
30,51,833304,1238713019,,HUMAN_OBSERVATION,1997-07-05 00:00:00+00:00,60.104274,8.750911,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (8.750911 60.104274),"(8.750911, 60.104274)",True,1997,7
31,52,833305,1238713020,,HUMAN_OBSERVATION,1996-10-19 00:00:00+00:00,59.299395,10.03685,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,5,POINT (10.03685 59.299395),"(10.03685, 59.299395)",True,1996,10
32,53,833306,1238713022,,HUMAN_OBSERVATION,1997-07-05 00:00:00+00:00,59.826135,9.063319,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (9.063319 59.826135),"(9.063319, 59.826135)",True,1997,7
33,54,833307,1238713031,,HUMAN_OBSERVATION,1998-05-12 00:00:00+00:00,59.358728,10.029861,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.029861 59.358728),"(10.029861, 59.358728)",True,1998,5
34,55,833308,1238713032,,HUMAN_OBSERVATION,2002-10-30 00:00:00+00:00,70.451479,28.032575,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (28.032575 70.45147900000001),"(28.032575, 70.451479)",True,2002,10
35,56,833309,1238713049,,HUMAN_OBSERVATION,2000-08-14 00:00:00+00:00,62.427458,11.09255,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,5,POINT (11.09255 62.427458),"(11.09255, 62.427458)",True,2000,8
36,57,833310,1238713052,,HUMAN_OBSERVATION,2000-08-17 00:00:00+00:00,61.69052900000001,11.242892,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,14,6,POINT (11.242892 61.69052900000001),"(11.242892, 61.69052900000001)",True,2000,8
37,58,833311,1238713057,,HUMAN_OBSERVATION,1996-11-20 00:00:00+00:00,60.969686,10.866722,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.866722 60.969686),"(10.866722, 60.969686)",True,1996,11
38,59,833312,1238713072,,HUMAN_OBSERVATION,2002-10-28 00:00:00+00:00,59.895587,12.094279,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (12.094279 59.895587),"(12.094279, 59.895587)",True,2002,10
39,61,833314,1238713083,,HUMAN_OBSERVATION,1998-03-06 00:00:00+00:00,61.194861,11.494187,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (11.494187 61.194861),"(11.494187, 61.194861)",True,1998,3
41,63,833316,1238713092,,HUMAN_OBSERVATION,1997-07-14 00:00:00+00:00,62.302761,10.050028,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.050028 62.302761),"(10.050028, 62.302761)",True,1997,7
42,64,833317,1238713100,,HUMAN_OBSERVATION,2001-07-24 00:00:00+00:00,67.02973,14.601594,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,5,6,POINT (14.601594 67.02973),"(14.601594, 67.02973)",True,2001,7
43,65,833318,1238713101,,HUMAN_OBSERVATION,2002-08-16 00:00:00+00:00,60.637519,10.330015,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Alces alces,105232,2440940,Alces alces,6,6,POINT (10.330015 60.637519),"(10.330015, 60.637519)",True,2002,8
