,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,13448,846701,583512281,PhysicalObject,PRESERVED_SPECIMEN,1959-08-18 00:00:00+00:00,-8.11667,32.41667,6ce7290f-47f6-4046-8356-371f5b6749df,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,5,5,POINT (32.41667 -8.116669999999999),"(32.41667, -8.11667)",True,1959,8
2,13487,846740,583515397,PhysicalObject,PRESERVED_SPECIMEN,1927-06-01 00:00:00+00:00,-3.58333,35.83333,6ce7290f-47f6-4046-8356-371f5b6749df,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,5,5,POINT (35.83333 -3.58333),"(35.83333, -3.58333)",True,1927,6
4,21522,854775,1677290561,,HUMAN_OBSERVATION,2017-10-12 00:00:00+00:00,-24.199687,30.887375,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,6,POINT (30.887375 -24.199687),"(30.887375, -24.199687)",True,2017,10
7,21577,854830,1677294882,,HUMAN_OBSERVATION,1978-06-06 00:00:00+00:00,-23.988385,31.55474,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,5,POINT (31.55474 -23.988385),"(31.55474, -23.988385)",True,1978,6
8,21581,854834,1677295323,,HUMAN_OBSERVATION,2017-10-13 00:00:00+00:00,-24.205108,30.888061,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,6,POINT (30.888061 -24.205108),"(30.888061, -24.205108)",True,2017,10
9,22017,855270,1320058402,PhysicalObject,PRESERVED_SPECIMEN,1967-04-26 00:00:00+00:00,-18.73,21.75,821cc27a-e3bb-4bc5-ac34-89ada245069d,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,2,2,POINT (21.75 -18.73),"(21.75, -18.73)",True,1967,4
10,22107,855360,1320609004,PhysicalObject,PRESERVED_SPECIMEN,1952-12-01 00:00:00+00:00,-19.83,20.38,821cc27a-e3bb-4bc5-ac34-89ada245069d,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,2,2,POINT (20.38 -19.83),"(20.38, -19.83)",True,1952,12
11,22240,855493,1584414650,,HUMAN_OBSERVATION,2009-11-09 17:12:00+00:00,-24.046464,31.453857,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,6,POINT (31.453857 -24.046464),"(31.453857, -24.046464)",True,2009,11
12,22389,855642,1584433531,,HUMAN_OBSERVATION,2017-07-24 09:58:00+00:00,-7.678692,38.167083,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,6,POINT (38.167083 -7.678692),"(38.167083, -7.678692)",True,2017,7
13,22390,855643,1584433539,,HUMAN_OBSERVATION,2017-07-24 09:45:00+00:00,-7.680897,38.196925,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragelaphus strepsiceros,105917,5220183,Tragelaphus strepsiceros,6,6,POINT (38.196925 -7.680897),"(38.196925, -7.680897)",True,2017,7
