,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,36030,869283,1880467951,,HUMAN_OBSERVATION,2012-10-25 07:24:00+00:00,9.162863,40.10319000000001,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,14,POINT (40.10319000000001 9.162863),"(40.10319000000001, 9.162863)",True,2012,10
1,209033,1042286,686434070,PhysicalObject,PRESERVED_SPECIMEN,1944-07-01 00:00:00+00:00,9.1461509388867,40.4908302659329,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,13,13,POINT (40.4908302659329 9.1461509388867),"(40.4908302659329, 9.1461509388867)",True,1944,7
10,292394,1125647,665796384,PhysicalObject,PRESERVED_SPECIMEN,1927-01-20 00:00:00+00:00,8.966666,40.25,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Gazella soemmerringii,105743,5220156,Nanger soemmerringii,6,2,POINT (40.25 8.966666),"(40.25, 8.966666)",True,1927,1
14,306582,1139835,1291164647,,HUMAN_OBSERVATION,2015-01-20 10:11:00+00:00,11.570697,40.595963,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.595963 11.570697),"(40.595963, 11.570697)",True,2015,1
15,312445,1145698,1453299862,,HUMAN_OBSERVATION,2014-05-03 14:10:00+00:00,9.178046,40.142558,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.142558 9.178046),"(40.142558, 9.178046)",True,2014,5
16,314291,1147544,891055788,,HUMAN_OBSERVATION,2014-02-14 00:00:00+00:00,9.040813,40.112924,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.112924 9.040813),"(40.112924, 9.040813)",True,2014,2
19,432157,1265410,1802765036,,HUMAN_OBSERVATION,2011-12-06 17:23:00+00:00,8.948942,40.04321,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,5,POINT (40.04321 8.948942000000001),"(40.04321, 8.948942)",True,2011,12
20,432161,1265414,1802765122,,HUMAN_OBSERVATION,2011-12-07 08:53:00+00:00,8.966510000000003,40.19949,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,15,5,POINT (40.19949 8.966510000000003),"(40.19949, 8.966510000000003)",True,2011,12
21,546417,1379670,1807325586,,HUMAN_OBSERVATION,2011-01-16 00:00:00+00:00,8.943944,39.98213300000001,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,14,POINT (39.98213300000001 8.943944),"(39.98213300000001, 8.943944)",True,2011,1
34,580780,1414033,665914842,PhysicalObject,PRESERVED_SPECIMEN,1927-01-16 00:00:00+00:00,8.833333,40.066666,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Gazella soemmerringii,105743,5220156,Nanger soemmerringii,6,6,POINT (40.066666 8.833333),"(40.066666, 8.833333)",True,1927,1
36,585115,1418368,1580187620,,HUMAN_OBSERVATION,2017-02-07 00:00:00+00:00,8.842881,40.011433,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.011433 8.842881),"(40.011433, 8.842881)",True,2017,2
37,607844,1441097,921867745,,HUMAN_OBSERVATION,2005-02-07 00:00:00+00:00,8.944766,40.042419,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.042419 8.944766),"(40.042419, 8.944766)",True,2005,2
38,624384,1457637,1338764207,,HUMAN_OBSERVATION,2016-02-17 00:00:00+00:00,9.371838,40.333557,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.333557 9.371838),"(40.333557, 9.371838)",True,2016,2
41,645218,1478471,784068783,PhysicalObject,PRESERVED_SPECIMEN,1984-07-01 00:00:00+00:00,12.999999,40.999996,6d2cfc0a-9903-40b8-802b-403398218e4a,0,Nanger soemmerringii,105743,7261449,Nanger soemmerringii,6,6,POINT (40.999996 12.999999),"(40.999996, 12.999999)",True,1984,7
