,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
19,15040,848293,1062060075,Occurrence,HUMAN_OBSERVATION,2015-02-21 00:00:00+00:00,59.755343,17.364991,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (17.364991 59.755343),"(17.364991, 59.755343)",True,2015,2
20,15041,848294,1062060453,Occurrence,HUMAN_OBSERVATION,2015-02-21 00:00:00+00:00,59.022983,17.163356,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (17.163356 59.022983),"(17.163356, 59.022983)",True,2015,2
21,15046,848299,1062063825,Occurrence,HUMAN_OBSERVATION,2015-02-22 00:00:00+00:00,55.536384,13.882232,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.882232 55.536384),"(13.882232, 55.536384)",True,2015,2
22,15049,848302,1062071317,Occurrence,HUMAN_OBSERVATION,2015-02-22 00:00:00+00:00,59.548162,16.455528,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (16.455528 59.548162),"(16.455528, 59.548162)",True,2015,2
23,15057,848310,1062085427,Occurrence,HUMAN_OBSERVATION,2015-02-25 00:00:00+00:00,59.54274399999999,16.458178,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (16.458178 59.54274399999999),"(16.458178, 59.54274399999999)",True,2015,2
24,15066,848319,1062102334,Occurrence,HUMAN_OBSERVATION,2015-02-26 00:00:00+00:00,58.893209,16.884779,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (16.884779 58.893209),"(16.884779, 58.893209)",True,2015,2
25,15077,848330,1062116446,Occurrence,HUMAN_OBSERVATION,2015-03-01 00:00:00+00:00,59.54585400000001,16.445988,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (16.445988 59.54585400000001),"(16.445988, 59.54585400000001)",True,2015,3
26,15089,848342,1062140278,Occurrence,HUMAN_OBSERVATION,2015-03-02 00:00:00+00:00,59.140101,18.1873,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,4,POINT (18.1873 59.140101),"(18.1873, 59.140101)",True,2015,3
30,15122,848375,1062212472,Occurrence,HUMAN_OBSERVATION,2015-03-01 00:00:00+00:00,58.645798,13.617894,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.617894 58.645798),"(13.617894, 58.645798)",True,2015,3
32,15148,848401,1062225742,Occurrence,HUMAN_OBSERVATION,2014-08-02 00:00:00+00:00,58.979609,16.924215,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (16.924215 58.979609),"(16.924215, 58.979609)",True,2014,8
33,15152,848405,1062237614,Occurrence,HUMAN_OBSERVATION,2015-03-07 00:00:00+00:00,55.830567,13.367057,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.367057 55.830567),"(13.367057, 55.830567)",True,2015,3
34,15164,848417,1062254138,Occurrence,HUMAN_OBSERVATION,2015-03-07 00:00:00+00:00,59.579166,16.340723,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (16.340723 59.579166),"(16.340723, 59.579166)",True,2015,3
35,15180,848433,1062264048,Occurrence,HUMAN_OBSERVATION,2015-03-10 00:00:00+00:00,57.97584000000001,12.43863,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,14,5,POINT (12.43863 57.97584000000001),"(12.43863, 57.97584000000001)",True,2015,3
37,15207,848460,1062285734,Occurrence,HUMAN_OBSERVATION,2015-03-09 00:00:00+00:00,58.894407,17.178798,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (17.178798 58.894407),"(17.178798, 58.894407)",True,2015,3
38,15217,848470,1063784400,Occurrence,HUMAN_OBSERVATION,2015-03-06 00:00:00+00:00,58.85969,16.359678,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,5,6,POINT (16.359678 58.85969),"(16.359678, 58.85969)",True,2015,3
40,15235,848488,1063800142,Occurrence,HUMAN_OBSERVATION,2015-03-15 00:00:00+00:00,59.537826,16.4533,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,4,POINT (16.4533 59.537826),"(16.4533, 59.537826)",True,2015,3
41,15242,848495,1063808359,Occurrence,HUMAN_OBSERVATION,2015-03-16 00:00:00+00:00,59.065595,15.997082,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (15.997082 59.065595),"(15.997082, 59.065595)",True,2015,3
42,15299,848552,1063846930,Occurrence,HUMAN_OBSERVATION,2015-03-19 00:00:00+00:00,56.701145,14.639979,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (14.639979 56.701145),"(14.639979, 56.701145)",True,2015,3
43,15300,848553,1063846936,Occurrence,HUMAN_OBSERVATION,2015-03-18 00:00:00+00:00,55.657386,13.795895000000002,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (13.795895 55.657386),"(13.795895000000002, 55.657386)",True,2015,3
44,15305,848558,1063987818,Occurrence,HUMAN_OBSERVATION,2015-03-13 00:00:00+00:00,56.637738,14.668456,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (14.668456 56.637738),"(14.668456, 56.637738)",True,2015,3
45,15311,848564,1063989025,Occurrence,HUMAN_OBSERVATION,2015-03-18 00:00:00+00:00,58.67053000000001,13.633237,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (13.633237 58.67053000000001),"(13.633237, 58.67053000000001)",True,2015,3
48,15358,848611,1064021123,Occurrence,HUMAN_OBSERVATION,2015-03-23 00:00:00+00:00,56.198104,12.802484,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (12.802484 56.198104),"(12.802484, 56.198104)",True,2015,3
49,15380,848633,1064050549,Occurrence,HUMAN_OBSERVATION,2015-03-26 00:00:00+00:00,55.545772,13.170003,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.170003 55.545772),"(13.170003, 55.545772)",True,2015,3
53,15438,848691,1676131582,Occurrence,HUMAN_OBSERVATION,2017-10-19 00:00:00+00:00,56.193351,15.504032,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (15.504032 56.193351),"(15.504032, 56.193351)",True,2017,10
54,15439,848692,1676132279,Occurrence,HUMAN_OBSERVATION,2017-10-19 00:00:00+00:00,57.942327,12.541712,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (12.541712 57.942327),"(12.541712, 57.942327)",True,2017,10
55,15441,848694,1676132881,Occurrence,HUMAN_OBSERVATION,2017-10-19 00:00:00+00:00,59.127036,18.202994,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (18.202994 59.127036),"(18.202994, 59.127036)",True,2017,10
56,15444,848697,1676138923,Occurrence,HUMAN_OBSERVATION,2017-10-18 00:00:00+00:00,58.938925,16.942073999999998,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (16.942074 58.938925),"(16.942073999999998, 58.938925)",True,2017,10
57,15455,848708,1676146841,Occurrence,HUMAN_OBSERVATION,2017-10-15 00:00:00+00:00,57.124963,16.486833999999998,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (16.486834 57.124963),"(16.486833999999998, 57.124963)",True,2017,10
58,15470,848723,1676149733,Occurrence,HUMAN_OBSERVATION,2017-06-09 00:00:00+00:00,57.955279,12.544712,38b4c89f-584c-41bb-bd8f-cd1def33e92f,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (12.544712 57.955279),"(12.544712, 57.955279)",True,2017,6
61,20558,853811,1676965181,,HUMAN_OBSERVATION,2017-03-21 00:00:00+00:00,53.555580000000006,8.946464,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,15,6,POINT (8.946464000000001 53.55558000000001),"(8.946464, 53.555580000000006)",True,2017,3
62,20560,853813,1676965208,,HUMAN_OBSERVATION,2016-03-24 00:00:00+00:00,53.724892,10.146686,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (10.146686 53.724892),"(10.146686, 53.724892)",True,2016,3
63,20561,853814,1676965220,,HUMAN_OBSERVATION,2015-04-01 00:00:00+00:00,42.217838,3.109818,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (3.109818 42.217838),"(3.109818, 42.217838)",True,2015,4
64,20562,853815,1676965251,,HUMAN_OBSERVATION,2015-09-06 00:00:00+00:00,51.835381,7.132358999999999,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (7.132358999999999 51.835381),"(7.132358999999999, 51.835381)",True,2015,9
65,20563,853816,1676965254,,HUMAN_OBSERVATION,2016-06-29 00:00:00+00:00,53.3993,8.834896,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,4,6,POINT (8.834896000000001 53.3993),"(8.834896, 53.3993)",True,2016,6
66,20564,853817,1676965259,,HUMAN_OBSERVATION,2017-10-03 00:00:00+00:00,49.996704,8.485909,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.485908999999999 49.996704),"(8.485909, 49.996704)",True,2017,10
67,20565,853818,1676965260,,HUMAN_OBSERVATION,2015-03-15 00:00:00+00:00,49.960167,8.522300999999999,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (8.522300999999999 49.960167),"(8.522300999999999, 49.960167)",True,2015,3
68,20566,853819,1676965283,,HUMAN_OBSERVATION,2017-03-26 00:00:00+00:00,52.314049,7.282077,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (7.282077 52.314049),"(7.282077, 52.314049)",True,2017,3
69,20567,853820,1676965310,,HUMAN_OBSERVATION,2012-02-11 00:00:00+00:00,54.276413,10.424026,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (10.424026 54.276413),"(10.424026, 54.276413)",True,2012,2
71,20569,853822,1676965331,,HUMAN_OBSERVATION,2014-03-29 00:00:00+00:00,52.887882,13.328304,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.328304 52.887882),"(13.328304, 52.887882)",True,2014,3
72,20571,853824,1676965393,,HUMAN_OBSERVATION,2014-12-07 00:00:00+00:00,51.818378,7.178192,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (7.178192 51.818378),"(7.178192, 51.818378)",True,2014,12
73,20572,853825,1676965448,,HUMAN_OBSERVATION,2016-06-03 00:00:00+00:00,51.259014,6.148224,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (6.148224 51.259014),"(6.148224, 51.259014)",True,2016,6
74,20573,853826,1676965458,,HUMAN_OBSERVATION,2016-05-26 00:00:00+00:00,53.576488,8.944954,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.944953999999999 53.576488),"(8.944954, 53.576488)",True,2016,5
75,20574,853827,1676965466,,HUMAN_OBSERVATION,2017-01-22 00:00:00+00:00,51.831799,7.258272,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (7.258272 51.831799),"(7.258272, 51.831799)",True,2017,1
77,20576,853829,1676965514,,HUMAN_OBSERVATION,2016-08-23 00:00:00+00:00,52.174263,9.556247,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (9.556247000000001 52.174263),"(9.556247, 52.174263)",True,2016,8
79,20578,853831,1676965518,,HUMAN_OBSERVATION,2017-10-17 00:00:00+00:00,48.674301,10.13772,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,5,POINT (10.13772 48.674301),"(10.13772, 48.674301)",True,2017,10
80,20579,853832,1676965524,,HUMAN_OBSERVATION,2016-11-08 00:00:00+00:00,53.529827,8.792693,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.792693 53.529827),"(8.792693, 53.529827)",True,2016,11
81,20580,853833,1676965526,,HUMAN_OBSERVATION,2016-04-23 00:00:00+00:00,53.300495,8.635438,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.635438000000001 53.300495),"(8.635438, 53.300495)",True,2016,4
83,20583,853836,1676965538,,HUMAN_OBSERVATION,2016-12-06 00:00:00+00:00,53.412334,8.881411,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.881411 53.412334),"(8.881411, 53.412334)",True,2016,12
84,20584,853837,1676965543,,HUMAN_OBSERVATION,2012-06-19 00:00:00+00:00,53.623875,11.28768,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,5,POINT (11.28768 53.623875),"(11.28768, 53.623875)",True,2012,6
85,20585,853838,1676965546,,HUMAN_OBSERVATION,2012-04-22 00:00:00+00:00,49.996044,8.555603,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.555603 49.996044),"(8.555603, 49.996044)",True,2012,4
86,20586,853839,1676965570,,HUMAN_OBSERVATION,2014-04-23 00:00:00+00:00,53.12595699999999,11.621063,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (11.621063 53.12595699999999),"(11.621063, 53.12595699999999)",True,2014,4
87,20587,853840,1676965620,,HUMAN_OBSERVATION,2017-10-07 00:00:00+00:00,54.282063,9.841347,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (9.841347000000001 54.282063),"(9.841347, 54.282063)",True,2017,10
88,20589,853842,1676965660,,HUMAN_OBSERVATION,2017-03-05 00:00:00+00:00,53.560196,8.762798,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.762798 53.560196),"(8.762798, 53.560196)",True,2017,3
89,20590,853843,1676965669,,HUMAN_OBSERVATION,2013-02-15 00:00:00+00:00,53.362988,13.411001999999998,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,15,POINT (13.411002 53.362988),"(13.411001999999998, 53.362988)",True,2013,2
90,20591,853844,1676965688,,HUMAN_OBSERVATION,2013-04-07 00:00:00+00:00,54.116898,10.67745,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,5,POINT (10.67745 54.116898),"(10.67745, 54.116898)",True,2013,4
91,20592,853845,1676965693,,HUMAN_OBSERVATION,2010-11-20 00:00:00+00:00,53.319389,9.575272,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (9.575272 53.319389),"(9.575272, 53.319389)",True,2010,11
93,20594,853847,1676965727,,HUMAN_OBSERVATION,2016-05-01 00:00:00+00:00,52.702969,12.126117,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (12.126117 52.702969),"(12.126117, 52.702969)",True,2016,5
95,20596,853849,1676965740,,HUMAN_OBSERVATION,2015-05-29 00:00:00+00:00,50.463787,6.489969,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (6.489969 50.463787),"(6.489969, 50.463787)",True,2015,5
96,20597,853850,1676965744,,HUMAN_OBSERVATION,2017-03-16 00:00:00+00:00,49.988888,8.536883,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.536883 49.988888),"(8.536883, 49.988888)",True,2017,3
97,20599,853852,1676965756,,HUMAN_OBSERVATION,2015-06-02 00:00:00+00:00,52.981884,13.597279,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (13.597279 52.981884),"(13.597279, 52.981884)",True,2015,6
98,20600,853853,1676965761,,HUMAN_OBSERVATION,2017-10-15 00:00:00+00:00,53.724442,10.178318,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (10.178318 53.724442),"(10.178318, 53.724442)",True,2017,10
99,20601,853854,1676965768,,HUMAN_OBSERVATION,2016-04-23 00:00:00+00:00,53.292038,8.643267,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.643267 53.292038),"(8.643267, 53.292038)",True,2016,4
100,20602,853855,1676965796,,HUMAN_OBSERVATION,2010-10-26 00:00:00+00:00,53.237244,10.077257,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (10.077257 53.237244),"(10.077257, 53.237244)",True,2010,10
101,20603,853856,1676965801,,HUMAN_OBSERVATION,2012-01-03 00:00:00+00:00,49.985191,8.521598,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,6,6,POINT (8.521597999999999 49.985191),"(8.521598, 49.985191)",True,2012,1
104,20606,853859,1676965822,,HUMAN_OBSERVATION,2012-08-04 00:00:00+00:00,50.00069000000001,8.561525,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (8.561525 50.00069000000001),"(8.561525, 50.00069000000001)",True,2012,8
105,20607,853860,1676965837,,HUMAN_OBSERVATION,2013-01-16 00:00:00+00:00,54.02637900000001,10.388818,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,14,6,POINT (10.388818 54.02637900000001),"(10.388818, 54.02637900000001)",True,2013,1
106,20608,853861,1676965846,,HUMAN_OBSERVATION,2016-06-29 00:00:00+00:00,53.46981,8.957462,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Dama dama,105448,5220136,Dama dama,5,6,POINT (8.957462 53.46981),"(8.957462, 53.46981)",True,2016,6
