,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,22041,855294,1320216059,PhysicalObject,PRESERVED_SPECIMEN,1968-02-12 00:00:00+00:00,7.32,-71.95,821cc27a-e3bb-4bc5-ac34-89ada245069d,0,Tayassu pecari spiradens,105097,4262847,Tayassu pecari,2,2,POINT (-71.95 7.32),"(-71.95, 7.32)",True,1968,2
1,38543,871796,1881505312,,HUMAN_OBSERVATION,2001-04-21 00:00:00+00:00,3.84429,-52.12576,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.12576 3.84429),"(-52.12576, 3.84429)",True,2001,4
3,38546,871799,1881505315,,HUMAN_OBSERVATION,2002-12-22 00:00:00+00:00,3.66114,-53.29564,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.29564 3.66114),"(-53.29564, 3.66114)",True,2002,12
7,38551,871804,1881505321,,HUMAN_OBSERVATION,2002-09-16 00:00:00+00:00,3.21091,-52.30498,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.30498 3.21091),"(-52.30498, 3.21091)",True,2002,9
8,38553,871806,1881505323,,HUMAN_OBSERVATION,2001-03-20 00:00:00+00:00,4.65705,-52.75788000000001,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,14,POINT (-52.75788000000001 4.65705),"(-52.75788000000001, 4.65705)",True,2001,3
11,38559,871812,1881505331,,HUMAN_OBSERVATION,2002-04-21 00:00:00+00:00,3.66137,-53.20566,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.20566 3.66137),"(-53.20566, 3.66137)",True,2002,4
13,38561,871814,1881505338,,HUMAN_OBSERVATION,2000-09-21 00:00:00+00:00,5.37828,-53.39124,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.39124 5.37828),"(-53.39124, 5.37828)",True,2000,9
18,38571,871824,1881505352,,HUMAN_OBSERVATION,2001-04-13 00:00:00+00:00,3.8446,-51.8556,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,4,4,POINT (-51.8556 3.8446),"(-51.8556, 3.8446)",True,2001,4
20,38574,871827,1881505357,,HUMAN_OBSERVATION,2000-06-30 00:00:00+00:00,4.2964,-52.21649,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,4,5,POINT (-52.21649 4.2964),"(-52.21649, 4.2964)",True,2000,6
28,38585,871838,1881505373,,HUMAN_OBSERVATION,2000-10-25 00:00:00+00:00,4.29699,-51.76596,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-51.76596 4.29699),"(-51.76596, 4.29699)",True,2000,10
57,38630,871883,1881505430,,HUMAN_OBSERVATION,2001-04-21 00:00:00+00:00,3.93515,-51.76562,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-51.76562 3.93515),"(-51.76562, 3.93515)",True,2001,4
65,38643,871896,1881505447,,HUMAN_OBSERVATION,2001-07-09 00:00:00+00:00,4.7445900000000005,-53.65917,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,16,5,POINT (-53.65917 4.744590000000001),"(-53.65917, 4.7445900000000005)",True,2001,7
71,38652,871905,1881505459,,HUMAN_OBSERVATION,1999-12-08 00:00:00+00:00,3.38973,-53.38492,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.38492 3.38973),"(-53.38492, 3.38973)",True,1999,12
84,38675,871928,1881505493,,HUMAN_OBSERVATION,2001-07-05 00:00:00+00:00,3.5709699999999995,-53.20544,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,16,5,POINT (-53.20544 3.57097),"(-53.20544, 3.5709699999999995)",True,2001,7
97,38691,871944,1881505516,,HUMAN_OBSERVATION,2000-10-11 00:00:00+00:00,4.29654,-52.12639,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.12639 4.29654),"(-52.12639, 4.29654)",True,2000,10
103,38700,871953,1881505526,,HUMAN_OBSERVATION,2006-11-05 00:00:00+00:00,2.30583,-52.84342,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.84342 2.30583),"(-52.84342, 2.30583)",True,2006,11
119,38731,871984,1881505564,,HUMAN_OBSERVATION,2000-10-25 00:00:00+00:00,4.20661,-51.67577,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-51.67577 4.20661),"(-51.67577, 4.20661)",True,2000,10
149,38775,872028,1881505631,,HUMAN_OBSERVATION,2001-07-24 00:00:00+00:00,5.28824,-53.30071,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.30071 5.28824),"(-53.30071, 5.28824)",True,2001,7
164,38795,872048,1881505655,,HUMAN_OBSERVATION,2001-07-29 00:00:00+00:00,2.75509,-54.19228,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-54.19228 2.75509),"(-54.19228, 2.75509)",True,2001,7
169,38803,872056,1881505666,,HUMAN_OBSERVATION,2001-07-09 00:00:00+00:00,5.46792,-53.57196999999999,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,14,POINT (-53.57196999999999 5.46792),"(-53.57196999999999, 5.46792)",True,2001,7
194,38846,872099,1881505713,,HUMAN_OBSERVATION,2005-06-26 00:00:00+00:00,5.10837,-53.02958,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-53.02958 5.10837),"(-53.02958, 5.10837)",True,2005,6
252,38949,872202,1881505847,,HUMAN_OBSERVATION,2001-04-06 00:00:00+00:00,3.93506,-51.85569,24a988ee-bcb2-4ea3-99a3-a8994d6e8014,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-51.85569 3.93506),"(-51.85569, 3.93506)",True,2001,4
264,40493,873746,1881834178,,HUMAN_OBSERVATION,2014-12-31 00:00:00+00:00,3.93496,-51.94576,13cc33ab-c1b2-491f-b4e1-6d07b59be814,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-51.94576 3.93496),"(-51.94576, 3.93496)",True,2014,12
265,40501,873754,1881834192,,HUMAN_OBSERVATION,2009-12-31 00:00:00+00:00,3.75372,-52.21569,13cc33ab-c1b2-491f-b4e1-6d07b59be814,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.21569 3.75372),"(-52.21569, 3.75372)",True,2009,12
266,40502,873755,1881834193,,HUMAN_OBSERVATION,2009-12-31 00:00:00+00:00,2.93922,-52.57451,13cc33ab-c1b2-491f-b4e1-6d07b59be814,0,Tayassu pecari,105091,2440993,Tayassu pecari,5,5,POINT (-52.57451 2.93922),"(-52.57451, 2.93922)",True,2009,12
