,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,305,833558,1238714032,,HUMAN_OBSERVATION,2006-08-17 00:00:00+00:00,78.92549,11.928711,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,5,6,POINT (11.928711 78.92549),"(11.928711, 78.92549)",True,2006,8
1,320,833573,1238714114,,HUMAN_OBSERVATION,2007-08-07 00:00:00+00:00,62.72149,9.65547,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,5,5,POINT (9.655469999999999 62.72149),"(9.65547, 62.72149)",True,2007,8
2,325,833578,1238714134,,HUMAN_OBSERVATION,2006-08-25 00:00:00+00:00,62.24081500000001,9.301857,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,14,6,POINT (9.301857 62.24081500000001),"(9.301857, 62.24081500000001)",True,2006,8
4,346,833599,1238714235,,HUMAN_OBSERVATION,2007-09-23 00:00:00+00:00,62.314596,8.542691,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,6,POINT (8.542691 62.314596),"(8.542691, 62.314596)",True,2007,9
5,354,833607,1238714297,,HUMAN_OBSERVATION,2007-09-20 00:00:00+00:00,62.328621,8.520826,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,6,POINT (8.520826 62.328621),"(8.520826, 62.328621)",True,2007,9
7,372,833625,1238714466,,HUMAN_OBSERVATION,2006-08-05 00:00:00+00:00,60.860076,7.708246000000001,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,15,POINT (7.708246000000001 60.860076),"(7.708246000000001, 60.860076)",True,2006,8
8,406,833659,1238714656,,HUMAN_OBSERVATION,2004-06-03 00:00:00+00:00,78.223051,15.631135,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,6,POINT (15.631135 78.223051),"(15.631135, 78.223051)",True,2004,6
10,455,833708,1238714810,,HUMAN_OBSERVATION,2007-06-17 00:00:00+00:00,78.168137,15.921866,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,6,POINT (15.921866 78.168137),"(15.921866, 78.168137)",True,2007,6
11,456,833709,1238714819,,HUMAN_OBSERVATION,2008-06-07 00:00:00+00:00,78.92885600000002,11.9334,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,14,4,POINT (11.9334 78.92885600000002),"(11.9334, 78.92885600000002)",True,2008,6
12,459,833712,1238714830,,HUMAN_OBSERVATION,2008-06-05 00:00:00+00:00,78.221777,15.640729,b124e1e0-4755-430f-9eab-894f25a9b59c,0,Rangifer tarandus,105377,5220114,Rangifer tarandus,6,6,POINT (15.640729 78.221777),"(15.640729, 78.221777)",True,2008,6
