,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
2,208950,1042203,686421676,PhysicalObject,PRESERVED_SPECIMEN,1962-11-01 00:00:00+00:00,4.5666699999999985,117.48333,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,0,Tragulus napu,105178,5220186,Tragulus napu,16,5,POINT (117.48333 4.566669999999998),"(117.48333, 4.5666699999999985)",True,1962,11
3,249387,1082640,1262399658,PhysicalObject,PRESERVED_SPECIMEN,1961-03-23 00:00:00+00:00,3.8077,103.326,96275bf2-8999-4869-95d5-4903a84391b0,0,Tragulus napu,105178,5220186,Tragulus napu,4,3,POINT (103.326 3.8077),"(103.326, 3.8077)",True,1961,3
4,275048,1108301,1831159969,,HUMAN_OBSERVATION,2015-01-06 00:00:00+00:00,12.910344,99.656183,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragulus napu,105178,5220186,Tragulus napu,6,6,POINT (99.656183 12.910344),"(99.656183, 12.910344)",True,2015,1
5,291768,1125021,665739473,PhysicalObject,PRESERVED_SPECIMEN,1956-06-05 00:00:00+00:00,4.41667,117.48333,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Tragulus napu,105178,5220186,Tragulus napu,5,5,POINT (117.48333 4.41667),"(117.48333, 4.41667)",True,1956,6
8,291799,1125052,665742774,PhysicalObject,PRESERVED_SPECIMEN,1991-04-01 00:00:00+00:00,7.216667,117.23333,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Tragulus napu banguei,105182,5706452,Tragulus napu,6,5,POINT (117.23333 7.216667),"(117.23333, 7.216667)",True,1991,4
13,312840,1146093,1901026091,,HUMAN_OBSERVATION,2017-10-15 09:31:00+00:00,5.023316,117.748504,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragulus napu,105178,5220186,Tragulus napu,6,6,POINT (117.748504 5.023316),"(117.748504, 5.023316)",True,2017,10
14,402506,1235759,1839267764,,HUMAN_OBSERVATION,2018-03-08 21:44:00+00:00,5.020364,117.747072,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragulus napu,105178,5220186,Tragulus napu,6,6,POINT (117.747072 5.020364),"(117.747072, 5.020364)",True,2018,3
15,402509,1235762,1839267848,,HUMAN_OBSERVATION,2018-03-08 20:23:00+00:00,5.021636,117.74585,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Tragulus napu,105178,5220186,Tragulus napu,6,5,POINT (117.74585 5.021636),"(117.74585, 5.021636)",True,2018,3
16,420920,1254173,1339822202,,HUMAN_OBSERVATION,2015-04-19 00:00:00+00:00,4.965772,117.689499,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Tragulus napu,105178,5220186,Tragulus napu,6,6,POINT (117.689499 4.965772),"(117.689499, 4.965772)",True,2015,4
18,580245,1413498,665880689,PhysicalObject,PRESERVED_SPECIMEN,1956-08-11 00:00:00+00:00,1.83333,113.73333,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Tragulus napu,105178,5220186,Tragulus napu,5,5,POINT (113.73333 1.83333),"(113.73333, 1.83333)",True,1956,8
