,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
0,36171,869424,1880486448,,HUMAN_OBSERVATION,2018-06-16 11:37:31+00:00,36.399171,138.494641,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (138.494641 36.399171),"(138.494641, 36.399171)",True,2018,6
1,268523,1101776,1453416662,,HUMAN_OBSERVATION,2017-02-05 11:10:11+00:00,36.732498,138.460556,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (138.460556 36.732498),"(138.460556, 36.732498)",True,2017,2
5,273825,1107078,1275216718,,MACHINE_OBSERVATION,2014-10-23 00:00:00+00:00,37.786656,140.840047,60807e2a-422e-48a4-b79d-eeb35820a8bb,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (140.840047 37.786656),"(140.840047, 37.786656)",True,2014,10
7,273827,1107080,1275216738,,MACHINE_OBSERVATION,2014-09-14 00:00:00+00:00,37.783354,140.814557,60807e2a-422e-48a4-b79d-eeb35820a8bb,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (140.814557 37.783354),"(140.814557, 37.783354)",True,2014,9
10,273832,1107085,1275216780,,MACHINE_OBSERVATION,2014-08-24 00:00:00+00:00,37.732369,140.802821,60807e2a-422e-48a4-b79d-eeb35820a8bb,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (140.802821 37.732369),"(140.802821, 37.732369)",True,2014,8
19,274088,1107341,1275218167,,MACHINE_OBSERVATION,2014-08-09 00:00:00+00:00,37.714139,140.574408,60807e2a-422e-48a4-b79d-eeb35820a8bb,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (140.574408 37.714139),"(140.574408, 37.714139)",True,2014,8
24,274407,1107660,1830964093,text,PRESERVED_SPECIMEN,2011-01-23 00:00:00+00:00,36.600278,139.11777800000002,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,14,POINT (139.117778 36.600278),"(139.11777800000002, 36.600278)",True,2011,1
25,274474,1107727,1830964240,text,PRESERVED_SPECIMEN,2012-02-14 00:00:00+00:00,36.7925,139.2175,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,4,4,POINT (139.2175 36.7925),"(139.2175, 36.7925)",True,2012,2
26,274476,1107729,1830964244,text,PRESERVED_SPECIMEN,2012-01-22 00:00:00+00:00,36.609444,139.11416699999998,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,14,POINT (139.114167 36.609444),"(139.11416699999998, 36.609444)",True,2012,1
27,274478,1107731,1830964249,text,PRESERVED_SPECIMEN,2010-12-19 00:00:00+00:00,36.501667,138.475,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,3,POINT (138.475 36.501667),"(138.475, 36.501667)",True,2010,12
28,274482,1107735,1830964256,text,PRESERVED_SPECIMEN,2012-02-14 00:00:00+00:00,36.736111,139.218611,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (139.218611 36.736111),"(139.218611, 36.736111)",True,2012,2
30,274488,1107741,1830964268,text,PRESERVED_SPECIMEN,2012-02-14 00:00:00+00:00,36.784722,139.175,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,3,POINT (139.175 36.784722),"(139.175, 36.784722)",True,2012,2
31,274491,1107744,1830964282,text,PRESERVED_SPECIMEN,2012-02-14 00:00:00+00:00,36.761389,139.224722,95fc4e8c-f762-11e1-a439-00145eb45e9a,0,Capricornis crispus,105974,4262615,Capricornis crispus,6,6,POINT (139.224722 36.761389),"(139.224722, 36.761389)",True,2012,2
