,Unnamed: 0,occurrence_id,gbif_id,occurrence_type,basis_of_record,event_date,decimal_latitude,decimal_longitude,dataset_key,has_geospatial_issues,label,taxonvariant_id,back_key,species,dec_lat,dec_lon,coordinates,lonlat,in_dist_polygon,year,month
5,67394,900647,1847497706,,HUMAN_OBSERVATION,2018-05-12 08:39:00+00:00,19.096924,74.434937,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (74.43493700000001 19.096924),"(74.434937, 19.096924)",True,2018,5
7,108348,941601,1883953068,,HUMAN_OBSERVATION,2017-12-27 06:11:00+00:00,27.808943,74.456825,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (74.45682499999999 27.808943),"(74.456825, 27.808943)",True,2017,12
8,203130,1036383,891113773,,HUMAN_OBSERVATION,2012-04-13 13:06:42+00:00,28.481856,77.247362,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (77.247362 28.481856),"(77.247362, 28.481856)",True,2012,4
9,209117,1042370,686466976,PhysicalObject,PRESERVED_SPECIMEN,1950-12-24 00:00:00+00:00,22.0107704499155,81.0942757677912,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,13,13,POINT (81.0942757677912 22.0107704499155),"(81.0942757677912, 22.0107704499155)",True,1950,12
267,292334,1125587,665794848,PhysicalObject,PRESERVED_SPECIMEN,1926-01-28 00:00:00+00:00,28.66667,77.216667,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,5,6,POINT (77.216667 28.66667),"(77.216667, 28.66667)",True,1926,1
270,311117,1144370,1453167139,,HUMAN_OBSERVATION,2015-10-04 17:22:00+00:00,23.022505,72.571362,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (72.57136199999999 23.022505),"(72.571362, 23.022505)",True,2015,10
274,314698,1147951,891090704,,HUMAN_OBSERVATION,2012-04-13 13:51:00+00:00,28.44711,77.233886,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,5,6,POINT (77.233886 28.44711),"(77.233886, 28.44711)",True,2012,4
280,386036,1219289,1273844286,,HUMAN_OBSERVATION,2016-05-23 00:00:00+00:00,15.9129,79.739987,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,4,6,POINT (79.739987 15.9129),"(79.739987, 15.9129)",True,2016,5
281,386272,1219525,919424521,PhysicalObject,PRESERVED_SPECIMEN,1959-02-01 00:00:00+00:00,22.616670000000006,77.75,22a66350-7947-4a49-84a3-39c7c1b0881f,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,15,2,POINT (77.75 22.61667000000001),"(77.75, 22.616670000000006)",True,1959,2
282,386278,1219531,919424962,PhysicalObject,PRESERVED_SPECIMEN,1961-12-30 00:00:00+00:00,28.02931,76.44283,22a66350-7947-4a49-84a3-39c7c1b0881f,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,5,5,POINT (76.44283 28.02931),"(76.44283, 28.02931)",True,1961,12
284,386966,1220219,920366549,,HUMAN_OBSERVATION,2009-10-18 00:00:00+00:00,25.996315,76.49231,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,5,POINT (76.49231 25.996315),"(76.49231, 25.996315)",True,2009,10
285,386972,1220225,920373538,,HUMAN_OBSERVATION,2007-02-22 00:00:00+00:00,26.108875,73.08015400000002,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,14,POINT (73.08015400000002 26.108875),"(73.08015400000002, 26.108875)",True,2007,2
286,386992,1220245,920404235,,HUMAN_OBSERVATION,2009-10-16 00:00:00+00:00,27.164709,77.519875,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (77.519875 27.164709),"(77.519875, 27.164709)",True,2009,10
288,402469,1235722,1839262149,,HUMAN_OBSERVATION,2013-12-28 08:23:00+00:00,27.802840000000003,74.433655,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,15,6,POINT (74.433655 27.80284),"(74.433655, 27.802840000000003)",True,2013,12
291,543846,1377099,1898823395,,HUMAN_OBSERVATION,2007-01-03 05:36:00+00:00,10.323544,79.841335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (79.841335 10.323544),"(79.841335, 10.323544)",True,2007,1
293,553902,1387155,1211821984,PhysicalObject,PRESERVED_SPECIMEN,1919-01-01 00:00:00+00:00,15.266667000000002,76.333333,c5c4a23e-2035-4416-ab64-032d6df52ddb,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,15,6,POINT (76.333333 15.266667),"(76.333333, 15.266667000000002)",True,1919,1
301,563695,1396948,1640133206,,HUMAN_OBSERVATION,2016-11-01 08:26:00+00:00,22.069022,72.025398,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,6,POINT (72.025398 22.069022),"(72.025398, 22.069022)",True,2016,11
303,565332,1398585,1671734341,,HUMAN_OBSERVATION,2016-11-01 08:31:00+00:00,22.06891,72.025598,50c9509d-22c7-4a22-a47d-8c48425ef4a7,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,5,6,POINT (72.025598 22.06891),"(72.025598, 22.06891)",True,2016,11
304,580220,1413473,665879068,PhysicalObject,PRESERVED_SPECIMEN,1958-04-17 00:00:00+00:00,27.183331,78.01666999999998,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,14,POINT (78.01666999999998 27.183331),"(78.01666999999998, 27.183331)",True,1958,4
314,581416,1414669,1579808997,,HUMAN_OBSERVATION,2016-11-09 00:00:00+00:00,22.053425,72.03001400000002,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,6,14,POINT (72.03001400000002 22.053425),"(72.03001400000002, 22.053425)",True,2016,11
316,616952,1450205,1337957224,,HUMAN_OBSERVATION,2015-02-04 00:00:00+00:00,26.895359000000006,78.287247,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,15,6,POINT (78.28724699999999 26.89535900000001),"(78.287247, 26.895359000000006)",True,2015,2
320,617079,1450332,1338096786,,HUMAN_OBSERVATION,2007-03-04 00:00:00+00:00,27.320528000000003,77.779037,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,0,Antilope cervicapra,105636,2441065,Antilope cervicapra,15,6,POINT (77.779037 27.320528),"(77.779037, 27.320528000000003)",True,2007,3
