,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1838348733,Antidorcas marsupialis,-23.3119,15.5655,POINT (15.5655 -23.3119),1,4.5471864,141.0,16.0,1751.19,93.55,-0.94,7.05,16.54,84672.0,84672.0,241.0,153.0,12.0,96.59,116.44,4005.96,173.69,173.69,487.5,25.0,71.0,0.0036295142,196.0,225.0,160.0,113.0,37.0,0.0,125.0,91.0,1.0,91.0,3.0,166.0,70.0,2548.0,304.0,70.0,234.0,225.0,165.0
1,1,1802754141,Antidorcas marsupialis,-21.598489,23.664739,POINT (23.664739 -21.598489),1,0.30453622,151.0,5.0,1821.17,79.63,-0.8,11.1,44.63,93042.0,93042.0,237.0,190.0,12.0,103.84,103.84,3915.09,191.7,186.06,505.0,31.0,58.0,0.00048347496,215.0,255.0,155.0,371.0,92.0,0.0,96.0,218.0,2.0,198.0,2.0,162.0,57.0,4183.0,337.0,53.0,284.0,253.0,155.0
2,2,665803773,Antidorcas marsupialis,-20.578819,25.799681,POINT (25.799681 -20.578819),1,1.3908585,143.0,7.0,1784.11,79.43,-0.79,10.4,45.24,92826.0,92826.0,241.0,174.0,12.0,106.47,106.47,3422.54,185.42,174.81,514.0,31.0,70.0,0.001667567,215.0,252.0,160.0,367.0,82.0,0.0,99.0,228.0,0.0,129.0,0.0,155.0,55.0,3777.0,335.0,58.0,277.0,245.0,160.0
3,3,1607338439,Antidorcas marsupialis,-26.680197,15.1212,POINT (15.1212 -26.680197),1,5.250854,134.0,5.0,998.99,98.1,-0.98,4.3,5.72,67482.0,67482.0,169.0,140.0,12.0,62.44,111.13,2393.9,106.13,61.99,377.0,0.0,59.0,0.005026006,156.0,175.0,137.0,19.0,3.0,0.0,43.0,8.0,2.0,3.0,5.0,72.0,62.0,1454.0,214.0,99.0,115.0,154.0,167.0
4,4,920430554,Antidorcas marsupialis,-18.837267,16.857060999999998,POINT (16.857061 -18.837267),1,5.767683,141.0,41.0,1917.11,75.9,-0.76,9.5,57.79,98676.0,98676.0,266.0,186.0,12.0,118.23,118.23,3565.7,197.44,173.79,565.0,110.0,60.0,0.0039291047,228.0,261.0,177.0,462.0,117.0,0.0,110.0,312.0,1.0,220.0,1.0,164.0,60.0,3444.0,343.0,71.0,272.0,251.0,177.0
5,5,1253316986,Antidorcas marsupialis,-19.072501000000006,16.517944,POINT (16.517944 -19.072501),1,6.237524,141.0,41.0,1931.36,76.55,-0.77,9.9,55.69,97524.0,97524.0,263.0,185.0,12.0,117.45,117.45,3752.84,201.71,175.62,555.0,110.0,60.0,0.0012493314,226.0,261.0,173.0,453.0,116.0,0.0,109.0,302.0,1.0,209.0,1.0,168.0,60.0,3566.0,343.0,66.0,277.0,250.0,173.0
6,6,1453404990,Antidorcas marsupialis,-30.360056,17.425704,POINT (17.425704 -30.360056),1,5.0542984,150.0,5.0,1386.16,90.26,-0.9,7.7,22.76,74844.0,74844.0,190.0,142.0,12.0,63.87,168.27,4389.81,155.58,63.87,424.0,29.0,50.0,0.0040459316,173.0,206.0,138.0,135.0,25.0,2.0,68.0,68.0,8.0,10.0,68.0,127.0,62.0,2676.0,278.0,74.0,204.0,138.0,205.0
7,7,1571111837,Antidorcas marsupialis,-19.362041,13.14949,POINT (13.14949 -19.362041),1,5.9187694,130.0,19.0,1176.27,95.83,-0.96,5.55,12.82,84132.0,84132.0,206.0,186.0,12.0,75.21,75.21,1891.76,111.6,111.6,485.5,35.0,78.0,0.018756313,194.0,216.0,166.0,49.0,18.0,0.0,110.0,38.0,0.0,38.0,0.0,74.0,56.0,1940.0,251.0,120.0,131.0,216.0,166.0
8,8,1337894899,Antidorcas marsupialis,-23.323301,17.014810999999998,POINT (17.014811 -23.323301),1,1.7177541,127.0,17.0,1759.6,83.86,-0.84,11.5,33.51,83628.0,83628.0,222.0,171.0,12.0,94.55,94.55,4444.91,191.07,171.5,450.0,46.0,67.0,0.011301866,193.0,239.0,135.0,284.0,72.0,0.0,110.0,200.0,1.0,153.0,1.0,169.0,58.0,4153.0,326.0,35.0,291.0,232.0,135.0
9,9,1850992296,Antidorcas marsupialis,-19.104927,16.384253,POINT (16.384253 -19.104927),1,5.5881004,141.0,41.0,1940.15,77.27,-0.77,10.05,53.63,97110.0,97110.0,262.0,183.0,12.0,117.18,117.18,3853.7,204.12,176.66,551.0,110.0,60.0,0.0010244816,224.0,261.0,172.0,441.0,114.0,0.0,109.0,294.0,1.0,201.0,1.0,170.0,60.0,3589.0,345.0,65.0,280.0,249.0,172.0
10,10,1883969224,Antidorcas marsupialis,-26.235904,20.566425,POINT (20.566425 -26.235904),1,0.58642733,150.0,5.0,1852.81,88.02,-0.88,16.25,21.65,86508.0,86508.0,222.0,195.0,12.0,89.69,89.69,5521.0,214.8,194.21,427.0,27.0,50.0,0.00032573336,200.0,269.0,120.0,222.0,43.0,1.0,85.0,126.0,5.0,106.0,5.0,186.0,52.0,5830.0,357.0,5.0,352.0,262.0,120.0
