,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1990591553,Bos frontalis gaurus,27.486248,84.290423,POINT (84.290423 27.486248),1,0.7922265,133.0,26.0,1538.63,74.86,0.14,13.6,231.41,103356.0,103356.0,219.0,229.0,12.0,84.96,82.05,3800.63,162.71,146.2,549.0,144.0,57.0,0.01804005,239.0,287.0,164.0,1791.0,482.0,3.0,117.0,1259.0,30.0,888.0,35.0,116.0,44.0,4999.0,353.0,91.0,262.0,284.0,174.0
1,1,1978779536,Bos frontalis gaurus,22.57,88.36,POINT (88.36 22.57),1,1.6941621,135.0,25.0,1540.57,70.61,0.1,10.85,248.04,113760.0,113760.0,265.0,255.0,12.0,105.39,105.39,2696.21,163.04,121.58,655.0,55.0,56.0,0.00088193075,263.0,300.0,204.0,1712.0,373.0,8.0,95.0,1006.0,44.0,467.0,44.0,100.0,43.0,3875.0,359.0,127.0,232.0,288.0,204.0
2,2,1978773068,Bos frontalis gaurus,26.75,88.79,POINT (88.79000000000001 26.75),1,3.4893808,137.0,18.0,1392.94,73.24,0.6,11.05,556.96,103518.0,103518.0,232.0,248.0,12.0,87.43,84.91,2434.21,120.66,127.22,577.0,39.0,57.0,0.0026550125,240.0,277.0,180.0,3441.0,905.0,3.0,110.0,2312.0,25.0,2127.0,27.0,98.0,46.0,3901.0,315.0,105.0,210.0,276.0,190.0
3,3,1948730579,Bos frontalis gaurus,11.452949,76.54617900000002,POINT (76.54617900000001 11.452949),1,5.7115865,127.0,22.0,1237.62,61.94,0.4,4.4,457.56,71568.0,71568.0,206.0,140.0,12.0,94.26,113.91,1548.17,125.86,90.29,408.0,228.0,47.0,0.09331183,165.0,182.0,149.0,2065.0,537.0,15.0,85.0,1135.0,60.0,298.0,206.0,93.0,59.0,1278.0,239.0,83.0,156.0,167.0,158.0
4,4,1935621498,Bos frontalis gaurus,20.305882,79.22222,POINT (79.22221999999999 20.305882),1,3.3317904,151.0,49.0,1813.2,89.62,-0.27,15.15,145.76,117648.0,117648.0,284.0,285.0,12.0,115.56,115.56,3941.62,206.96,128.47,683.0,112.0,67.0,0.00060784514,272.0,334.0,215.0,1325.0,397.0,5.0,128.0,1008.0,18.0,215.0,18.0,126.0,41.0,4422.0,429.0,127.0,302.0,274.0,215.0
5,5,1932321158,Bos frontalis gaurus,11.597308,76.742805,POINT (76.742805 11.597308),1,1.9202433,144.0,21.0,1500.48,54.57,-0.4,4.9,193.18,100566.0,100566.0,259.0,204.0,12.0,107.25,135.07,1880.67,152.61,117.72,608.0,162.0,57.0,0.025352338,233.0,255.0,214.0,900.0,184.0,5.0,71.0,360.0,23.0,212.0,109.0,94.0,59.0,1500.0,314.0,157.0,157.0,230.0,230.0
6,6,1914364014,Bos frontalis gaurus,20.227991,79.23333000000002,POINT (79.23333000000001 20.227991),1,1.1178992,151.0,49.0,1809.31,78.03,-0.28,15.05,144.17,117306.0,117306.0,284.0,284.0,12.0,115.48,115.48,3925.51,206.36,128.18,682.0,112.0,67.0,0.0010540616,271.0,334.0,215.0,1306.0,390.0,5.0,129.0,993.0,17.0,211.0,17.0,126.0,41.0,4405.0,428.0,127.0,301.0,273.0,215.0
7,7,1913695747,Bos frontalis gaurus,17.931865,73.750456,POINT (73.750456 17.931865),1,3.9889312,131.0,19.0,1470.38,85.16,0.25,6.2,348.63,99234.0,99234.0,270.0,210.0,12.0,108.46,134.94,2899.6,165.96,98.39,612.0,171.0,50.0,0.01946529,229.0,261.0,210.0,1966.0,786.0,0.0,139.0,1473.0,5.0,91.0,51.0,101.0,53.0,2059.0,331.0,141.0,190.0,222.0,226.0
8,8,1901049768,Bos frontalis gaurus,9.579792,77.30278100000002,POINT (77.30278100000001 9.579791999999999),1,3.6169946,125.0,21.0,1336.52,46.93,0.29,3.8,512.65,93474.0,93474.0,244.0,196.0,12.0,96.41,117.38,1335.06,122.87,108.17,562.0,228.0,49.0,0.017849332,216.0,230.0,200.0,1874.0,345.0,23.0,62.0,837.0,105.0,324.0,281.0,79.0,63.0,1145.0,278.0,154.0,124.0,219.0,210.0
9,9,1899781999,Bos frontalis gaurus,10.346815,77.515426,POINT (77.51542600000001 10.346815),1,5.5362105,123.0,20.0,1567.78,58.64,-0.44,4.85,197.81,107946.0,107946.0,269.0,225.0,12.0,107.91,136.07,1795.46,147.02,118.76,653.5,235.0,63.0,0.13814436,250.0,269.0,228.0,873.0,181.0,15.0,63.0,393.0,56.0,207.0,231.0,93.0,62.0,1555.0,324.0,176.0,148.0,243.0,242.0
10,10,1898804912,Bos frontalis gaurus,26.65946,90.874967,POINT (90.874967 26.65946),1,3.506383,146.0,12.0,1387.4,68.76,0.55,11.55,504.49,105516.0,105516.0,234.0,258.0,12.0,86.82,86.82,2521.35,122.6,137.05,589.0,79.0,52.0,0.001858692,244.0,285.0,183.0,3077.0,729.0,8.0,96.0,1895.0,39.0,1300.0,39.0,94.0,45.0,4022.0,318.0,111.0,207.0,278.0,183.0
11,11,1898801811,Bos frontalis gaurus,11.89273,76.352203,POINT (76.352203 11.89273),1,0.19261196,144.0,21.0,1479.78,59.05,-0.16,4.6,276.04,101628.0,101628.0,265.0,208.0,12.0,108.48,135.87,1933.31,151.79,110.81,620.0,162.0,57.0,0.0070486586,235.0,258.0,220.0,1247.0,336.0,2.0,90.0,653.0,21.0,242.0,74.0,91.0,59.0,1444.0,316.0,164.0,152.0,229.0,236.0
12,12,1891347947,Bos frontalis gaurus,20.334729,79.373214,POINT (79.373214 20.334729),1,0.9671519,126.0,29.0,1798.6,89.71,-0.21,15.1,156.64,116712.0,116712.0,282.0,283.0,12.0,114.68,114.68,3929.91,205.64,127.13,677.0,184.0,67.0,0.0049229204,270.0,332.0,213.0,1418.0,430.0,5.0,130.0,1093.0,20.0,224.0,20.0,126.0,41.0,4434.0,426.0,125.0,301.0,273.0,213.0
