gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1883929279																										14579824										CC_BY_NC_4_0			2018-09-15T20:17:55Z			https://www.inaturalist.org/observations/14579824				© magdastlucia some rights reserved	magdastlucia												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14579824	14579824		magdastlucia																												2018-07-21T15:15:00Z	13:15:00Z			2018	7	21	2018/07/21 3:15 PM SAST															ZA	KwaZulu-Natal				Hluhluwe, South Africa							-28.1708	32.0014	100.0																																31617756				2018-07-21T19:14:53Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:55:02.548Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:53:09.783Z	2019-04-04T15:06:27.131Z	false
1883929225																										14579827										CC_BY_NC_4_0			2018-09-15T20:12:03Z			https://www.inaturalist.org/observations/14579827				© magdastlucia some rights reserved	magdastlucia												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14579827	14579827		magdastlucia																												2018-07-21T15:15:00Z	13:15:00Z			2018	7	21	2018/07/21 3:15 PM SAST															ZA	KwaZulu-Natal				Hluhluwe, South Africa							-28.1708	32.0014	100.0																																31617763				2018-07-21T19:14:57Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:55:02.677Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:53:09.785Z	2019-04-04T15:06:26.330Z	false
1883926060																										14564465										CC_BY_NC_4_0			2019-03-28T21:32:50Z			https://www.inaturalist.org/observations/14564465				© nicovr some rights reserved	nicovr												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14564465	14564465		nicovr																												2018-07-04T10:22:00Z	09:22:00Z			2018	7	4	2018/07/04 10:22 AM CAT															ZM	Southern				Livingstone, Zambia							-17.880387	25.835913	61.0																																31589071				2018-07-21T06:21:58Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-04-04T15:06:25.575Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-04-04T15:06:25.539Z	2019-04-04T15:06:25.398Z	false
1883787813																																				CC_BY_4_0																							naturgucker	naturgucker			HUMAN_OBSERVATION					-1534851329		531632058																												2018-06-11T00:00:00Z				2018	6	11																NA				Etosha NP: Namutoni (Oshikoto) und Umgebung								-18.812515	16.940081	250.0																																																Aepyceros melampus petersi Bocage, 1879								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	petersi	SUBSPECIES				ACCEPTED			6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	2018-12-07T12:54:36.082Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED		true	false	4262729	4262729	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus petersi Bocage, 1879		BIOCASE	2018-08-20T02:46:11.521Z	2019-04-05T03:59:31.225Z	false
1883787768																																				CC_BY_4_0																							naturgucker	naturgucker			HUMAN_OBSERVATION					-62652949		531632058																												2018-06-15T00:00:00Z				2018	6	15																NA				Waterberg								-20.422991	17.331963	250.0																																																Aepyceros melampus (Lichtenstein, 1812)								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES				ACCEPTED			6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	2018-12-07T12:54:35.959Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED		true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		BIOCASE	2018-11-06T08:35:02.804Z	2019-04-05T03:55:42.073Z	false
1883564460																										14532346										CC_BY_NC_4_0			2018-07-21T18:01:24Z			https://www.inaturalist.org/observations/14532346				© Harold Brown some rights reserved	Harold Brown												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14532346	14532346		Harold Brown																Skukuza , Kruger National Park												2009-04-01T07:23:21Z	11:23:21Z			2009	4	1	2009-04-01 07:23:21															ZA	Mpumalanga				Skukuza, Mpumalanga, South Africa							-24.964722	31.692222																																	31515135				2018-07-20T02:11:27Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:27.632Z							GEODETIC_DATUM_ASSUMED_WGS84		true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:57.490Z	2019-04-04T15:06:23.002Z	false
1883560089																										14509352										CC_BY_NC_4_0			2018-07-22T06:35:37Z			https://www.inaturalist.org/observations/14509352				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14509352	14509352		kovro																												2018-07-15T11:47:00Z	09:47:00Z			2018	7	15	2018/07/15 11:47 AM CEST															ZM	Muchinga				Mambwe, Zambia							-13.162784	31.715659	386.0																																31465050				2018-07-19T08:38:36Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.649Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.656Z	2019-04-04T15:06:20.558Z	false
1883560082																										14509343										CC_BY_NC_4_0			2018-07-22T06:36:12Z			https://www.inaturalist.org/observations/14509343				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14509343	14509343		kovro																												2018-07-15T11:03:00Z	09:03:00Z			2018	7	15	2018/07/15 11:03 AM CEST															ZM	Muchinga				South Luangwa, Mpika, Muchinga, Zambia							-13.114913	31.725971																																	31465041				2018-07-19T08:38:29Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.985Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.774Z	2019-04-04T15:06:21.147Z	false
1883559972																										14509302										CC_BY_NC_4_0			2018-07-21T07:41:28Z			https://www.inaturalist.org/observations/14509302				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14509302	14509302		kovro																												2018-07-15T09:52:00Z	07:52:00Z			2018	7	15	2018/07/15 9:52 AM CEST															ZM	Muchinga				Mambwe, Zambia							-13.087751	31.758984	15.0																																31464981				2018-07-19T08:36:16Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.802Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.751Z	2019-04-04T15:06:20.553Z	false
1883559932																										14508704										CC_BY_NC_4_0			2018-07-24T17:25:07Z			https://www.inaturalist.org/observations/14508704				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14508704	14508704		kovro																												2018-07-15T09:06:00Z	07:06:00Z			2018	7	15	2018/07/15 9:06 AM CEST															ZM	Muchinga				Mpika, Zambia							-13.071316	31.74823																																	31463829				2018-07-19T07:12:28Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.415Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.475Z	2019-04-04T15:06:20.814Z	false
1883559878																										14508676										CC_BY_NC_4_0			2018-07-24T17:49:44Z			https://www.inaturalist.org/observations/14508676				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14508676	14508676		kovro																												2018-07-15T07:17:00Z	05:17:00Z			2018	7	15	2018/07/15 7:17 AM CEST															ZM	Muchinga				Mambwe, Zambia							-13.09267	31.784405																																	31463799				2018-07-19T07:12:13Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.320Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.447Z	2019-04-04T15:06:20.652Z	false
1883559857																										14509220										CC_BY_NC_4_0			2018-07-21T11:01:38Z			https://www.inaturalist.org/observations/14509220				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14509220	14509220		kovro																												2018-07-15T14:21:00Z	12:21:00Z			2018	7	15	2018/07/15 2:21 PM CEST															ZM	Eastern				Mambwe, Zambia							-13.105455	31.789503																																	31464859				2018-07-19T08:27:58Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:54:10.655Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:51.680Z	2019-04-04T15:06:20.899Z	false
1883554815																										14482766										CC_BY_NC_4_0			2018-07-24T17:46:41Z			https://www.inaturalist.org/observations/14482766				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14482766	14482766		kovro																												2018-07-14T15:59:00Z	13:59:00Z			2018	7	14	2018/07/14 3:59 PM CEST															ZM	Eastern				Mambwe, Zambia							-13.101803	31.788654	31.0																																31413518				2018-07-18T16:51:11Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:53:52.504Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:45.551Z	2019-04-04T15:06:19.029Z	false
1883549750																										14457114										CC_BY_NC_4_0			2019-01-23T23:55:26Z			https://www.inaturalist.org/observations/14457114				© eumomota76 some rights reserved	eumomota76												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14457114	14457114		eumomota76																												2018-06-05T14:13:00Z	19:13:00Z			2018	6	5	2018/06/05 2:13 PM CDT															UG	Mbarara				Isingiro, Uganda							-0.596775	31.010573	17320.0																																31358744				2018-07-17T22:04:56Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:53:36.735Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:39.670Z	2019-04-04T15:06:17.971Z	false
1883540621																										14421530										CC_BY_NC_4_0			2019-01-23T17:14:59Z			https://www.inaturalist.org/observations/14421530				© Alan Horstmann some rights reserved	Alan Horstmann												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 30598m to protect threatened taxon			https://www.inaturalist.org/observations/14421530	14421530		Alan Horstmann																												2018-07-04T10:28:00Z	08:28:00Z			2018	7	4	2018/07/04 10:28 AM SAST															NA	Oshikoto				Omuthiyagwipundi, Etosha, NA-OT, NA							-19.116851	16.305765	30598.0																																31284034				2018-07-16T18:39:08Z				120012								Aepyceros melampus petersi Bocage, 1879								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	petersi	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:53:09.445Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	4262729	4262729	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus petersi Bocage, 1879		DWC_ARCHIVE	2019-03-19T19:52:30.068Z	2019-04-04T15:06:15.185Z	false
1883524312																										14355097										CC_BY_NC_4_0			2019-01-23T23:55:30Z			https://www.inaturalist.org/observations/14355097				© Ewout Knoester some rights reserved	Ewout Knoester												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14355097	14355097		Ewout Knoester																												2015-11-20T02:42:00Z	01:42:00Z			2015	11	20	2015/11/20 2:42 AM CET															KE	Kwale				Kwale County, Kenia							-4.249237	39.413055	7684.0																																31141759				2018-07-14T18:39:07Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:52:16.519Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:52:11.855Z	2019-04-04T15:06:11.152Z	false
1883513767																										14309608										CC_BY_NC_4_0			2018-07-13T09:01:18Z			https://www.inaturalist.org/observations/14309608				© Martin Grimm some rights reserved	Martin Grimm												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14309608	14309608		Martin Grimm																												2018-06-02T13:00:00Z	11:00:00Z			2018	6	2	2018/06/02 1:00 PM CEST															TZ	Pwani				Bagamoyo, Pwani, Tanzania							-6.020588	38.775543																																	31049245				2018-07-13T08:32:01Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:48:25.369Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:38:22.027Z	2019-04-04T15:06:07.846Z	false
1883502064																										14263961										CC_BY_NC_4_0			2018-07-11T21:26:43Z			https://www.inaturalist.org/observations/14263961				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14263961	14263961		kovro																												2018-07-08T12:43:00Z	10:43:00Z			2018	7	8	2018/07/08 12:43 PM CEST															ZM	Central				Mumbwa, Zambia							-14.773042	26.265559	6091.0																																30951163				2018-07-11T17:33:55Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:48:00.495Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:50Z	2019-04-04T15:06:04.464Z	false
1883502006																										14263985										CC_BY_NC_4_0			2018-07-11T21:26:04Z			https://www.inaturalist.org/observations/14263985				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14263985	14263985		kovro																												2018-07-08T17:45:00Z	15:45:00Z			2018	7	8	2018/07/08 5:45 PM CEST															ZM	Central				Mumbwa, Zambia							-14.672091	26.226616																																	30951188				2018-07-11T17:34:06Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:48:00.439Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:50.023Z	2019-04-04T15:06:04.998Z	false
1883501954																										14263952										CC_BY_NC_4_0			2018-07-11T21:26:58Z			https://www.inaturalist.org/observations/14263952				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14263952	14263952		kovro																												2018-07-08T11:58:00Z	09:58:00Z			2018	7	8	2018/07/08 11:58 AM CEST															ZM	Central				Mumbwa, Zambia							-14.858828	26.293788																																	30951152				2018-07-11T17:33:51Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:48:00.413Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:50.016Z	2019-04-04T15:06:05.097Z	false
1883501847																										14263972										CC_BY_NC_4_0			2018-07-11T21:26:27Z			https://www.inaturalist.org/observations/14263972				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14263972	14263972		kovro																												2018-07-08T16:34:00Z	14:34:00Z			2018	7	8	2018/07/08 4:34 PM CEST															ZM	Central				Mumbwa, Zambia							-14.684125	26.241461																																	30951175				2018-07-11T17:34:00Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:48:00.516Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:49.990Z	2019-04-04T15:06:04.972Z	false
1883499850																										14254954										CC_BY_NC_4_0			2019-03-28T21:33:11Z			https://www.inaturalist.org/observations/14254954				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14254954	14254954		kovro																												2018-07-04T13:16:00Z	11:16:00Z			2018	7	4	2018/07/04 1:16 PM CEST															ZM	Southern				Livingstone, Zambia							-17.856153	25.789953																																	30934307				2018-07-11T11:52:21Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-04-04T15:06:04.689Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-04-04T15:06:04.503Z	2019-04-04T15:06:04.458Z	false
1883499722																										14254385										CC_BY_NC_4_0			2018-07-11T12:04:17Z			https://www.inaturalist.org/observations/14254385				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14254385	14254385		kovro																												2018-07-04T11:46:00Z	09:46:00Z			2018	7	4	2018/07/04 11:46 AM CEST															ZM	Southern				Livingstone, Zambia							-17.8817	25.814576																																	30933195				2018-07-11T11:13:12Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:47:55.601Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:47.841Z	2019-04-04T15:06:04.821Z	false
1883499713																										14254409										CC_BY_NC_4_0			2018-07-11T12:02:57Z			https://www.inaturalist.org/observations/14254409				© kovro some rights reserved	kovro												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/14254409	14254409		kovro																												2018-07-04T12:54:00Z	10:54:00Z			2018	7	4	2018/07/04 12:54 PM CEST															ZM	Southern				Livingstone, Zambia							-17.860601	25.798406																																	30933232				2018-07-11T11:13:23Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-19T19:47:55.927Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-19T19:37:47.911Z	2019-04-04T15:06:04.076Z	false
