gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917079/original.jpeg?1552753214	https://www.inaturalist.org/photos/32917079			2018-11-14T16:34:57Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917089/original.jpeg?1552753220	https://www.inaturalist.org/photos/32917089			2018-11-14T16:35:06Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917109/original.jpeg?1552753237	https://www.inaturalist.org/photos/32917109			2018-11-14T16:36:09Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917121/original.jpeg?1552753251	https://www.inaturalist.org/photos/32917121			2018-11-14T16:36:34Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917138/original.jpeg?1552753269	https://www.inaturalist.org/photos/32917138			2018-11-14T16:37:32Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917143/original.jpeg?1552753276	https://www.inaturalist.org/photos/32917143			2018-11-14T16:31:10Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917153/original.jpeg?1552753286	https://www.inaturalist.org/photos/32917153			2018-11-14T16:32:00Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917157/original.jpeg?1552753295	https://www.inaturalist.org/photos/32917157			2018-11-14T16:33:25Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917166/original.jpeg?1552753303	https://www.inaturalist.org/photos/32917166			2018-11-14T16:34:00Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32917173/original.jpeg?1552753311	https://www.inaturalist.org/photos/32917173			2018-11-14T16:34:27Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32920124/original.jpeg?1552757975	https://www.inaturalist.org/photos/32920124			2018-11-14T17:44:30Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921729/original.jpeg?1552759971	https://www.inaturalist.org/photos/32921729			2018-11-14T21:18:35Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921732/original.jpeg?1552759975	https://www.inaturalist.org/photos/32921732			2018-11-14T21:18:58Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921753/original.jpeg?1552759994	https://www.inaturalist.org/photos/32921753			2018-11-14T21:21:29Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921754/original.jpeg?1552759997	https://www.inaturalist.org/photos/32921754			2018-11-14T21:21:21Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921761/original.jpeg?1552760005	https://www.inaturalist.org/photos/32921761			2018-11-14T21:20:15Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921771/original.jpeg?1552760019	https://www.inaturalist.org/photos/32921771			2018-11-14T21:19:15Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028462093	StillImage	image/jpeg	https://static.inaturalist.org/photos/32921774/original.jpeg?1552760022	https://www.inaturalist.org/photos/32921774			2018-11-14T21:19:31Z	Shirley Hitschmann		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shirley Hitschmann
2028450575	StillImage	image/jpeg	https://static.inaturalist.org/photos/32863660/original.jpeg?1552656143	https://www.inaturalist.org/photos/32863660			2019-03-10T21:27:29Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2028450575	StillImage	image/jpeg	https://static.inaturalist.org/photos/32863671/original.jpeg?1552656166	https://www.inaturalist.org/photos/32863671			2019-03-10T21:27:34Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013749015	StillImage	image/jpeg	https://static.inaturalist.org/photos/32781810/original.jpg?1552498473	https://www.inaturalist.org/photos/32781810			2014-01-06T08:52:15Z	colejwolf		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	colejwolf
2013747761	StillImage	image/jpeg	https://static.inaturalist.org/photos/32774379/original.jpg?1552484918	https://www.inaturalist.org/photos/32774379			2019-03-13T13:47:24Z	libby hepburn		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	libby hepburn
2013747761	StillImage	image/jpeg	https://static.inaturalist.org/photos/32774388/original.jpg?1552484940	https://www.inaturalist.org/photos/32774388			2019-03-13T13:47:24Z	libby hepburn		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	libby hepburn
2013747761	StillImage	image/jpeg	https://static.inaturalist.org/photos/32774424/original.jpg?1552485106	https://www.inaturalist.org/photos/32774424			2019-03-13T13:47:24Z	libby hepburn		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	libby hepburn
2013744956	StillImage	image/jpeg	https://static.inaturalist.org/photos/32760654/original.jpg?1552445607	https://www.inaturalist.org/photos/32760654			2014-01-03T09:02:12Z	colejwolf		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	colejwolf
2013744935	StillImage	image/jpeg	https://static.inaturalist.org/photos/32760598/original.jpg?1552445538	https://www.inaturalist.org/photos/32760598			2014-01-03T10:01:31Z	colejwolf		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	colejwolf
2013741989	StillImage	image/jpeg	https://static.inaturalist.org/photos/32746760/original.jpeg?1552424927	https://www.inaturalist.org/photos/32746760			2014-01-06T16:29:47Z	colejwolf		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	colejwolf
2013740423	StillImage	image/jpeg	https://static.inaturalist.org/photos/32737215/original.jpeg?1552410940	https://www.inaturalist.org/photos/32737215			2019-03-10T14:27:41Z	Shobie		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Shobie
2013739402	StillImage	image/jpeg	https://static.inaturalist.org/photos/32732030/original.jpeg?1552401417	https://www.inaturalist.org/photos/32732030			2019-03-10T19:20:53Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013739402	StillImage	image/jpeg	https://static.inaturalist.org/photos/32732037/original.jpeg?1552401437	https://www.inaturalist.org/photos/32732037			2019-03-10T19:41:32Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013739402	StillImage	image/jpeg	https://static.inaturalist.org/photos/32732058/original.jpeg?1552401472	https://www.inaturalist.org/photos/32732058			2019-03-10T19:22:01Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013739402	StillImage	image/jpeg	https://static.inaturalist.org/photos/32732101/original.jpeg?1552401598	https://www.inaturalist.org/photos/32732101			2019-03-10T19:21:09Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013718136	StillImage	image/jpeg	https://static.inaturalist.org/photos/32624896/original.jpeg?1552218448	https://www.inaturalist.org/photos/32624896			2013-02-10T13:48:31Z	steven2802		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	steven2802
2013718102	StillImage	image/jpeg	https://static.inaturalist.org/photos/32624879/original.jpeg?1552218415	https://www.inaturalist.org/photos/32624879			2013-02-09T23:42:31Z	steven2802		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	steven2802
2013709472	StillImage	image/jpeg	https://static.inaturalist.org/photos/32582650/original.jpeg?1552154393	https://www.inaturalist.org/photos/32582650			2019-03-09T21:50:56Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013709472	StillImage	image/jpeg	https://static.inaturalist.org/photos/32582685/original.jpeg?1552154446	https://www.inaturalist.org/photos/32582685			2019-03-09T21:51:09Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013709472	StillImage	image/jpeg	https://static.inaturalist.org/photos/32582717/original.jpeg?1552154488	https://www.inaturalist.org/photos/32582717			2019-03-09T21:51:21Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2013709472	StillImage	image/jpeg	https://static.inaturalist.org/photos/32582744/original.jpeg?1552154516	https://www.inaturalist.org/photos/32582744			2019-03-09T21:51:23Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2012974430	StillImage	image/jpeg	https://static.inaturalist.org/photos/32229119/original.jpeg?1551558882	https://www.inaturalist.org/photos/32229119			2018-07-20T20:15:23Z	Steve Mech		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Steve Mech
2012974402	StillImage	image/jpeg	https://static.inaturalist.org/photos/32230030/original.jpeg?1551559827	https://www.inaturalist.org/photos/32230030			2018-07-20T17:15:59Z	Steve Mech		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Steve Mech
2012974365	StillImage	image/jpeg	https://static.inaturalist.org/photos/32229476/original.jpeg?1551559272	https://www.inaturalist.org/photos/32229476			2018-07-20T19:17:42Z	Steve Mech		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Steve Mech
2012974365	StillImage	image/jpeg	https://static.inaturalist.org/photos/32229521/original.jpeg?1551559322	https://www.inaturalist.org/photos/32229521			2018-07-20T19:17:18Z	Steve Mech		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Steve Mech
2012974365	StillImage	image/jpeg	https://static.inaturalist.org/photos/32229524/original.jpeg?1551559323	https://www.inaturalist.org/photos/32229524			2018-07-20T19:12:23Z	Steve Mech		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Steve Mech
2012961718	StillImage	image/jpeg	https://static.inaturalist.org/photos/32166960/original.jpg?1551448394	https://www.inaturalist.org/photos/32166960			2019-03-01T17:03:34Z	Carol McDougall		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Carol McDougall
2006086935	StillImage	image/jpeg	https://static.inaturalist.org/photos/32078011/original.jpeg?1551245239	https://www.inaturalist.org/photos/32078011			2019-02-26T09:58:00Z	QuestaGame		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	QuestaGame
2006086935	StillImage	image/jpeg	https://static.inaturalist.org/photos/32078016/original.jpeg?1551245243	https://www.inaturalist.org/photos/32078016			2019-02-26T09:58:00Z	QuestaGame		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	QuestaGame
2006081868	StillImage	image/jpeg	https://static.inaturalist.org/photos/32053238/original.jpeg?1551204540	https://www.inaturalist.org/photos/32053238			2019-02-24T20:55:19Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2006081868	StillImage	image/jpeg	https://static.inaturalist.org/photos/32053278/original.jpeg?1551204594	https://www.inaturalist.org/photos/32053278			2019-02-24T20:56:52Z	Igmar Grewar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Igmar Grewar
2006081746	StillImage	image/jpeg	https://static.inaturalist.org/photos/32052908/original.jpeg?1551203848	https://www.inaturalist.org/photos/32052908			2019-02-26T21:47:26Z	leandroop		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	leandroop
2006079173	StillImage	image/jpeg	https://static.inaturalist.org/photos/32041737/original.jpg?1551175901	https://www.inaturalist.org/photos/32041737			2018-03-18T05:40:53Z	buzzinthebox		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	buzzinthebox
2006063976	StillImage	image/jpeg	https://static.inaturalist.org/photos/31967848/original.jpg?1551034977	https://www.inaturalist.org/photos/31967848			1980-01-01T08:00:07Z	bashibazouks		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	bashibazouks
2006050940	StillImage	image/jpeg	https://static.inaturalist.org/photos/31853135/original.jpg?1550923829	https://www.inaturalist.org/photos/31853135			2017-02-25T22:21:00Z	michdagforcioli		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	michdagforcioli
2005398497	StillImage	image/jpeg	https://static.inaturalist.org/photos/31701493/original.jpeg?1550777378	https://www.inaturalist.org/photos/31701493			2019-02-21T00:45:04Z	mettetron		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	mettetron
2005398497	StillImage	image/jpeg	https://static.inaturalist.org/photos/31701519/original.jpeg?1550777421	https://www.inaturalist.org/photos/31701519			2019-02-21T00:45:11Z	mettetron		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	mettetron
2005353487	StillImage	image/jpeg	https://static.inaturalist.org/photos/31488994/original.jpg?1550340120	https://www.inaturalist.org/photos/31488994			2003-09-24T13:00:33Z	micha		iNaturalist			http://creativecommons.org/licenses/by-nc-sa/4.0/	micha
2005330939	StillImage	image/jpeg	https://static.inaturalist.org/photos/31383481/original.jpeg?1550082104	https://www.inaturalist.org/photos/31383481			2019-02-13T16:38:04Z	Paola Ferruzzi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Paola Ferruzzi
2005330843	StillImage	image/jpeg	https://static.inaturalist.org/photos/31383375/original.jpeg?1550081965	https://www.inaturalist.org/photos/31383375			2019-02-13T00:57:45Z	Paola Ferruzzi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Paola Ferruzzi
2005328772	StillImage	image/jpeg	https://static.inaturalist.org/photos/31372003/original.jpg?1550047095	https://www.inaturalist.org/photos/31372003			2018-10-02T00:00:00Z	Nadja Kickinger		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Nadja Kickinger
2005302938	StillImage	image/jpeg	https://static.inaturalist.org/photos/31256510/original.jpeg?1549796796	https://www.inaturalist.org/photos/31256510			2017-07-31T14:05:00Z	Stan van Remmerden		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Stan van Remmerden
2005293690	StillImage	image/jpeg	https://static.inaturalist.org/photos/31215941/original.jpeg?1549715381	https://www.inaturalist.org/photos/31215941			2017-08-01T18:08:12Z	Stan van Remmerden		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Stan van Remmerden
2005291580	StillImage	image/jpeg	https://static.inaturalist.org/photos/31205719/original.jpeg?1549680728	https://www.inaturalist.org/photos/31205719			2018-09-28T17:54:18Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194261/original.jpeg?1549659031	https://www.inaturalist.org/photos/31194261			2018-09-28T13:41:34Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194279/original.jpeg?1549659058	https://www.inaturalist.org/photos/31194279			2018-09-28T13:24:15Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194283/original.jpeg?1549659065	https://www.inaturalist.org/photos/31194283			2018-09-28T13:41:48Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194290/original.jpeg?1549659070	https://www.inaturalist.org/photos/31194290			2018-09-28T13:41:34Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194292/original.jpeg?1549659072	https://www.inaturalist.org/photos/31194292			2018-09-28T13:50:55Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
2005288493	StillImage	image/jpeg	https://static.inaturalist.org/photos/31194293/original.jpeg?1549659072	https://www.inaturalist.org/photos/31194293			2018-09-28T13:51:59Z	Rafael Tosi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Rafael Tosi
1993782630	StillImage	image/jpeg	https://static.inaturalist.org/photos/30972293/original.jpeg?1549219094	https://www.inaturalist.org/photos/30972293			2017-08-04T16:25:08Z	Stan van Remmerden		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Stan van Remmerden
1993766404	StillImage	image/jpeg	https://static.inaturalist.org/photos/31122947/original.jpeg?1549507851	https://www.inaturalist.org/photos/31122947			2017-06-25T00:00:00Z	magdastlucia		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	magdastlucia
1993765954	StillImage	image/jpeg	https://static.inaturalist.org/photos/31120070/original.jpg?1549504501	https://www.inaturalist.org/photos/31120070			2017-07-17T00:00:00Z	JAH		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	JAH
1993763050	StillImage	image/jpeg	https://static.inaturalist.org/photos/31101933/original.jpg?1549483344	https://www.inaturalist.org/photos/31101933			2016-06-20T00:00:00Z	Joanette Le Cornu		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Joanette Le Cornu
1993754958	StillImage	image/jpeg	https://static.inaturalist.org/photos/31048990/original.jpeg?1549387714	https://www.inaturalist.org/photos/31048990			2019-02-01T18:36:50Z	Fred Sullivan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Fred Sullivan
1993754939	StillImage	image/jpeg	https://static.inaturalist.org/photos/31049411/original.jpeg?1549388449	https://www.inaturalist.org/photos/31049411			2019-02-01T18:45:46Z	Fred Sullivan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Fred Sullivan
1993733571	StillImage	image/jpeg	https://static.inaturalist.org/photos/30942250/original.jpeg?1549151706	https://www.inaturalist.org/photos/30942250			2014-11-08T15:55:47Z	mikeloomis		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	mikeloomis
1993732369	StillImage	image/jpeg	https://static.inaturalist.org/photos/30938705/original.jpeg?1549147029	https://www.inaturalist.org/photos/30938705			2008-07-30T17:53:15Z	johankw		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	johankw
1993731145	StillImage	image/jpeg	https://static.inaturalist.org/photos/30932747/original.jpg?1549138785	https://www.inaturalist.org/photos/30932747			2018-08-30T13:06:44Z	Alex		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Alex
1993729081	StillImage	image/jpeg	https://static.inaturalist.org/photos/30920555/original.jpeg?1549115699	https://www.inaturalist.org/photos/30920555			2014-11-07T14:30:58Z	mikeloomis		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	mikeloomis
1993725907	StillImage	image/jpeg	https://static.inaturalist.org/photos/30905093/original.jpeg?1549072559	https://www.inaturalist.org/photos/30905093			2014-11-14T07:39:28Z	mikeloomis		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	mikeloomis
1993722311	StillImage	image/jpeg	https://static.inaturalist.org/photos/30885954/original.jpeg?1549035320	https://www.inaturalist.org/photos/30885954			2017-05-10T23:16:09Z	Dmitry Schepaschenko		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Dmitry Schepaschenko
1990646794	StillImage	image/jpeg	https://static.inaturalist.org/photos/12155646/original.jpg?1512196389	https://www.inaturalist.org/photos/12155646			1981-01-15T08:30:00Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646793	StillImage	image/jpeg	https://static.inaturalist.org/photos/12155793/original.jpg?1512197140	https://www.inaturalist.org/photos/12155793			1981-01-16T10:00:00Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646792	StillImage	image/jpeg	https://static.inaturalist.org/photos/12155582/original.jpg?1512195832	https://www.inaturalist.org/photos/12155582			1980-11-18T15:10:00Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646791	StillImage	image/jpeg	https://static.inaturalist.org/photos/12155332/original.jpg?1512194483	https://www.inaturalist.org/photos/12155332			1980-10-03T07:30:00Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646790	StillImage	image/jpeg	https://static.inaturalist.org/photos/12155434/original.jpg?1512194861	https://www.inaturalist.org/photos/12155434			1980-10-22T18:00:00Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646652	StillImage	image/jpeg	https://static.inaturalist.org/photos/12003916/original.jpg?1511508444	https://www.inaturalist.org/photos/12003916			1980-07-15T16:43:10Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646651	StillImage	image/jpeg	https://static.inaturalist.org/photos/12004183/original.jpg?1511509711	https://www.inaturalist.org/photos/12004183			1980-07-27T20:55:10Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
1990646650	StillImage	image/jpeg	https://static.inaturalist.org/photos/12004231/original.jpg?1511510195	https://www.inaturalist.org/photos/12004231			1980-07-29T01:10:48Z	i_c_riddell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	i_c_riddell
